trial, subj_id, LR_choice,rt, total_trial_time, iti,id_solution, id_choice_acc, stim_duration, stim_onset, stim_offset, abs_response_time
0.000000000000000000e+00,-1.000000000000000000e+00,8.200000000000000000e+01,5.402258009999059141e-01,1.500977671006694436e+00,1.367428639792565681e+00,7.600000000000000000e+01,0.000000000000000000e+00,1.495981444022618234e+00,1.253855798859149218e-02,1.508520002011209726e+00,5.527716790093109012e-01
1.000000000000000000e+00,-1.000000000000000000e+00,8.200000000000000000e+01,5.800473649869672954e-01,1.500942969985771924e+00,1.385427665640434736e+00,7.600000000000000000e+01,0.000000000000000000e+00,1.490952063002623618e+00,2.894860917003825307e+00,4.385812980006448925e+00,3.474909458018373698e+00
2.000000000000000000e+00,-1.000000000000000000e+00,8.200000000000000000e+01,3.603344560251571238e-01,1.501103770977351815e+00,1.010890016753759113e+00,7.600000000000000000e+01,0.000000000000000000e+00,1.496231928002089262e+00,5.785203028004616499e+00,7.281434956006705761e+00,6.145540225028526038e+00
3.000000000000000000e+00,-1.000000000000000000e+00,8.200000000000000000e+01,3.798459109966643155e-01,1.501116371015086770e+00,1.413022712401856396e+00,7.600000000000000000e+01,0.000000000000000000e+00,1.490215985977556556e+00,8.311672601033933461e+00,9.801888587011490017e+00,8.691519870015326887e+00
4.000000000000000000e+00,-1.000000000000000000e+00,8.200000000000000000e+01,5.457860089954920113e-01,1.500928601017221808e+00,1.436098857608762769e+00,7.600000000000000000e+01,0.000000000000000000e+00,1.496310248970985413e+00,1.122831046202918515e+01,1.272462071100017056e+01,1.177409790898673236e+01
5.000000000000000000e+00,-1.000000000000000000e+00,8.200000000000000000e+01,3.967500489670783281e-01,1.501130816002842039e+00,1.468270138603552599e+00,7.600000000000000000e+01,0.000000000000000000e+00,1.491182591998949647e+00,1.417846807802561671e+01,1.566965067002456635e+01,1.457521972199901938e+01
