reward_code,subj_id,condition,trial,epoch_trial,epoch_number,button_press,LR_solution,LR,reward,p_accuracy,rt,trial_end,iti_length,iti_end,stim_onset,session_n,run_n
7.0,811.0,8520.0,0.0,12.0,5.0,0.5957491397857665,76.0,76.0,0.0,1.0,0.5793359279632568,1.5161340236663818,7.4191983676269615,8.935332391293343,0.01640701293945312,9,3
7.0,811.0,8520.0,1.0,13.0,5.0,9.498465061187744,76.0,82.0,3.0,0.0,0.5327749252319336,10.465500116348265,8.387049461821906,18.85254957817017,8.965682983398438,9,3
7.0,811.0,8520.0,2.0,14.0,5.0,19.318025112152096,76.0,82.0,0.0,0.0,0.43699216842651367,20.38036513328552,8.972073572751551,29.35243870603707,18.881022930145264,9,3
7.0,811.0,8520.0,3.0,15.0,5.0,29.982859134674072,82.0,82.0,0.0,1.0,0.603971004486084,30.87953805923462,6.038031603761342,36.91756966299596,29.378879070281982,9,3
7.0,811.0,8520.0,4.0,16.0,5.0,37.478440999984734,82.0,82.0,0.0,1.0,0.5336599349975585,38.44390296936035,6.4886776207140535,44.93258059007441,36.94477605819702,9,3
7.0,811.0,8520.0,5.0,17.0,5.0,45.516128063201904,76.0,82.0,4.0,0.0,0.556272029876709,46.460705041885376,5.302208456338561,51.76291349822394,44.959852933883674,9,3
7.0,811.0,8520.0,6.0,18.0,5.0,52.26623106002809,76.0,82.0,3.0,0.0,0.4735348224639892,53.29243803024292,4.5825636045419165,57.87500163478484,51.792688131332405,9,3
7.0,811.0,8520.0,7.0,19.0,5.0,58.476788997650154,82.0,76.0,3.0,0.0,0.584244966506958,59.39146399497985,5.6352884791192555,65.02675247409911,57.892539024353034,9,3
7.0,811.0,8520.0,8.0,20.0,5.0,65.58476400375366,76.0,76.0,0.0,1.0,0.5271070003509523,66.55683708190917,5.381985146187048,71.93882222809621,65.05762600898743,9,3
7.0,811.0,8520.0,9.0,0.0,6.0,72.43650102615358,82.0,82.0,3.0,1.0,0.4798300266265868,73.45612311363219,4.1456682564336225,77.60179137006581,71.95666313171387,9,3
7.0,811.0,8520.0,10.0,1.0,6.0,78.15926814079283,82.0,82.0,0.0,1.0,0.5365810394287109,79.12167811393738,7.006001574756429,86.1276796886938,77.62268209457396,9,3
7.0,811.0,8520.0,11.0,2.0,6.0,86.67512607574464,76.0,76.0,0.0,1.0,0.5205399990081787,87.64174008369446,4.864602349405554,92.50634243310002,86.15458297729491,9,3
7.0,811.0,8520.0,12.0,3.0,6.0,93.09591507911682,82.0,76.0,3.0,0.0,0.5589780807495117,94.03669714927673,5.292694533694194,99.32939168297092,92.5369300842285,9,3
7.0,811.0,8520.0,13.0,4.0,6.0,99.73598313331603,76.0,82.0,3.0,0.0,0.38346791267395014,100.85217213630675,10.109220122851424,110.96139225915817,99.35251212120056,9,3
7.0,811.0,8520.0,14.0,5.0,6.0,111.53645896911618,76.0,82.0,1.0,0.0,0.5526931285858154,112.48422694206236,4.741408114329132,117.2256350563915,110.98375797271729,9,3
7.0,811.0,8520.0,15.0,6.0,6.0,117.77111101150513,82.0,76.0,2.0,0.0,0.5208618640899658,118.74947905540465,6.780498442055289,125.52997749745994,117.25024294853209,9,3
7.0,811.0,8520.0,16.0,7.0,6.0,126.06789803504945,82.0,76.0,2.0,0.0,0.518765926361084,127.04853510856627,4.358832877383668,131.40736798594995,125.54912209510805,9,3
7.0,811.0,8520.0,17.0,8.0,6.0,131.99706697463986,82.0,82.0,0.0,1.0,0.565310001373291,132.9309661388397,8.032525174392713,140.9634913132324,131.43175411224365,9,3
7.0,811.0,8520.0,18.0,9.0,6.0,141.51533794403073,82.0,76.0,2.0,0.0,0.5181620121002197,142.4973931312561,7.616806879459582,150.11420001071568,140.9971730709076,9,3
7.0,811.0,8520.0,19.0,10.0,6.0,150.56331515312195,82.0,76.0,0.0,0.0,0.4179830551147461,151.6333611011505,6.696127911535986,158.3294890126865,150.145327091217,9,3
7.0,811.0,8520.0,20.0,11.0,6.0,158.87307906150815,82.0,76.0,2.0,0.0,0.5120148658752443,159.86069107055664,5.5725876357193505,165.43327870627598,158.36104893684387,9,3
7.0,811.0,8520.0,21.0,12.0,6.0,165.9937880039215,76.0,82.0,2.0,0.0,0.5337529182434081,166.95941615104675,10.261339116784576,177.22075526783132,165.46002912521365,9,3
7.0,811.0,8520.0,22.0,13.0,6.0,177.8022689819336,76.0,82.0,0.0,0.0,0.5608890056610109,178.74117803573606,8.114378803420351,186.8555568391564,177.24137711524963,9,3
7.0,811.0,8520.0,23.0,14.0,6.0,187.4149949550629,76.0,82.0,0.0,0.0,0.541363000869751,188.3726191520691,10.642061435808968,199.01468058787805,186.87362909317017,9,3
7.0,811.0,8520.0,24.0,15.0,6.0,199.58666610717773,76.0,76.0,0.0,1.0,0.5481319427490234,200.53834509849548,4.118572586318577,204.65691768481406,199.03852605819705,9,3
7.0,811.0,8520.0,26.0,17.0,6.0,212.6613590717316,82.0,82.0,0.0,1.0,0.4246389865875244,213.73676300048828,5.388428193774463,219.12519119426275,212.2367129325866,9,3
7.0,811.0,8520.0,27.0,18.0,6.0,219.57436800003046,76.0,82.0,2.0,0.0,0.4220080375671386,220.65236210823056,5.637095832487781,226.28945794071834,219.15235710144037,9,3
7.0,811.0,8520.0,28.0,19.0,6.0,226.8319499492645,82.0,76.0,3.0,0.0,0.5143880844116211,227.81752800941467,4.213109517725533,232.03063752714021,226.31755709648127,9,3
7.0,811.0,8520.0,29.0,20.0,6.0,232.5368821620941,76.0,82.0,4.0,0.0,0.4863679409027101,233.5501351356506,5.30680320465816,238.85693834030877,232.05050110816958,9,3
7.0,811.0,8520.0,30.0,21.0,6.0,239.4136061668396,82.0,76.0,0.0,0.0,0.531290054321289,240.38336110115046,4.255848301165163,244.63920940231563,238.88231396675107,9,3
7.0,811.0,8520.0,31.0,22.0,6.0,245.17454600334173,82.0,82.0,0.0,1.0,0.5087680816650392,246.165678024292,4.761188170020685,250.92686619431268,244.6657681465149,9,3
7.0,811.0,8520.0,32.0,23.0,6.0,251.42129802703857,76.0,82.0,1.0,0.0,0.4733488559722899,252.44796895980835,5.310987867544327,257.7589568273527,250.94794416427612,9,3
7.0,811.0,8520.0,33.0,0.0,7.0,258.26101207733154,82.0,82.0,0.0,1.0,0.4803409576416017,259.2795240879059,10.328888002858259,269.60841209076415,257.78066802024836,9,3
7.0,811.0,8520.0,34.0,1.0,7.0,270.08359599113464,82.0,82.0,0.0,1.0,0.4555389881134033,271.128093957901,8.5529236086089,279.6810175665099,269.6280550956726,9,3
7.0,811.0,8520.0,35.0,2.0,7.0,280.20636200904846,76.0,82.0,2.0,0.0,0.4960768222808838,281.19764995574945,6.688702404055243,287.8863523598047,279.7102830410004,9,3
7.0,811.0,8520.0,36.0,3.0,7.0,288.46708011627203,82.0,76.0,3.0,0.0,0.5575509071350098,289.4087581634521,7.864174457952339,297.27293262140444,287.9095230102539,9,3
7.0,811.0,8520.0,37.0,4.0,7.0,297.90781307220453,76.0,82.0,3.0,0.0,0.6164648532867432,298.79082703590393,6.356665838219215,305.14749287412315,297.2913410663604,9,3
7.0,811.0,8520.0,38.0,5.0,7.0,305.69661998748774,82.0,76.0,2.0,0.0,0.5225830078125,306.67371010780334,4.616919248440537,311.29062935624387,305.1740310192108,9,3
7.0,811.0,8520.0,39.0,6.0,7.0,311.8445410728454,82.0,76.0,3.0,0.0,0.5218939781188965,312.82329297065735,8.131470610327515,320.9547635809849,311.3226430416108,9,3
