onset	duration	trial_type	rt	accuracy	epoch_length	epoch_trial	epoch_number
1.612091064453125000e-02	1.487998962402343750e+00	0.000000000000000000e+00	3.681819438934326172e-01	1.000000000000000000e+00	2.100000000000000000e+01	1.400000000000000000e+01	5.000000000000000000e+00
8.365104913711547852e+00	1.487236022949218750e+00	1.000000000000000000e+00	6.017918586730957031e-01	0.000000000000000000e+00	2.100000000000000000e+01	1.500000000000000000e+01	5.000000000000000000e+00
1.638020181655883789e+01	1.500051021575927734e+00	2.000000000000000000e+00	4.786670207977294922e-01	0.000000000000000000e+00	2.100000000000000000e+01	1.600000000000000000e+01	5.000000000000000000e+00
2.707896685600280762e+01	1.499216079711914062e+00	3.000000000000000000e+00	4.377028942108154297e-01	0.000000000000000000e+00	2.100000000000000000e+01	1.700000000000000000e+01	5.000000000000000000e+00
3.797823381423950195e+01	1.498530149459838867e+00	4.000000000000000000e+00	5.620231628417968750e-01	0.000000000000000000e+00	2.100000000000000000e+01	1.800000000000000000e+01	5.000000000000000000e+00
4.774314188957214355e+01	1.499258995056152344e+00	5.000000000000000000e+00	4.616692066192626953e-01	0.000000000000000000e+00	2.100000000000000000e+01	1.900000000000000000e+01	5.000000000000000000e+00
5.737502193450927734e+01	1.486819028854370117e+00	6.000000000000000000e+00	5.455908775329589844e-01	0.000000000000000000e+00	2.100000000000000000e+01	2.000000000000000000e+01	5.000000000000000000e+00
6.524000096321105957e+01	1.487918853759765625e+00	7.000000000000000000e+00	7.433979511260986328e-01	1.000000000000000000e+00	2.400000000000000000e+01	0.000000000000000000e+00	6.000000000000000000e+00
7.313944983482360840e+01	1.499210119247436523e+00	8.000000000000000000e+00	4.547300338745117188e-01	0.000000000000000000e+00	2.400000000000000000e+01	1.000000000000000000e+00	6.000000000000000000e+00
8.078810691833496094e+01	1.488044977188110352e+00	9.000000000000000000e+00	4.308459758758544922e-01	0.000000000000000000e+00	2.400000000000000000e+01	2.000000000000000000e+00	6.000000000000000000e+00
9.051951003074645996e+01	1.500539779663085938e+00	1.000000000000000000e+01	4.382810592651367188e-01	1.000000000000000000e+00	2.400000000000000000e+01	3.000000000000000000e+00	6.000000000000000000e+00
9.836898088455200195e+01	1.487560987472534180e+00	1.100000000000000000e+01	5.683479309082031250e-01	1.000000000000000000e+00	2.400000000000000000e+01	4.000000000000000000e+00	6.000000000000000000e+00
1.069178960323333740e+02	1.500228881835937500e+00	1.200000000000000000e+01	5.832698345184326172e-01	1.000000000000000000e+00	2.400000000000000000e+01	5.000000000000000000e+00	6.000000000000000000e+00
1.159498388767242432e+02	1.488623142242431641e+00	1.300000000000000000e+01	5.109689235687255859e-01	0.000000000000000000e+00	2.400000000000000000e+01	6.000000000000000000e+00	6.000000000000000000e+00
1.257982230186462402e+02	1.500078916549682617e+00	1.400000000000000000e+01	5.212988853454589844e-01	0.000000000000000000e+00	2.400000000000000000e+01	7.000000000000000000e+00	6.000000000000000000e+00
1.341308138370513916e+02	1.487508058547973633e+00	1.500000000000000000e+01	5.036048889160156250e-01	1.000000000000000000e+00	2.400000000000000000e+01	8.000000000000000000e+00	6.000000000000000000e+00
1.444452929496765137e+02	1.488345861434936523e+00	1.600000000000000000e+01	4.447879791259765625e-01	1.000000000000000000e+00	2.400000000000000000e+01	9.000000000000000000e+00	6.000000000000000000e+00
1.526113908290863037e+02	1.500035047531127930e+00	1.700000000000000000e+01	4.523649215698242188e-01	1.000000000000000000e+00	2.400000000000000000e+01	1.000000000000000000e+01	6.000000000000000000e+00
1.639260909557342529e+02	1.499948024749755859e+00	1.800000000000000000e+01	6.563451290130615234e-01	0.000000000000000000e+00	2.400000000000000000e+01	1.100000000000000000e+01	6.000000000000000000e+00
1.722754738330841064e+02	1.500038146972656250e+00	1.900000000000000000e+01	4.477381706237792969e-01	0.000000000000000000e+00	2.400000000000000000e+01	1.200000000000000000e+01	6.000000000000000000e+00
1.804240999221801758e+02	1.499711036682128906e+00	2.000000000000000000e+01	6.868429183959960938e-01	0.000000000000000000e+00	2.400000000000000000e+01	1.300000000000000000e+01	6.000000000000000000e+00
1.886891999244689941e+02	1.488104104995727539e+00	2.100000000000000000e+01	6.145708560943603516e-01	0.000000000000000000e+00	2.400000000000000000e+01	1.400000000000000000e+01	6.000000000000000000e+00
1.964217088222503662e+02	1.488021135330200195e+00	2.200000000000000000e+01	6.929590702056884766e-01	0.000000000000000000e+00	2.400000000000000000e+01	1.500000000000000000e+01	6.000000000000000000e+00
2.041871700286865234e+02	1.487552881240844727e+00	2.300000000000000000e+01	4.663128852844238281e-01	0.000000000000000000e+00	2.400000000000000000e+01	1.600000000000000000e+01	6.000000000000000000e+00
2.128194420337677002e+02	1.488026857376098633e+00	2.400000000000000000e+01	5.695581436157226562e-01	1.000000000000000000e+00	2.400000000000000000e+01	1.700000000000000000e+01	6.000000000000000000e+00
2.215513589382171631e+02	1.487684011459350586e+00	2.500000000000000000e+01	6.163620948791503906e-01	0.000000000000000000e+00	2.400000000000000000e+01	1.800000000000000000e+01	6.000000000000000000e+00
2.292668738365173340e+02	1.488363981246948242e+00	2.600000000000000000e+01	5.825781822204589844e-01	0.000000000000000000e+00	2.400000000000000000e+01	1.900000000000000000e+01	6.000000000000000000e+00
2.382989158630371094e+02	1.499678134918212891e+00	2.700000000000000000e+01	4.764142036437988281e-01	0.000000000000000000e+00	2.400000000000000000e+01	2.000000000000000000e+01	6.000000000000000000e+00
2.470151288509368896e+02	1.487085103988647461e+00	2.800000000000000000e+01	7.219500541687011719e-01	1.000000000000000000e+00	2.400000000000000000e+01	2.100000000000000000e+01	6.000000000000000000e+00
2.563630440235137939e+02	1.488462924957275391e+00	2.900000000000000000e+01	4.674990177154541016e-01	1.000000000000000000e+00	2.400000000000000000e+01	2.200000000000000000e+01	6.000000000000000000e+00
2.644287078380584717e+02	1.488150119781494141e+00	3.000000000000000000e+01	4.979350566864013672e-01	0.000000000000000000e+00	2.400000000000000000e+01	2.300000000000000000e+01	6.000000000000000000e+00
2.727614228725433350e+02	1.499093055725097656e+00	3.100000000000000000e+01	4.817450046539306641e-01	1.000000000000000000e+00	2.900000000000000000e+01	0.000000000000000000e+00	7.000000000000000000e+00
2.822426919937133789e+02	1.499878883361816406e+00	3.200000000000000000e+01	5.711278915405273438e-01	1.000000000000000000e+00	2.900000000000000000e+01	1.000000000000000000e+00	7.000000000000000000e+00
2.920754129886627197e+02	1.499809980392456055e+00	3.300000000000000000e+01	6.033129692077636719e-01	0.000000000000000000e+00	2.900000000000000000e+01	2.000000000000000000e+00	7.000000000000000000e+00
3.002072849273681641e+02	1.487518072128295898e+00	3.400000000000000000e+01	5.809590816497802734e-01	0.000000000000000000e+00	2.900000000000000000e+01	3.000000000000000000e+00	7.000000000000000000e+00
3.078557958602905273e+02	1.499946117401123047e+00	3.500000000000000000e+01	5.145089626312255859e-01	0.000000000000000000e+00	2.900000000000000000e+01	4.000000000000000000e+00	7.000000000000000000e+00
3.163710849285125732e+02	1.500407934188842773e+00	3.600000000000000000e+01	4.589271545410156250e-01	1.000000000000000000e+00	2.900000000000000000e+01	5.000000000000000000e+00	7.000000000000000000e+00
3.252702338695526123e+02	1.499706983566284180e+00	3.700000000000000000e+01	5.434570312500000000e-01	0.000000000000000000e+00	2.900000000000000000e+01	6.000000000000000000e+00	7.000000000000000000e+00
3.329856419563293457e+02	1.499695062637329102e+00	3.800000000000000000e+01	4.858019351959228516e-01	0.000000000000000000e+00	2.900000000000000000e+01	7.000000000000000000e+00	7.000000000000000000e+00
3.413345119953155518e+02	1.488221883773803711e+00	3.900000000000000000e+01	6.227080821990966797e-01	0.000000000000000000e+00	2.900000000000000000e+01	8.000000000000000000e+00	7.000000000000000000e+00
3.498667268753051758e+02	1.487334966659545898e+00	4.000000000000000000e+01	6.223320960998535156e-01	0.000000000000000000e+00	2.900000000000000000e+01	9.000000000000000000e+00	7.000000000000000000e+00
3.593489809036254883e+02	1.499852895736694336e+00	4.100000000000000000e+01	5.209388732910156250e-01	0.000000000000000000e+00	2.900000000000000000e+01	1.000000000000000000e+01	7.000000000000000000e+00
