reward_code,subj_id,condition,trial,epoch_trial,epoch_number,LR,button_press_onset,stim_onset,session_n,run_n
3.0,813.0,7510.0,0.0,3.0,26.0,76.0,0.34708213806152344,0.016315221786499023,9,4
3.0,813.0,7510.0,1.0,4.0,26.0,82.0,8.95588207244873,8.36574101448059,9,4
3.0,813.0,7510.0,2.0,0.0,27.0,76.0,16.763525009155273,16.39751100540161,9,4
3.0,813.0,7510.0,3.0,1.0,27.0,82.0,27.504176139831547,27.095920085906986,9,4
3.0,813.0,7510.0,4.0,2.0,27.0,76.0,38.477766275405884,37.99460506439209,9,4
3.0,813.0,7510.0,5.0,3.0,27.0,82.0,48.22848010063171,47.776791095733635,9,4
3.0,813.0,7510.0,6.0,4.0,27.0,76.0,57.901155948638916,57.408961057662964,9,4
3.0,813.0,7510.0,7.0,5.0,27.0,76.0,65.80604028701782,65.29067611694336,9,4
3.0,813.0,7510.0,8.0,6.0,27.0,76.0,73.68877387046814,73.206228017807,9,4
3.0,813.0,7510.0,9.0,7.0,27.0,82.0,81.26039695739746,80.85433316230774,9,4
3.0,813.0,7510.0,10.0,8.0,27.0,76.0,91.06819224357604,90.60327219963072,9,4
3.0,813.0,7510.0,11.0,9.0,27.0,76.0,98.99617505073547,98.4526960849762,9,4
3.0,813.0,7510.0,12.0,10.0,27.0,82.0,107.43072199821471,107.0007710456848,9,4
3.0,813.0,7510.0,13.0,0.0,28.0,82.0,116.55939817428586,116.03330516815183,9,4
3.0,813.0,7510.0,14.0,1.0,28.0,76.0,126.35809302330017,125.89902520179749,9,4
3.0,813.0,7510.0,15.0,2.0,28.0,82.0,134.68291187286377,134.2313539981842,9,4
3.0,813.0,7510.0,16.0,3.0,28.0,82.0,145.06256794929502,144.54661607742307,9,4
3.0,813.0,7510.0,17.0,4.0,28.0,76.0,153.2682020664215,152.7280411720276,9,4
3.0,813.0,7510.0,18.0,5.0,28.0,76.0,164.55199527740479,164.04303622245789,9,4
3.0,813.0,7510.0,19.0,0.0,29.0,82.0,172.8187232017517,172.39199900627136,9,4
3.0,813.0,7510.0,20.0,1.0,29.0,76.0,181.04632401466372,180.54073905944827,9,4
3.0,813.0,7510.0,21.0,2.0,29.0,82.0,189.3492512702942,188.8063931465149,9,4
3.0,813.0,7510.0,22.0,3.0,29.0,76.0,197.17692494392395,196.55447912216187,9,4
3.0,813.0,7510.0,23.0,4.0,29.0,82.0,204.82979726791382,204.33772921562195,9,4
3.0,813.0,7510.0,24.0,0.0,30.0,76.0,213.42552709579465,212.98588705062863,9,4
3.0,813.0,7510.0,25.0,1.0,30.0,82.0,222.23301005363464,221.73514103889465,9,4
3.0,813.0,7510.0,26.0,2.0,30.0,82.0,229.9479801654816,229.4501111507416,9,4
3.0,813.0,7510.0,27.0,3.0,30.0,82.0,238.9957971572876,238.4989631175995,9,4
3.0,813.0,7510.0,28.0,4.0,30.0,82.0,247.65645909309387,247.21485805511475,9,4
3.0,813.0,7510.0,29.0,5.0,30.0,82.0,257.054101228714,256.57930421829224,9,4
3.0,813.0,7510.0,30.0,6.0,30.0,76.0,265.117959022522,264.66217708587646,9,4
3.0,813.0,7510.0,31.0,7.0,30.0,82.0,273.4226350784302,273.0106511116028,9,4
3.0,813.0,7510.0,32.0,0.0,31.0,82.0,282.9583070278168,282.50992703437805,9,4
3.0,813.0,7510.0,33.0,1.0,31.0,82.0,292.8220100402832,292.3581750392914,9,4
3.0,813.0,7510.0,34.0,2.0,31.0,76.0,301.0297963619232,300.49001121520996,9,4
3.0,813.0,7510.0,35.0,3.0,31.0,82.0,308.65339398384094,308.15589904785156,9,4
3.0,813.0,7510.0,36.0,4.0,31.0,76.0,317.10539197921753,316.6714611053467,9,4
3.0,813.0,7510.0,37.0,5.0,31.0,82.0,326.0921339988708,325.57019400596613,9,4
3.0,813.0,7510.0,38.0,6.0,31.0,82.0,333.7807102203369,333.30247807502747,9,4
3.0,813.0,7510.0,39.0,7.0,31.0,82.0,342.1336362361908,341.65127420425415,9,4
3.0,813.0,7510.0,40.0,0.0,32.0,76.0,350.64616227149963,350.1997981071472,9,4
3.0,813.0,7510.0,41.0,1.0,32.0,82.0,360.1527700424195,359.6989150047303,9,4
3.0,813.0,7510.0,42.0,2.0,32.0,82.0,370.06079792976374,369.5640180110931,9,4
3.0,813.0,7510.0,43.0,3.0,32.0,82.0,378.302353143692,377.846036195755,9,4
3.0,813.0,7510.0,44.0,4.0,32.0,76.0,388.35313725471497,387.8611741065979,9,4
