reward_code,subj_id,condition,trial,epoch_trial,epoch_number,LR,onset,session_n,run_n
1.0,813.0,6520.0,0.0,14.0,7.0,82.0,0.4630839824676513,6,3
1.0,813.0,6520.0,1.0,15.0,7.0,82.0,8.778891086578367,6,3
1.0,813.0,6520.0,2.0,16.0,7.0,82.0,16.992557048797607,6,3
1.0,813.0,6520.0,3.0,17.0,7.0,82.0,27.543134927749634,6,3
1.0,813.0,6520.0,4.0,18.0,7.0,82.0,38.48603081703186,6,3
1.0,813.0,6520.0,5.0,19.0,7.0,82.0,48.262739896774285,6,3
1.0,813.0,6520.0,6.0,0.0,8.0,82.0,57.846467971801765,6,3
1.0,813.0,6520.0,7.0,1.0,8.0,76.0,65.71602106094359,6,3
1.0,813.0,6520.0,8.0,2.0,8.0,82.0,73.62390804290771,6,3
1.0,813.0,6520.0,9.0,3.0,8.0,82.0,81.21868896484374,6,3
1.0,813.0,6520.0,10.0,4.0,8.0,76.0,90.996346950531,6,3
1.0,813.0,6520.0,11.0,5.0,8.0,82.0,98.75219297409059,6,3
1.0,813.0,6520.0,12.0,6.0,8.0,82.0,107.39657592773436,6,3
1.0,813.0,6520.0,13.0,7.0,8.0,82.0,116.36835908889772,6,3
1.0,813.0,6520.0,14.0,8.0,8.0,82.0,126.33408594131473,6,3
1.0,813.0,6520.0,15.0,9.0,8.0,76.0,134.6078999042511,6,3
1.0,813.0,6520.0,16.0,10.0,8.0,82.0,144.88253474235535,6,3
1.0,813.0,6520.0,17.0,11.0,8.0,76.0,153.2623589038849,6,3
1.0,813.0,6520.0,18.0,12.0,8.0,82.0,164.360857963562,6,3
1.0,813.0,6520.0,19.0,13.0,8.0,82.0,172.74352097511292,6,3
1.0,813.0,6520.0,20.0,14.0,8.0,82.0,180.85938477516174,6,3
1.0,813.0,6520.0,21.0,15.0,8.0,82.0,189.05501294136045,6,3
1.0,813.0,6520.0,22.0,16.0,8.0,82.0,196.9418518543243,6,3
1.0,813.0,6520.0,23.0,17.0,8.0,76.0,204.6927089691162,6,3
1.0,813.0,6520.0,24.0,18.0,8.0,76.0,213.28318595886228,6,3
1.0,813.0,6520.0,25.0,19.0,8.0,82.0,221.97424888610837,6,3
1.0,813.0,6520.0,26.0,20.0,8.0,76.0,229.8227548599243,6,3
1.0,813.0,6520.0,27.0,21.0,8.0,82.0,238.73558998107907,6,3
1.0,813.0,6520.0,28.0,22.0,8.0,82.0,247.54224181175235,6,3
1.0,813.0,6520.0,29.0,23.0,8.0,82.0,256.7528760433197,6,3
1.0,813.0,6520.0,30.0,0.0,9.0,82.0,264.8216187953949,6,3
1.0,813.0,6520.0,31.0,1.0,9.0,76.0,273.1584599018097,6,3
1.0,813.0,6520.0,32.0,2.0,9.0,82.0,282.5889658927917,6,3
1.0,813.0,6520.0,33.0,3.0,9.0,76.0,292.475861787796,6,3
1.0,813.0,6520.0,34.0,4.0,9.0,82.0,300.56645703315735,6,3
1.0,813.0,6520.0,35.0,5.0,9.0,76.0,308.2902626991272,6,3
1.0,813.0,6520.0,36.0,6.0,9.0,82.0,316.7591228485107,6,3
1.0,813.0,6520.0,37.0,7.0,9.0,76.0,325.6686010360718,6,3
1.0,813.0,6520.0,38.0,8.0,9.0,82.0,333.50438380241394,6,3
1.0,813.0,6520.0,39.0,9.0,9.0,76.0,341.81216692924505,6,3
1.0,813.0,6520.0,40.0,10.0,9.0,82.0,350.28794002532965,6,3
1.0,813.0,6520.0,41.0,11.0,9.0,82.0,359.8027181625367,6,3
1.0,813.0,6520.0,42.0,12.0,9.0,76.0,369.6161258220673,6,3
1.0,813.0,6520.0,43.0,13.0,9.0,82.0,377.8459708690644,6,3
1.0,813.0,6520.0,44.0,14.0,9.0,82.0,387.9927511215209,6,3
1.0,813.0,6520.0,45.0,15.0,9.0,76.0,397.1233386993408,6,3
1.0,813.0,6520.0,46.0,16.0,9.0,82.0,407.2441980838775,6,3
1.0,813.0,6520.0,47.0,17.0,9.0,82.0,416.36067986488337,6,3
1.0,813.0,6520.0,48.0,18.0,9.0,82.0,427.3495330810547,6,3
1.0,813.0,6520.0,49.0,19.0,9.0,82.0,435.1580610275268,6,3
1.0,813.0,6520.0,50.0,0.0,10.0,82.0,444.98886299133306,6,3
1.0,813.0,6520.0,51.0,1.0,10.0,76.0,453.0775787830353,6,3
1.0,813.0,6520.0,52.0,2.0,10.0,82.0,460.6794097423553,6,3
1.0,813.0,6520.0,53.0,3.0,10.0,76.0,469.9450621604919,6,3
1.0,813.0,6520.0,54.0,4.0,10.0,76.0,480.2538080215454,6,3
1.0,813.0,6520.0,55.0,5.0,10.0,82.0,488.5733578205108,6,3
1.0,813.0,6520.0,56.0,6.0,10.0,82.0,499.16703486442566,6,3
1.0,813.0,6520.0,57.0,7.0,10.0,76.0,507.1800348758697,6,3
1.0,813.0,6520.0,58.0,8.0,10.0,82.0,514.9654748439789,6,3
1.0,813.0,6520.0,59.0,9.0,10.0,82.0,525.8383769989014,6,3
