onset	duration	trial_type	rt	accuracy	epoch_length	epoch_trial	epoch_number
1.737403869628906250e-02	1.498290777206420898e+00	0.000000000000000000e+00	2.903180122375488281e-01	0.000000000000000000e+00	2.800000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00
8.366606950759887695e+00	1.497874021530151367e+00	1.000000000000000000e+00	4.479491710662841797e-01	1.000000000000000000e+00	2.800000000000000000e+01	1.000000000000000000e+00	0.000000000000000000e+00
1.676931786537170410e+01	1.497343063354492188e+00	2.000000000000000000e+00	4.732570648193359375e-01	1.000000000000000000e+00	2.800000000000000000e+01	2.000000000000000000e+00	0.000000000000000000e+00
2.581719088554382324e+01	1.498538970947265625e+00	3.000000000000000000e+00	5.160319805145263672e-01	1.000000000000000000e+00	2.800000000000000000e+01	3.000000000000000000e+00	0.000000000000000000e+00
3.506634783744812012e+01	1.497376203536987305e+00	4.000000000000000000e+00	4.695191383361816406e-01	0.000000000000000000e+00	2.800000000000000000e+01	4.000000000000000000e+00	0.000000000000000000e+00
4.309861302375793457e+01	1.497643947601318359e+00	5.000000000000000000e+00	5.000929832458496094e-01	0.000000000000000000e+00	2.800000000000000000e+01	5.000000000000000000e+00	0.000000000000000000e+00
5.098046588897705078e+01	1.498625993728637695e+00	6.000000000000000000e+00	4.740159511566162109e-01	1.000000000000000000e+00	2.800000000000000000e+01	6.000000000000000000e+00	0.000000000000000000e+00
5.911289691925048828e+01	1.497898101806640625e+00	7.000000000000000000e+00	5.163819789886474609e-01	1.000000000000000000e+00	2.800000000000000000e+01	7.000000000000000000e+00	0.000000000000000000e+00
6.897804594039916992e+01	1.497761011123657227e+00	8.000000000000000000e+00	4.978268146514892578e-01	0.000000000000000000e+00	2.800000000000000000e+01	8.000000000000000000e+00	0.000000000000000000e+00
7.762702298164367676e+01	1.497377872467041016e+00	9.000000000000000000e+00	5.715639591217041016e-01	0.000000000000000000e+00	2.800000000000000000e+01	9.000000000000000000e+00	0.000000000000000000e+00
8.764241385459899902e+01	1.497307062149047852e+00	1.000000000000000000e+01	5.768089294433593750e-01	1.000000000000000000e+00	2.800000000000000000e+01	1.000000000000000000e+01	0.000000000000000000e+00
9.795783400535583496e+01	1.497408866882324219e+00	1.100000000000000000e+01	5.481269359588623047e-01	1.000000000000000000e+00	2.800000000000000000e+01	1.100000000000000000e+01	0.000000000000000000e+00
1.064726970195770264e+02	1.497987985610961914e+00	1.200000000000000000e+01	5.088930130004882812e-01	1.000000000000000000e+00	2.800000000000000000e+01	1.200000000000000000e+01	0.000000000000000000e+00
1.156873478889465332e+02	1.498228073120117188e+00	1.300000000000000000e+01	5.380821228027343750e-01	0.000000000000000000e+00	2.800000000000000000e+01	1.300000000000000000e+01	0.000000000000000000e+00
1.251859109401702881e+02	1.498256921768188477e+00	1.400000000000000000e+01	5.600800514221191406e-01	1.000000000000000000e+00	2.800000000000000000e+01	1.400000000000000000e+01	0.000000000000000000e+00
1.341182160377502441e+02	1.498217821121215820e+00	1.500000000000000000e+01	5.645048618316650391e-01	0.000000000000000000e+00	2.800000000000000000e+01	1.500000000000000000e+01	0.000000000000000000e+00
1.419012589454650879e+02	1.497725963592529297e+00	1.600000000000000000e+01	5.610289573669433594e-01	1.000000000000000000e+00	2.800000000000000000e+01	1.600000000000000000e+01	0.000000000000000000e+00
1.496333529949188232e+02	1.497241973876953125e+00	1.700000000000000000e+01	5.438809394836425781e-01	1.000000000000000000e+00	2.800000000000000000e+01	1.700000000000000000e+01	0.000000000000000000e+00
1.595151188373565674e+02	1.497624158859252930e+00	1.800000000000000000e+01	5.295259952545166016e-01	1.000000000000000000e+00	2.800000000000000000e+01	1.800000000000000000e+01	0.000000000000000000e+00
1.671801140308380127e+02	1.497741937637329102e+00	1.900000000000000000e+01	6.202709674835205078e-01	0.000000000000000000e+00	2.800000000000000000e+01	1.900000000000000000e+01	0.000000000000000000e+00
1.753288419246673584e+02	1.498667955398559570e+00	2.000000000000000000e+01	5.262348651885986328e-01	1.000000000000000000e+00	2.800000000000000000e+01	2.000000000000000000e+01	0.000000000000000000e+00
1.834114139080047607e+02	1.497808933258056641e+00	2.100000000000000000e+01	4.846460819244384766e-01	0.000000000000000000e+00	2.800000000000000000e+01	2.100000000000000000e+01	0.000000000000000000e+00
1.916772298812866211e+02	1.497189998626708984e+00	2.200000000000000000e+01	5.943808555603027344e-01	0.000000000000000000e+00	2.800000000000000000e+01	2.200000000000000000e+01	0.000000000000000000e+00
2.015259158611297607e+02	1.497601985931396484e+00	2.300000000000000000e+01	5.663859844207763672e-01	1.000000000000000000e+00	2.800000000000000000e+01	2.300000000000000000e+01	0.000000000000000000e+00
2.124235579967498779e+02	1.497900962829589844e+00	2.400000000000000000e+01	5.895049571990966797e-01	1.000000000000000000e+00	2.800000000000000000e+01	2.400000000000000000e+01	0.000000000000000000e+00
2.203386850357055664e+02	1.498751878738403320e+00	2.500000000000000000e+01	5.691559314727783203e-01	0.000000000000000000e+00	2.800000000000000000e+01	2.500000000000000000e+01	0.000000000000000000e+00
2.292378129959106445e+02	1.497680902481079102e+00	2.600000000000000000e+01	6.096580028533935547e-01	1.000000000000000000e+00	2.800000000000000000e+01	2.600000000000000000e+01	0.000000000000000000e+00
2.369201319217681885e+02	1.498722076416015625e+00	2.700000000000000000e+01	5.850639343261718750e-01	1.000000000000000000e+00	2.800000000000000000e+01	2.700000000000000000e+01	0.000000000000000000e+00
2.465519900321960449e+02	1.497793912887573242e+00	2.800000000000000000e+01	5.938301086425781250e-01	0.000000000000000000e+00	3.000000000000000000e+01	0.000000000000000000e+00	1.000000000000000000e+00
2.552673239707946777e+02	1.498661041259765625e+00	2.900000000000000000e+01	5.981740951538085938e-01	1.000000000000000000e+00	3.000000000000000000e+01	1.000000000000000000e+00	1.000000000000000000e+00
2.633333928585052490e+02	1.497004985809326172e+00	3.000000000000000000e+01	6.369562149047851562e-01	0.000000000000000000e+00	3.000000000000000000e+01	2.000000000000000000e+00	1.000000000000000000e+00
2.723656928539276123e+02	1.497133970260620117e+00	3.100000000000000000e+01	6.202561855316162109e-01	1.000000000000000000e+00	3.000000000000000000e+01	3.000000000000000000e+00	1.000000000000000000e+00
2.825304508209228516e+02	1.497622013092041016e+00	3.200000000000000000e+01	6.100208759307861328e-01	0.000000000000000000e+00	3.000000000000000000e+01	4.000000000000000000e+00	1.000000000000000000e+00
2.933792209625244141e+02	1.496651887893676758e+00	3.300000000000000000e+01	6.102511882781982422e-01	0.000000000000000000e+00	3.000000000000000000e+01	5.000000000000000000e+00	1.000000000000000000e+00
3.042105379104614258e+02	1.498245000839233398e+00	3.400000000000000000e+01	6.451940536499023438e-01	1.000000000000000000e+00	3.000000000000000000e+01	6.000000000000000000e+00	1.000000000000000000e+00
3.137094879150390625e+02	1.497579097747802734e+00	3.500000000000000000e+01	6.140871047973632812e-01	1.000000000000000000e+00	3.000000000000000000e+01	7.000000000000000000e+00	1.000000000000000000e+00
3.220579669475555420e+02	1.498080015182495117e+00	3.600000000000000000e+01	6.223649978637695312e-01	1.000000000000000000e+00	3.000000000000000000e+01	8.000000000000000000e+00	1.000000000000000000e+00
3.318403120040893555e+02	1.497707843780517578e+00	3.700000000000000000e+01	5.676460266113281250e-01	0.000000000000000000e+00	3.000000000000000000e+01	9.000000000000000000e+00	1.000000000000000000e+00
3.395881628990173340e+02	1.497761011123657227e+00	3.800000000000000000e+01	6.225671768188476562e-01	0.000000000000000000e+00	3.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+00
3.476715459823608398e+02	1.496590852737426758e+00	3.900000000000000000e+01	6.649358272552490234e-01	0.000000000000000000e+00	3.000000000000000000e+01	1.100000000000000000e+01	1.000000000000000000e+00
3.558364818096160889e+02	1.497895002365112305e+00	4.000000000000000000e+01	6.216139793395996094e-01	0.000000000000000000e+00	3.000000000000000000e+01	1.200000000000000000e+01	1.000000000000000000e+00
3.641691689491271973e+02	1.497423887252807617e+00	4.100000000000000000e+01	6.317231655120849609e-01	1.000000000000000000e+00	3.000000000000000000e+01	1.300000000000000000e+01	1.000000000000000000e+00
3.739169068336486816e+02	1.497555017471313477e+00	4.200000000000000000e+01	5.707480907440185547e-01	1.000000000000000000e+00	3.000000000000000000e+01	1.400000000000000000e+01	1.000000000000000000e+00
3.842156989574432373e+02	1.497693061828613281e+00	4.300000000000000000e+01	6.106009483337402344e-01	0.000000000000000000e+00	3.000000000000000000e+01	1.500000000000000000e+01	1.000000000000000000e+00
3.923808028697967529e+02	1.498919010162353516e+00	4.400000000000000000e+01	6.849579811096191406e-01	1.000000000000000000e+00	3.000000000000000000e+01	1.600000000000000000e+01	1.000000000000000000e+00
4.011301360130310059e+02	1.497695922851562500e+00	4.500000000000000000e+01	5.445909500122070312e-01	0.000000000000000000e+00	3.000000000000000000e+01	1.700000000000000000e+01	1.000000000000000000e+00
4.088623490333557129e+02	1.497661828994750977e+00	4.600000000000000000e+01	6.340930461883544922e-01	1.000000000000000000e+00	3.000000000000000000e+01	1.800000000000000000e+01	1.000000000000000000e+00
4.187271769046783447e+02	1.497529029846191406e+00	4.700000000000000000e+01	6.088671684265136719e-01	1.000000000000000000e+00	3.000000000000000000e+01	1.900000000000000000e+01	1.000000000000000000e+00
4.272762959003448486e+02	1.497472047805786133e+00	4.800000000000000000e+01	6.575269699096679688e-01	1.000000000000000000e+00	3.000000000000000000e+01	2.000000000000000000e+01	1.000000000000000000e+00
4.358247318267822266e+02	1.497757196426391602e+00	4.900000000000000000e+01	6.558690071105957031e-01	1.000000000000000000e+00	3.000000000000000000e+01	2.100000000000000000e+01	1.000000000000000000e+00
4.435568540096282959e+02	1.497169017791748047e+00	5.000000000000000000e+01	6.494071483612060547e-01	1.000000000000000000e+00	3.000000000000000000e+01	2.200000000000000000e+01	1.000000000000000000e+00
4.514054989814758301e+02	1.497773885726928711e+00	5.100000000000000000e+01	5.946249961853027344e-01	1.000000000000000000e+00	3.000000000000000000e+01	2.300000000000000000e+01	1.000000000000000000e+00
4.625546460151672363e+02	1.497314929962158203e+00	5.200000000000000000e+01	6.901071071624755859e-01	0.000000000000000000e+00	3.000000000000000000e+01	2.400000000000000000e+01	1.000000000000000000e+00
4.709191858768463135e+02	1.497972965240478516e+00	5.300000000000000000e+01	6.482350826263427734e-01	0.000000000000000000e+00	3.000000000000000000e+01	2.500000000000000000e+01	1.000000000000000000e+00
4.792015519142150879e+02	1.497895956039428711e+00	5.400000000000000000e+01	5.715041160583496094e-01	1.000000000000000000e+00	3.000000000000000000e+01	2.600000000000000000e+01	1.000000000000000000e+00
4.870009939670562744e+02	1.497599840164184570e+00	5.500000000000000000e+01	6.436212062835693359e-01	0.000000000000000000e+00	3.000000000000000000e+01	2.700000000000000000e+01	1.000000000000000000e+00
4.951819489002227783e+02	1.498923063278198242e+00	5.600000000000000000e+01	6.914269924163818359e-01	1.000000000000000000e+00	3.000000000000000000e+01	2.800000000000000000e+01	1.000000000000000000e+00
5.058808410167694092e+02	1.498545885086059570e+00	5.700000000000000000e+01	6.693160533905029297e-01	0.000000000000000000e+00	3.000000000000000000e+01	2.900000000000000000e+01	1.000000000000000000e+00
5.171957399845123291e+02	1.498544931411743164e+00	5.800000000000000000e+01	6.000399589538574219e-01	1.000000000000000000e+00	2.500000000000000000e+01	0.000000000000000000e+00	2.000000000000000000e+00
5.265609438419342041e+02	1.498349189758300781e+00	5.900000000000000000e+01	6.404030323028564453e-01	1.000000000000000000e+00	2.500000000000000000e+01	1.000000000000000000e+00	2.000000000000000000e+00
