psychopy_version, python_version, pythonScipyVersion,pyglet_version, pygame_version, numpy_version, wx_version, window_refresh_time_avg_ms,begin_time, exp_dir, last_sys_reboot, system_platform, internet_access, total_exp_time
3.0.2,3.6.8,1.2.0,1.3.2,1.9.4,1.15.4,4.0.4 gtk2 (phoenix) wxWidgets 3.0.5,33.332886372868494,2019_02_04 13:02 (Year_Month_Day Hour:Min),/home/coaxlab/Dropbox/loki_1/fmri_experiment,2019-02-04 10:22,linux 4.4.0-141-generic,True,1690.423730356999
