reward_code,subj_id,condition,trial,epoch_trial,epoch_number,LR,button_press_onset,stim_onset,session_n,run_n
1.0,790.0,6520.0,0.0,1.0,4.0,76.0,0.3424239158630371,0.01586008071899414,7,2
1.0,790.0,6520.0,1.0,2.0,4.0,82.0,8.871407985687254,8.364773988723753,7,2
1.0,790.0,6520.0,2.0,3.0,4.0,76.0,16.85508894920349,16.380105018615723,7,2
1.0,790.0,6520.0,3.0,4.0,4.0,76.0,27.648919820785522,27.078475952148438,7,2
1.0,790.0,6520.0,4.0,5.0,4.0,76.0,38.55237293243408,37.97760009765625,7,2
1.0,790.0,6520.0,5.0,6.0,4.0,82.0,48.260124921798706,47.742510080337524,7,2
1.0,790.0,6520.0,6.0,7.0,4.0,76.0,57.88973879814148,57.357534885406494,7,2
1.0,790.0,6520.0,7.0,8.0,4.0,76.0,65.84263873100281,65.22346186637878,7,2
1.0,790.0,6520.0,8.0,9.0,4.0,82.0,73.68716096878053,73.13870906829835,7,2
1.0,790.0,6520.0,9.0,10.0,4.0,82.0,81.35005807876587,80.77120804786682,7,2
1.0,790.0,6520.0,10.0,11.0,4.0,76.0,91.05877995491028,90.50231790542603,7,2
1.0,790.0,6520.0,11.0,12.0,4.0,82.0,98.79137396812438,98.33500194549559,7,2
1.0,790.0,6520.0,12.0,13.0,4.0,82.0,107.36527705192566,106.88388395309448,7,2
1.0,790.0,6520.0,13.0,14.0,4.0,76.0,116.41800689697266,115.89929795265198,7,2
1.0,790.0,6520.0,14.0,15.0,4.0,82.0,126.26273417472838,125.7650270462036,7,2
1.0,790.0,6520.0,15.0,16.0,4.0,76.0,134.63158988952634,134.0805830955505,7,2
1.0,790.0,6520.0,16.0,17.0,4.0,82.0,144.90204596519473,144.39545702934268,7,2
1.0,790.0,6520.0,17.0,18.0,4.0,76.0,153.15468001365662,152.57804203033447,7,2
1.0,790.0,6520.0,18.0,19.0,4.0,76.0,164.3845179080963,163.87648391723633,7,2
1.0,790.0,6520.0,19.0,20.0,4.0,76.0,172.83019995689392,172.22451496124268,7,2
1.0,790.0,6520.0,20.0,21.0,4.0,76.0,180.97307801246646,180.3734579086304,7,2
1.0,790.0,6520.0,21.0,22.0,4.0,76.0,189.33159184455872,188.6391499042511,7,2
1.0,790.0,6520.0,22.0,23.0,4.0,76.0,197.02452111244196,196.37118697166437,7,2
1.0,790.0,6520.0,23.0,24.0,4.0,82.0,204.68035602569583,204.1365740299225,7,2
1.0,790.0,6520.0,24.0,25.0,4.0,76.0,213.36489176750177,212.76938390731806,7,2
1.0,790.0,6520.0,25.0,0.0,5.0,82.0,222.09964489936826,221.5016129016876,7,2
1.0,790.0,6520.0,26.0,1.0,5.0,76.0,229.82948088645935,229.21711087226868,7,2
1.0,790.0,6520.0,27.0,2.0,5.0,76.0,238.84823012351984,238.26535201072687,7,2
1.0,790.0,6520.0,28.0,3.0,5.0,82.0,247.51782298088074,246.96416091918945,7,2
1.0,790.0,6520.0,29.0,4.0,5.0,76.0,256.89966011047363,256.3127250671387,7,2
1.0,790.0,6520.0,30.0,5.0,5.0,76.0,264.99534201622004,264.37838006019587,7,2
1.0,790.0,6520.0,31.0,6.0,5.0,82.0,273.26115894317627,272.7102539539337,7,2
1.0,790.0,6520.0,32.0,7.0,5.0,76.0,282.87199091911316,282.19220900535583,7,2
1.0,790.0,6520.0,33.0,8.0,5.0,76.0,292.6595931053161,292.0245740413665,7,2
1.0,790.0,6520.0,34.0,9.0,5.0,82.0,300.6683671474456,300.1399240493774,7,2
1.0,790.0,6520.0,35.0,10.0,5.0,82.0,308.3800587654113,307.8049719333648,7,2
1.0,790.0,6520.0,36.0,11.0,5.0,82.0,316.8829338550567,316.3205640316009,7,2
1.0,790.0,6520.0,37.0,12.0,5.0,76.0,325.722617149353,325.2023069858551,7,2
1.0,790.0,6520.0,38.0,13.0,5.0,76.0,333.4973838329315,332.9192578792572,7,2
1.0,790.0,6520.0,39.0,14.0,5.0,82.0,341.8399760723114,341.2671740055084,7,2
1.0,790.0,6520.0,40.0,15.0,5.0,76.0,350.3407900333404,349.79926490783686,7,2
1.0,790.0,6520.0,41.0,16.0,5.0,76.0,359.83473014831543,359.2979350090027,7,2
1.0,790.0,6520.0,42.0,17.0,5.0,82.0,369.6453320980072,369.1468200683594,7,2
1.0,790.0,6520.0,43.0,18.0,5.0,76.0,377.9935550689697,377.42885303497314,7,2
1.0,790.0,6520.0,44.0,19.0,5.0,76.0,388.0117092132568,387.4269330501556,7,2
1.0,790.0,6520.0,45.0,20.0,5.0,76.0,397.19257116317743,396.6590640544891,7,2
1.0,790.0,6520.0,46.0,21.0,5.0,82.0,407.3559837341309,406.8080809116364,7,2
1.0,790.0,6520.0,47.0,22.0,5.0,76.0,416.2516970634461,415.72278189659124,7,2
1.0,790.0,6520.0,48.0,23.0,5.0,76.0,427.4113700389862,426.85470700263977,7,2
1.0,790.0,6520.0,49.0,0.0,6.0,76.0,435.3064379692077,434.6539530754089,7,2
1.0,790.0,6520.0,50.0,1.0,6.0,76.0,445.2477769851684,444.5192079544067,7,2
1.0,790.0,6520.0,51.0,2.0,6.0,82.0,453.1187889575958,452.56811594963074,7,2
1.0,790.0,6520.0,52.0,3.0,6.0,76.0,460.9525239467621,460.2506670951843,7,2
1.0,790.0,6520.0,53.0,4.0,6.0,76.0,470.1332159042358,469.4497430324554,7,2
1.0,790.0,6520.0,54.0,5.0,6.0,82.0,480.3597650527954,479.73173809051514,7,2
1.0,790.0,6520.0,55.0,6.0,6.0,76.0,488.51364493370056,487.8799879550934,7,2
1.0,790.0,6520.0,56.0,7.0,6.0,82.0,499.2442710399627,498.71138596534723,7,2
1.0,790.0,6520.0,57.0,8.0,6.0,82.0,507.321939945221,506.79385995864874,7,2
1.0,790.0,6520.0,58.0,9.0,6.0,76.0,515.0939421653748,514.5090939998627,7,2
1.0,790.0,6520.0,59.0,10.0,6.0,82.0,525.8604121208191,525.324814081192,7,2
