reward_code,subj_id,condition,trial,epoch_trial,epoch_number,LR,onset,session_n,run_n
3.0,811.0,7510.0,0.0,3.0,6.0,76.0,0.6180717945098876,5,2
3.0,811.0,7510.0,1.0,4.0,6.0,82.0,6.505677938461304,5,2
3.0,811.0,7510.0,2.0,5.0,6.0,76.0,15.360543251037598,5,2
3.0,811.0,7510.0,3.0,6.0,6.0,76.0,21.1180739402771,5,2
3.0,811.0,7510.0,4.0,7.0,6.0,82.0,27.223056077957146,5,2
3.0,811.0,7510.0,5.0,8.0,6.0,76.0,32.89806985855102,5,2
3.0,811.0,7510.0,6.0,9.0,6.0,76.0,38.70762491226196,5,2
3.0,811.0,7510.0,7.0,10.0,6.0,76.0,49.45345211029053,5,2
3.0,811.0,7510.0,8.0,11.0,6.0,82.0,59.75521898269654,5,2
3.0,811.0,7510.0,9.0,12.0,6.0,82.0,66.38388395309448,5,2
3.0,811.0,7510.0,10.0,13.0,6.0,82.0,73.83858799934387,5,2
3.0,811.0,7510.0,11.0,14.0,6.0,82.0,80.04251503944396,5,2
3.0,811.0,7510.0,12.0,15.0,6.0,82.0,90.83004188537599,5,2
3.0,811.0,7510.0,13.0,16.0,6.0,82.0,103.23790407180785,5,2
3.0,811.0,7510.0,14.0,17.0,6.0,76.0,109.52254605293271,5,2
3.0,811.0,7510.0,15.0,0.0,7.0,76.0,115.38532805442811,5,2
3.0,811.0,7510.0,16.0,1.0,7.0,76.0,121.39727902412415,5,2
3.0,811.0,7510.0,17.0,2.0,7.0,76.0,127.80818986892699,5,2
3.0,811.0,7510.0,18.0,3.0,7.0,76.0,135.47983813285828,5,2
3.0,811.0,7510.0,19.0,0.0,8.0,82.0,146.66434693336487,5,2
3.0,811.0,7510.0,20.0,1.0,8.0,82.0,157.74623489379883,5,2
3.0,811.0,7510.0,21.0,2.0,8.0,82.0,166.74679923057556,5,2
3.0,811.0,7510.0,22.0,3.0,8.0,76.0,172.50006914138794,5,2
3.0,811.0,7510.0,23.0,4.0,8.0,76.0,178.09944486618045,5,2
3.0,811.0,7510.0,24.0,5.0,8.0,82.0,186.2283568382263,5,2
3.0,811.0,7510.0,25.0,6.0,8.0,76.0,193.87115526199335,5,2
3.0,811.0,7510.0,26.0,7.0,8.0,82.0,199.90899014472961,5,2
3.0,811.0,7510.0,27.0,0.0,9.0,76.0,207.71257710456842,5,2
3.0,811.0,7510.0,28.0,1.0,9.0,76.0,215.15759587287903,5,2
3.0,811.0,7510.0,29.0,2.0,9.0,76.0,224.41006612777707,5,2
3.0,811.0,7510.0,30.0,3.0,9.0,82.0,231.43684101104736,5,2
3.0,811.0,7510.0,31.0,4.0,9.0,76.0,244.44754910469055,5,2
3.0,811.0,7510.0,32.0,0.0,10.0,76.0,255.92416977882385,5,2
3.0,811.0,7510.0,33.0,1.0,10.0,82.0,262.8168699741364,5,2
3.0,811.0,7510.0,34.0,2.0,10.0,82.0,271.15174198150635,5,2
3.0,811.0,7510.0,35.0,3.0,10.0,76.0,277.2126219272613,5,2
3.0,811.0,7510.0,36.0,4.0,10.0,76.0,283.20120596885675,5,2
3.0,811.0,7510.0,37.0,5.0,10.0,82.0,289.26212501525885,5,2
3.0,811.0,7510.0,38.0,6.0,10.0,82.0,296.7179839611053,5,2
3.0,811.0,7510.0,39.0,7.0,10.0,76.0,303.1739342212677,5,2
3.0,811.0,7510.0,40.0,8.0,10.0,76.0,315.24129009246826,5,2
3.0,811.0,7510.0,41.0,0.0,11.0,,,5,2
3.0,811.0,7510.0,42.0,1.0,11.0,76.0,332.51679611206055,5,2
3.0,811.0,7510.0,43.0,2.0,11.0,82.0,339.0717008113861,5,2
3.0,811.0,7510.0,44.0,3.0,11.0,76.0,345.67139697074884,5,2
3.0,811.0,7510.0,45.0,4.0,11.0,76.0,354.94297909736633,5,2
3.0,811.0,7510.0,46.0,5.0,11.0,76.0,361.82787299156183,5,2
3.0,811.0,7510.0,47.0,6.0,11.0,76.0,369.03266787528986,5,2
3.0,811.0,7510.0,48.0,7.0,11.0,76.0,376.3806200027466,5,2
3.0,811.0,7510.0,49.0,8.0,11.0,82.0,383.8561568260193,5,2
3.0,811.0,7510.0,50.0,9.0,11.0,82.0,389.7231631278991,5,2
3.0,811.0,7510.0,51.0,10.0,11.0,76.0,395.95405888557434,5,2
3.0,811.0,7510.0,52.0,11.0,11.0,76.0,402.2967779636383,5,2
3.0,811.0,7510.0,53.0,12.0,11.0,76.0,412.82131099700933,5,2
3.0,811.0,7510.0,54.0,0.0,12.0,82.0,426.39898896217346,5,2
3.0,811.0,7510.0,55.0,1.0,12.0,82.0,435.1836400032044,5,2
3.0,811.0,7510.0,56.0,2.0,12.0,76.0,440.64879584312445,5,2
3.0,811.0,7510.0,57.0,3.0,12.0,76.0,452.49527812004084,5,2
3.0,811.0,7510.0,58.0,4.0,12.0,76.0,459.7324540615082,5,2
3.0,811.0,7510.0,59.0,5.0,12.0,76.0,468.136752128601,5,2
