trial, subj_id, LR_choice, reward,cumulative_reward, rt, total_trial_time, iti,id_choice, id_solution, id_choice_acc, cum_acc, stim_onset, stim_offset, abs_response_time
0.000000000000000000e+00,7.900000000000000000e+02,nan,0.000000000000000000e+00,4.950000000000000000e+02,nan,6.262764930725097656e+00,1.189208774100435129e+00,nan,1.020000000000000000e+02,nan,nan,3.027606010437011719e-02,6.279233932495117188e+00,1.230726003646850586e+00
1.000000000000000000e+00,7.900000000000000000e+02,nan,0.000000000000000000e+00,4.900000000000000000e+02,nan,6.248223066329956055e+00,1.028840164645761002e+00,nan,1.020000000000000000e+02,nan,nan,7.498586893081665039e+00,1.374490404129028320e+01,8.699122905731201172e+00
2.000000000000000000e+00,7.900000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00,4.900000000000000000e+02,6.151049137115478516e-01,1.501089811325073242e+00,1.329588957507968017e+00,1.090000000000000000e+02,1.020000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.479468297958374023e+01,1.629450392723083496e+01,1.540979003906250000e+01
3.000000000000000000e+00,7.900000000000000000e+02,8.200000000000000000e+01,0.000000000000000000e+00,4.900000000000000000e+02,5.900180339813232422e-01,1.501166105270385742e+00,1.230137676336639840e+00,1.090000000000000000e+02,1.020000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.764673399925231934e+01,1.914417290687561035e+01,1.823675298690795898e+01
4.000000000000000000e+00,7.900000000000000000e+02,7.600000000000000000e+01,1.000000000000000000e+00,4.910000000000000000e+02,6.227638721466064453e-01,1.501115083694458008e+00,1.253245437123613915e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,2.000000000000000111e-01,2.039372301101684570e+01,2.189340400695800781e+01,2.101648902893066406e+01
5.000000000000000000e+00,7.900000000000000000e+02,7.600000000000000000e+01,1.000000000000000000e+00,4.920000000000000000e+02,5.633330345153808594e-01,1.501185894012451172e+00,1.488353329982438300e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,3.333333333333333148e-01,2.317611193656921387e+01,2.467657494544982910e+01,2.373944592475891113e+01
6.000000000000000000e+00,7.900000000000000000e+02,7.600000000000000000e+01,1.000000000000000000e+00,4.930000000000000000e+02,5.606908798217773438e-01,1.501143932342529297e+00,1.195372430007864084e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,4.285714285714285476e-01,2.619269299507141113e+01,2.769293403625488281e+01,2.675338506698608398e+01
7.000000000000000000e+00,7.900000000000000000e+02,8.200000000000000000e+01,1.000000000000000000e+00,4.940000000000000000e+02,5.820751190185546875e-01,1.501178026199340820e+00,1.353646458711594613e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,5.000000000000000000e-01,2.890940690040588379e+01,3.040911006927490234e+01,2.949148392677307129e+01
8.000000000000000000e+00,7.900000000000000000e+02,7.600000000000000000e+01,1.000000000000000000e+00,4.950000000000000000e+02,5.787391662597656250e-01,1.501168966293334961e+00,1.047490061892644153e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,5.555555555555555802e-01,3.179242396354675293e+01,3.329153800010681152e+01,3.237116599082946777e+01
9.000000000000000000e+00,7.900000000000000000e+02,8.200000000000000000e+01,1.000000000000000000e+00,4.960000000000000000e+02,4.401810169219970703e-01,1.501240968704223633e+00,1.260347822029927123e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,5.999999999999999778e-01,3.435891890525817871e+01,3.585855793952941895e+01,3.479910206794738770e+01
1.000000000000000000e+01,7.900000000000000000e+02,8.200000000000000000e+01,1.000000000000000000e+00,4.970000000000000000e+02,4.077110290527343750e-01,1.501187086105346680e+00,1.488574259015494228e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,6.363636363636363535e-01,3.714136409759521484e+01,3.864113688468933105e+01,3.754907608032226562e+01
1.100000000000000000e+01,7.900000000000000000e+02,7.600000000000000000e+01,1.000000000000000000e+00,4.980000000000000000e+02,4.091789722442626953e-01,1.501199960708618164e+00,1.417809737567865547e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,6.666666666666666297e-01,4.015783190727233887e+01,4.165739202499389648e+01,4.056701302528381348e+01
1.200000000000000000e+01,7.900000000000000000e+02,8.200000000000000000e+01,1.000000000000000000e+00,4.990000000000000000e+02,5.005619525909423828e-01,1.501130104064941406e+00,1.367646094949743096e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,6.923076923076922906e-01,4.310742592811584473e+01,4.460710692405700684e+01,4.360798907279968262e+01
1.300000000000000000e+01,7.900000000000000000e+02,7.600000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+02,5.146999359130859375e-01,1.501213073730468750e+00,1.031799070354139092e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,7.142857142857143016e-01,4.600715899467468262e+01,4.750690388679504395e+01,4.652186107635498047e+01
1.400000000000000000e+01,7.900000000000000000e+02,7.600000000000000000e+01,1.000000000000000000e+00,5.010000000000000000e+02,4.745481014251708984e-01,1.501157045364379883e+00,1.353502129555453681e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,7.333333333333332815e-01,4.855654788017272949e+01,5.005681300163269043e+01,4.903109693527221680e+01
1.500000000000000000e+01,7.900000000000000000e+02,8.200000000000000000e+01,1.000000000000000000e+00,5.020000000000000000e+02,4.842360019683837891e-01,1.501126050949096680e+00,1.336698637758540142e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,7.500000000000000000e-01,5.143967103958129883e+01,5.293908309936523438e+01,5.192390894889831543e+01
1.600000000000000000e+01,7.900000000000000000e+02,8.200000000000000000e+01,1.000000000000000000e+00,5.030000000000000000e+02,4.664719104766845703e-01,1.501079082489013672e+00,1.488706721092788232e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,7.647058823529411242e-01,5.430634188652038574e+01,5.580577087402343750e+01,5.477281689643859863e+01
1.700000000000000000e+01,7.900000000000000000e+02,8.200000000000000000e+01,1.000000000000000000e+00,5.040000000000000000e+02,4.097321033477783203e-01,1.501168012619018555e+00,1.427901295026467565e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,7.777777777777777901e-01,5.732202410697937012e+01,5.882209706306457520e+01,5.773175907135009766e+01
1.800000000000000000e+01,7.900000000000000000e+02,7.600000000000000000e+01,1.000000000000000000e+00,5.050000000000000000e+02,3.728818893432617188e-01,1.501197099685668945e+00,1.452108014363826305e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,7.894736842105263275e-01,6.027179002761840820e+01,6.177135396003723145e+01,6.064467406272888184e+01
1.900000000000000000e+01,7.900000000000000000e+02,8.200000000000000000e+01,1.000000000000000000e+00,5.060000000000000000e+02,5.027937889099121094e-01,1.501112937927246094e+00,1.416124631211430840e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,8.000000000000000444e-01,6.325473904609680176e+01,6.475419902801513672e+01,6.375753498077392578e+01
2.000000000000000000e+01,7.900000000000000000e+02,7.600000000000000000e+01,1.000000000000000000e+00,5.070000000000000000e+02,4.372391700744628906e-01,1.501228809356689453e+00,1.303400867582432232e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,8.095238095238095344e-01,6.620431709289550781e+01,6.770450997352600098e+01,6.664155793190002441e+01
2.100000000000000000e+01,7.900000000000000000e+02,8.200000000000000000e+01,1.000000000000000000e+00,5.080000000000000000e+02,6.712210178375244141e-01,1.501219034194946289e+00,1.358634140545262881e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,8.181818181818182323e-01,6.903726601600646973e+01,7.053681802749633789e+01,6.970848894119262695e+01
2.200000000000000000e+01,7.900000000000000000e+02,8.200000000000000000e+01,1.000000000000000000e+00,5.090000000000000000e+02,5.929789543151855469e-01,1.501163005828857422e+00,1.198249160059112306e+00,1.020000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+00,8.260869565217391353e-01,7.192040205001831055e+01,7.341985988616943359e+01,7.251338291168212891e+01
