trial, subj_id, reward_code, condition, run, LR_choice, value_accuracy, value_LR_solution, reward,cumulative_reward, rt, total_trial_time, iti, cp_list, obs_cp_list,high_val_cue,high_p_cue, p_accuracy, p_LR_solution, p_id_solution, id_choice, stim_duration,stim_onset, stim_offset, abs_response_time, epoch_length, epoch_trial,epoch_number
0.000000000000000000e+00	7.900000000000000000e+02	4.000000000000000000e+00	7.520000000000000000e+03	4.000000000000000000e+00	8.200000000000000000e+01	1.000000000000000000e+00	8.200000000000000000e+01	4.000000000000000000e+00	3.400000000000000000e+01	2.731509208679199219e-01	1.500646829605102539e+00	6.830602831900000282e+00	0.000000000000000000e+00	1.000000000000000000e+00	1.090000000000000000e+02	1.090000000000000000e+02	1.000000000000000000e+00	8.200000000000000000e+01	1.090000000000000000e+02	1.090000000000000000e+02	1.499400138854980469e+00	1.273107528686523438e-02	1.512131214141845703e+00	2.858910560607910156e-01	2.300000000000000000e+01	1.600000000000000000e+01	2.200000000000000000e+01
1.000000000000000000e+00	7.900000000000000000e+02	4.000000000000000000e+00	7.520000000000000000e+03	4.000000000000000000e+00	8.200000000000000000e+01	0.000000000000000000e+00	7.600000000000000000e+01	0.000000000000000000e+00	3.300000000000000000e+01	5.404589176177978516e-01	1.500642061233520508e+00	6.510286275900000419e+00	0.000000000000000000e+00	1.000000000000000000e+00	1.020000000000000000e+02	1.090000000000000000e+02	1.000000000000000000e+00	8.200000000000000000e+01	1.090000000000000000e+02	1.090000000000000000e+02	1.499256849288940430e+00	8.362366199493408203e+00	9.861623048782348633e+00	8.902830123901367188e+00	2.300000000000000000e+01	1.700000000000000000e+01	2.300000000000000000e+01
2.000000000000000000e+00	7.900000000000000000e+02	4.000000000000000000e+00	7.520000000000000000e+03	4.000000000000000000e+00	7.600000000000000000e+01	0.000000000000000000e+00	8.200000000000000000e+01	0.000000000000000000e+00	3.200000000000000000e+01	5.505919456481933594e-01	1.500157117843627930e+00	9.176654879199999115e+00	0.000000000000000000e+00	1.000000000000000000e+00	1.090000000000000000e+02	1.090000000000000000e+02	0.000000000000000000e+00	8.200000000000000000e+01	1.090000000000000000e+02	1.020000000000000000e+02	1.486767053604125977e+00	1.639390707015991211e+01	1.788067412376403809e+01	1.694450521469116211e+01	2.300000000000000000e+01	1.800000000000000000e+01	2.300000000000000000e+01
3.000000000000000000e+00	7.900000000000000000e+02	4.000000000000000000e+00	7.520000000000000000e+03	4.000000000000000000e+00	8.200000000000000000e+01	0.000000000000000000e+00	7.600000000000000000e+01	0.000000000000000000e+00	3.100000000000000000e+01	5.207021236419677734e-01	1.500594854354858398e+00	9.379149066900000165e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.090000000000000000e+02	1.090000000000000000e+02	0.000000000000000000e+00	7.600000000000000000e+01	1.090000000000000000e+02	1.020000000000000000e+02	1.499689102172851562e+00	2.707585406303405762e+01	2.857554316520690918e+01	2.759656214714050293e+01	2.300000000000000000e+01	1.900000000000000000e+01	2.300000000000000000e+01
4.000000000000000000e+00	7.900000000000000000e+02	4.000000000000000000e+00	7.520000000000000000e+03	4.000000000000000000e+00	7.600000000000000000e+01	1.000000000000000000e+00	7.600000000000000000e+01	3.000000000000000000e+00	3.400000000000000000e+01	5.905799865722656250e-01	1.501178979873657227e+00	8.249659814899999333e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.090000000000000000e+02	1.090000000000000000e+02	1.000000000000000000e+00	7.600000000000000000e+01	1.090000000000000000e+02	1.090000000000000000e+02	1.499948024749755859e+00	3.797448611259460449e+01	3.947443413734436035e+01	3.856506800651550293e+01	2.300000000000000000e+01	2.000000000000000000e+01	2.300000000000000000e+01
5.000000000000000000e+00	7.900000000000000000e+02	4.000000000000000000e+00	7.520000000000000000e+03	4.000000000000000000e+00	8.200000000000000000e+01	1.000000000000000000e+00	8.200000000000000000e+01	3.000000000000000000e+00	3.700000000000000000e+01	5.192129611968994141e-01	1.500903129577636719e+00	8.106125764299999759e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.090000000000000000e+02	1.090000000000000000e+02	1.000000000000000000e+00	8.200000000000000000e+01	1.090000000000000000e+02	1.090000000000000000e+02	1.499774932861328125e+00	4.775666618347167969e+01	4.925644111633300781e+01	4.827588415145874023e+01	2.300000000000000000e+01	2.100000000000000000e+01	2.300000000000000000e+01
6.000000000000000000e+00	7.900000000000000000e+02	4.000000000000000000e+00	7.520000000000000000e+03	4.000000000000000000e+00	7.600000000000000000e+01	1.000000000000000000e+00	7.600000000000000000e+01	3.000000000000000000e+00	4.000000000000000000e+01	5.444650650024414062e-01	1.500682830810546875e+00	6.351721297200000116e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.090000000000000000e+02	1.090000000000000000e+02	1.000000000000000000e+00	7.600000000000000000e+01	1.090000000000000000e+02	1.090000000000000000e+02	1.500743150711059570e+00	5.738813400268554688e+01	5.888887715339660645e+01	5.793260717391967773e+01	2.300000000000000000e+01	2.200000000000000000e+01	2.300000000000000000e+01
7.000000000000000000e+00	7.900000000000000000e+02	4.000000000000000000e+00	7.520000000000000000e+03	4.000000000000000000e+00	7.600000000000000000e+01	0.000000000000000000e+00	8.200000000000000000e+01	0.000000000000000000e+00	3.900000000000000000e+01	5.801491737365722656e-01	1.500357866287231445e+00	6.394658274099999318e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.020000000000000000e+02	1.020000000000000000e+02	0.000000000000000000e+00	8.200000000000000000e+01	1.020000000000000000e+02	1.090000000000000000e+02	1.500936985015869141e+00	6.527030420303344727e+01	6.677124118804931641e+01	6.585045909881591797e+01	3.100000000000000000e+01	0.000000000000000000e+00	2.300000000000000000e+01
8.000000000000000000e+00	7.900000000000000000e+02	4.000000000000000000e+00	7.520000000000000000e+03	4.000000000000000000e+00	8.200000000000000000e+01	1.000000000000000000e+00	8.200000000000000000e+01	2.000000000000000000e+00	4.100000000000000000e+01	6.579480171203613281e-01	1.500126123428344727e+00	6.118962944799999804e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.020000000000000000e+02	1.020000000000000000e+02	1.000000000000000000e+00	8.200000000000000000e+01	1.020000000000000000e+02	1.020000000000000000e+02	1.500177860260009766e+00	7.318628621101379395e+01	7.468646407127380371e+01	7.384424114227294922e+01	3.100000000000000000e+01	1.000000000000000000e+00	2.300000000000000000e+01
9.000000000000000000e+00	7.900000000000000000e+02	4.000000000000000000e+00	7.520000000000000000e+03	4.000000000000000000e+00	8.200000000000000000e+01	1.000000000000000000e+00	8.200000000000000000e+01	2.000000000000000000e+00	4.300000000000000000e+01	5.177211761474609375e-01	1.500494003295898438e+00	8.225208135700000867e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.020000000000000000e+02	1.020000000000000000e+02	1.000000000000000000e+00	8.200000000000000000e+01	1.020000000000000000e+02	1.020000000000000000e+02	1.500454187393188477e+00	8.083519601821899414e+01	8.233565020561218262e+01	8.135294008255004883e+01	3.100000000000000000e+01	2.000000000000000000e+00	2.300000000000000000e+01
