psychopy_version, python_version, pythonScipyVersion,pyglet_version, pygame_version, numpy_version, wx_version, window_refresh_time_avg_ms,begin_time, exp_dir, last_sys_reboot, system_platform, internet_access, total_exp_time
3.0.0,3.6.8,1.2.0,1.3.2,1.9.4,1.15.4,4.0.4 gtk2 (phoenix) wxWidgets 3.0.5,33.50825067795764,2019_02_04 12:42 (Year_Month_Day Hour:Min),/home/krista/Dropbox/loki_1/fmri_experiment,2019-02-04 10:21,linux 4.15.0-45-generic,True,8.602493338001295
