color
7.071067811865475727e-01
4.539904997395468045e-01
1.564344650402309245e-01
-1.564344650402308134e-01
-4.539904997395467490e-01
-7.071067811865474617e-01
-8.910065241883677878e-01
-9.876883405951376593e-01
-9.876883405951377704e-01
-8.910065241883678988e-01
-7.071067811865476838e-01
-4.539904997395469155e-01
-1.564344650402310632e-01
1.564344650402306747e-01
4.539904997395466379e-01
7.071067811865474617e-01
8.910065241883677878e-01
9.876883405951376593e-01
9.876883405951377704e-01
8.910065241883680098e-01
7.071067811865476838e-01
4.539904997395470820e-01
1.564344650402311743e-01
-1.564344650402296755e-01
-4.539904997395472486e-01
-7.071067811865466846e-01
-8.910065241883681209e-01
-9.876883405951375483e-01
-9.876883405951376593e-01
-8.910065241883684539e-01
-7.071067811865472397e-01
-4.539904997395479702e-01
-1.564344650402303971e-01
1.564344650402295644e-01
4.539904997395471931e-01
7.071067811865490160e-01
8.910065241883680098e-01
9.876883405951375483e-01
9.876883405951376593e-01
8.910065241883684539e-01
7.071067811865472397e-01
4.539904997395449171e-01
1.564344650402305359e-01
-1.564344650402294257e-01
-4.539904997395470820e-01
-7.071067811865464625e-01
-8.910065241883680098e-01
-9.876883405951381034e-01
-9.876883405951376593e-01
-8.910065241883685649e-01
-7.071067811865474617e-01
-4.539904997395449726e-01
-1.564344650402306469e-01
1.564344650402328396e-01
4.539904997395469710e-01
7.071067811865489050e-01
8.910065241883680098e-01
9.876883405951379924e-01
9.876883405951376593e-01
8.910065241883685649e-01
7.071067811865474617e-01
4.539904997395482478e-01
1.564344650402307857e-01
-1.564344650402327008e-01
-4.539904997395468600e-01
-7.071067811865487940e-01
-8.910065241883678988e-01
-9.876883405951379924e-01
-9.876883405951377704e-01
-8.910065241883670106e-01
-7.071067811865450192e-01
-4.539904997395484143e-01
-1.564344650402308967e-01
1.564344650402290926e-01
4.539904997395467490e-01
7.071067811865461294e-01
8.910065241883677878e-01
9.876883405951379924e-01
9.876883405951377704e-01
8.910065241883671217e-01
7.071067811865476838e-01
4.539904997395453612e-01
1.564344650402275105e-01
-1.564344650402324510e-01
-4.539904997395466379e-01
-7.071067811865461294e-01
-8.910065241883677878e-01
-9.876883405951374373e-01
-9.876883405951377704e-01
-8.910065241883671217e-01
-7.071067811865476838e-01
-4.539904997395454167e-01
-1.564344650402311465e-01
1.564344650402323400e-01
4.539904997395496911e-01
7.071067811865485719e-01
8.910065241883676768e-01
9.876883405951374373e-01
9.876883405951377704e-01
8.910065241883688980e-01
