reward_code,subj_id,condition,trial,epoch_trial,epoch_number,LR,button_press_onset,stim_onset,session_n,run_n
7.0,813.0,8520.0,0.0,17.0,16.0,76.0,0.6071131229400634,0.01609516143798828,5,5
7.0,813.0,8520.0,1.0,18.0,16.0,76.0,8.898062229156494,8.364672183990479,5,5
7.0,813.0,8520.0,2.0,19.0,16.0,76.0,16.8767192363739,16.386916160583496,5,5
7.0,813.0,8520.0,3.0,0.0,17.0,76.0,27.571369171142578,27.07926917076111,5,5
7.0,813.0,8520.0,4.0,1.0,17.0,76.0,38.463974952697754,37.97761607170105,5,5
7.0,813.0,8520.0,5.0,2.0,17.0,82.0,48.33768320083618,47.74374508857727,5,5
7.0,813.0,8520.0,6.0,3.0,17.0,76.0,57.81226015090943,57.37553715705872,5,5
7.0,813.0,8520.0,7.0,4.0,17.0,82.0,65.82897901535034,65.25759601593018,5,5
7.0,813.0,8520.0,8.0,5.0,17.0,,,73.16076612472536,5,5
7.0,813.0,8520.0,9.0,6.0,17.0,82.0,81.27559089660645,80.80488896369934,5,5
7.0,813.0,8520.0,10.0,7.0,17.0,82.0,91.06718301773073,90.54198908805849,5,5
7.0,813.0,8520.0,11.0,8.0,17.0,76.0,98.90603208541869,98.38523817062377,5,5
7.0,813.0,8520.0,12.0,9.0,17.0,82.0,107.42063403129575,106.92359519004819,5,5
7.0,813.0,8520.0,13.0,10.0,17.0,76.0,116.50842213630675,115.94982218742369,5,5
7.0,813.0,8520.0,14.0,11.0,17.0,82.0,126.27201914787294,125.80369806289674,5,5
7.0,813.0,8520.0,15.0,12.0,17.0,76.0,134.5858569145203,134.13032603263858,5,5
7.0,813.0,8520.0,16.0,13.0,17.0,76.0,145.06252694129944,144.44552206993103,5,5
7.0,813.0,8520.0,17.0,14.0,17.0,82.0,153.08420610427856,152.627699136734,5,5
7.0,813.0,8520.0,18.0,15.0,17.0,76.0,164.57076787948606,163.93107604980466,5,5
7.0,813.0,8520.0,19.0,16.0,17.0,76.0,172.85759210586545,172.28024601936337,5,5
7.0,813.0,8520.0,20.0,17.0,17.0,76.0,180.908310174942,180.42880105972287,5,5
7.0,813.0,8520.0,21.0,18.0,17.0,76.0,189.2311029434204,188.68893098831177,5,5
7.0,813.0,8520.0,22.0,0.0,18.0,76.0,196.94584488868713,196.4211950302124,5,5
7.0,813.0,8520.0,23.0,1.0,18.0,82.0,204.84044599533075,204.18710613250727,5,5
7.0,813.0,8520.0,24.0,2.0,18.0,76.0,213.38779711723325,212.92667007446286,5,5
7.0,813.0,8520.0,25.0,3.0,18.0,76.0,222.12568020820618,221.65924715995789,5,5
7.0,813.0,8520.0,26.0,4.0,18.0,76.0,229.9476420879364,229.37464809417725,5,5
7.0,813.0,8520.0,27.0,5.0,18.0,76.0,238.9221563339233,238.40657615661618,5,5
7.0,813.0,8520.0,28.0,6.0,18.0,82.0,247.72414612770075,247.1057591438293,5,5
7.0,813.0,8520.0,29.0,7.0,18.0,76.0,256.9088621139526,256.45470499992365,5,5
7.0,813.0,8520.0,30.0,8.0,18.0,82.0,265.14264702796936,264.5202190876007,5,5
7.0,813.0,8520.0,31.0,9.0,18.0,76.0,273.2694709300995,272.8580319881439,5,5
7.0,813.0,8520.0,32.0,10.0,18.0,82.0,282.86995911598206,282.3398931026459,5,5
7.0,813.0,8520.0,33.0,11.0,18.0,76.0,292.9180181026459,292.17110896110535,5,5
7.0,813.0,8520.0,34.0,12.0,18.0,82.0,300.7436459064483,300.28677511215204,5,5
7.0,813.0,8520.0,35.0,13.0,18.0,76.0,308.45543622970575,307.94769811630243,5,5
7.0,813.0,8520.0,36.0,14.0,18.0,82.0,316.9053509235382,316.4628219604492,5,5
7.0,813.0,8520.0,37.0,15.0,18.0,82.0,325.79036402702326,325.3496170043945,5,5
7.0,813.0,8520.0,38.0,16.0,18.0,76.0,333.559608221054,333.06536912918085,5,5
7.0,813.0,8520.0,39.0,17.0,18.0,76.0,341.9964351654053,341.4094421863556,5,5
7.0,813.0,8520.0,40.0,18.0,18.0,82.0,350.5942270755768,349.9460971355438,5,5
7.0,813.0,8520.0,41.0,0.0,19.0,76.0,359.890939950943,359.43993401527405,5,5
7.0,813.0,8520.0,42.0,1.0,19.0,76.0,369.76868700981146,369.28853797912603,5,5
7.0,813.0,8520.0,43.0,2.0,19.0,82.0,378.0684852600097,377.5711321830749,5,5
7.0,813.0,8520.0,44.0,3.0,19.0,76.0,388.0422332286834,387.56991314887995,5,5
7.0,813.0,8520.0,45.0,4.0,19.0,76.0,397.35707426071167,396.8016471862793,5,5
7.0,813.0,8520.0,46.0,5.0,19.0,76.0,407.39285683631897,406.9500060081482,5,5
7.0,813.0,8520.0,47.0,6.0,19.0,76.0,416.49642610549927,415.8649981021881,5,5
7.0,813.0,8520.0,48.0,7.0,19.0,76.0,427.5161361694336,427.00254011154175,5,5
7.0,813.0,8520.0,49.0,8.0,19.0,76.0,435.2990362644195,434.79629516601557,5,5
7.0,813.0,8520.0,50.0,9.0,19.0,76.0,445.21461200714117,444.6666140556336,5,5
7.0,813.0,8520.0,51.0,10.0,19.0,76.0,453.251498222351,452.71629118919367,5,5
7.0,813.0,8520.0,52.0,11.0,19.0,76.0,460.80512309074396,460.39270710945124,5,5
7.0,813.0,8520.0,53.0,12.0,19.0,76.0,470.07608532905573,469.5905711650848,5,5
7.0,813.0,8520.0,54.0,13.0,19.0,76.0,480.4566860198974,479.8894231319427,5,5
7.0,813.0,8520.0,55.0,14.0,19.0,76.0,488.6184213161468,488.03919911384577,5,5
