stim_onset, stim_duration, trial_type, rt, accuracy, epoch_length,epoch_trial, epoch_number
1.663589477539062500e-02	1.499596118927001953e+00	0.000000000000000000e+00	2.647430896759033203e-01	1.000000000000000000e+00	1.200000000000000000e+01	0.000000000000000000e+00	3.300000000000000000e+01
7.781392097473144531e+00	1.483886003494262695e+00	1.000000000000000000e+00	4.288830757141113281e-01	1.000000000000000000e+00	1.200000000000000000e+01	1.000000000000000000e+00	3.300000000000000000e+01
1.809675693511962891e+01	1.500267982482910156e+00	2.000000000000000000e+00	6.011369228363037109e-01	0.000000000000000000e+00	1.200000000000000000e+01	2.000000000000000000e+00	3.300000000000000000e+01
2.623013210296630859e+01	1.498408794403076172e+00	3.000000000000000000e+00	4.766490459442138672e-01	1.000000000000000000e+00	1.200000000000000000e+01	3.000000000000000000e+00	3.300000000000000000e+01
3.737853002548217773e+01	1.498528957366943359e+00	4.000000000000000000e+00	4.868791103363037109e-01	1.000000000000000000e+00	1.200000000000000000e+01	4.000000000000000000e+00	3.300000000000000000e+01
4.631027412414550781e+01	1.499022960662841797e+00	5.000000000000000000e+00	6.821320056915283203e-01	0.000000000000000000e+00	1.200000000000000000e+01	5.000000000000000000e+00	3.300000000000000000e+01
5.605938506126403809e+01	1.499480009078979492e+00	6.000000000000000000e+00	4.807469844818115234e-01	0.000000000000000000e+00	1.200000000000000000e+01	6.000000000000000000e+00	3.300000000000000000e+01
6.424053907394409180e+01	1.499889850616455078e+00	7.000000000000000000e+00	4.942049980163574219e-01	1.000000000000000000e+00	1.200000000000000000e+01	7.000000000000000000e+00	3.300000000000000000e+01
7.348959398269653320e+01	1.499934911727905273e+00	8.000000000000000000e+00	5.198528766632080078e-01	1.000000000000000000e+00	1.200000000000000000e+01	8.000000000000000000e+00	3.300000000000000000e+01
8.133929705619812012e+01	1.499583005905151367e+00	9.000000000000000000e+00	5.061178207397460938e-01	1.000000000000000000e+00	1.200000000000000000e+01	9.000000000000000000e+00	3.300000000000000000e+01
8.902070498466491699e+01	1.500134944915771484e+00	1.000000000000000000e+01	4.686000347137451172e-01	0.000000000000000000e+00	1.200000000000000000e+01	1.000000000000000000e+01	3.300000000000000000e+01
