onset	duration	trial_type	rt	accuracy	epoch_length	epoch_trial	epoch_number
1.174306869506835938e-02	1.500741958618164062e+00	0.000000000000000000e+00	4.764149188995361328e-01	0.000000000000000000e+00	2.300000000000000000e+01	1.600000000000000000e+01	1.100000000000000000e+01
8.361341953277587891e+00	1.499893188476562500e+00	1.000000000000000000e+00	4.626030921936035156e-01	1.000000000000000000e+00	2.300000000000000000e+01	1.700000000000000000e+01	1.100000000000000000e+01
1.639297795295715332e+01	1.500199079513549805e+00	2.000000000000000000e+00	4.397442340850830078e-01	0.000000000000000000e+00	2.300000000000000000e+01	1.800000000000000000e+01	1.100000000000000000e+01
2.709197211265563965e+01	1.487617969512939453e+00	3.000000000000000000e+00	4.181861877441406250e-01	0.000000000000000000e+00	2.300000000000000000e+01	1.900000000000000000e+01	1.100000000000000000e+01
3.799010610580444336e+01	1.487140893936157227e+00	4.000000000000000000e+00	5.057430267333984375e-01	1.000000000000000000e+00	2.300000000000000000e+01	2.000000000000000000e+01	1.100000000000000000e+01
4.775552105903625488e+01	1.499423027038574219e+00	5.000000000000000000e+00	5.600268840789794922e-01	0.000000000000000000e+00	2.300000000000000000e+01	2.100000000000000000e+01	1.100000000000000000e+01
5.738709402084350586e+01	1.488687992095947266e+00	6.000000000000000000e+00	4.483990669250488281e-01	1.000000000000000000e+00	2.300000000000000000e+01	2.200000000000000000e+01	1.100000000000000000e+01
6.525247907638549805e+01	1.488183021545410156e+00	7.000000000000000000e+00	6.906139850616455078e-01	1.000000000000000000e+00	3.100000000000000000e+01	0.000000000000000000e+00	1.200000000000000000e+01
7.315170192718505859e+01	1.499189138412475586e+00	8.000000000000000000e+00	4.822230339050292969e-01	1.000000000000000000e+00	3.100000000000000000e+01	1.000000000000000000e+00	1.200000000000000000e+01
8.080090594291687012e+01	1.487835168838500977e+00	9.000000000000000000e+00	3.818140029907226562e-01	1.000000000000000000e+00	3.100000000000000000e+01	2.000000000000000000e+00	1.200000000000000000e+01
9.053244614601135254e+01	1.500346899032592773e+00	1.000000000000000000e+01	4.706771373748779297e-01	1.000000000000000000e+00	3.100000000000000000e+01	3.000000000000000000e+00	1.200000000000000000e+01
9.838207292556762695e+01	1.486919164657592773e+00	1.100000000000000000e+01	4.610531330108642578e-01	1.000000000000000000e+00	3.100000000000000000e+01	4.000000000000000000e+00	1.200000000000000000e+01
1.069140779972076416e+02	1.500002145767211914e+00	1.200000000000000000e+01	4.546189308166503906e-01	1.000000000000000000e+00	3.100000000000000000e+01	5.000000000000000000e+00	1.200000000000000000e+01
1.159450380802154541e+02	1.488605976104736328e+00	1.300000000000000000e+01	4.664399623870849609e-01	1.000000000000000000e+00	3.100000000000000000e+01	6.000000000000000000e+00	1.200000000000000000e+01
1.257941501140594482e+02	1.500547885894775391e+00	1.400000000000000000e+01	4.480659961700439453e-01	1.000000000000000000e+00	3.100000000000000000e+01	7.000000000000000000e+00	1.200000000000000000e+01
1.341261849403381348e+02	1.499977111816406250e+00	1.500000000000000000e+01	4.737648963928222656e-01	0.000000000000000000e+00	3.100000000000000000e+01	8.000000000000000000e+00	1.200000000000000000e+01
1.444414069652557373e+02	1.499722003936767578e+00	1.600000000000000000e+01	3.831470012664794922e-01	1.000000000000000000e+00	3.100000000000000000e+01	9.000000000000000000e+00	1.200000000000000000e+01
1.526232039928436279e+02	1.488532066345214844e+00	1.700000000000000000e+01	4.600019454956054688e-01	1.000000000000000000e+00	3.100000000000000000e+01	1.000000000000000000e+01	1.200000000000000000e+01
1.639218571186065674e+02	1.499292850494384766e+00	1.800000000000000000e+01	7.270929813385009766e-01	1.000000000000000000e+00	3.100000000000000000e+01	1.100000000000000000e+01	1.200000000000000000e+01
1.722708251476287842e+02	1.500700950622558594e+00	1.900000000000000000e+01	4.279069900512695312e-01	1.000000000000000000e+00	3.100000000000000000e+01	1.200000000000000000e+01	1.200000000000000000e+01
1.804194960594177246e+02	1.499767065048217773e+00	2.000000000000000000e+01	4.408600330352783203e-01	1.000000000000000000e+00	3.100000000000000000e+01	1.300000000000000000e+01	1.200000000000000000e+01
1.886855459213256836e+02	1.498966217041015625e+00	2.100000000000000000e+01	4.565300941467285156e-01	1.000000000000000000e+00	3.100000000000000000e+01	1.400000000000000000e+01	1.200000000000000000e+01
1.964173090457916260e+02	1.499623060226440430e+00	2.200000000000000000e+01	4.956219196319580078e-01	1.000000000000000000e+00	3.100000000000000000e+01	1.500000000000000000e+01	1.200000000000000000e+01
2.042001180648803711e+02	1.487113952636718750e+00	2.300000000000000000e+01	4.637660980224609375e-01	1.000000000000000000e+00	3.100000000000000000e+01	1.600000000000000000e+01	1.200000000000000000e+01
2.128316781520843506e+02	1.500255823135375977e+00	2.400000000000000000e+01	5.256409645080566406e-01	0.000000000000000000e+00	3.100000000000000000e+01	1.700000000000000000e+01	1.200000000000000000e+01
2.215799789428710938e+02	1.488303184509277344e+00	2.500000000000000000e+01	4.821557998657226562e-01	0.000000000000000000e+00	3.100000000000000000e+01	1.800000000000000000e+01	1.200000000000000000e+01
2.292963681221008301e+02	1.498870849609375000e+00	2.600000000000000000e+01	4.755070209503173828e-01	1.000000000000000000e+00	3.100000000000000000e+01	1.900000000000000000e+01	1.200000000000000000e+01
2.383444719314575195e+02	1.500065088272094727e+00	2.700000000000000000e+01	4.399929046630859375e-01	1.000000000000000000e+00	3.100000000000000000e+01	2.000000000000000000e+01	1.200000000000000000e+01
2.470601329803466797e+02	1.487746953964233398e+00	2.800000000000000000e+01	7.212679386138916016e-01	1.000000000000000000e+00	3.100000000000000000e+01	2.100000000000000000e+01	1.200000000000000000e+01
2.564088089466094971e+02	1.488003015518188477e+00	2.900000000000000000e+01	4.462368488311767578e-01	1.000000000000000000e+00	3.100000000000000000e+01	2.200000000000000000e+01	1.200000000000000000e+01
2.644743261337280273e+02	1.499460935592651367e+00	3.000000000000000000e+01	4.533331394195556641e-01	0.000000000000000000e+00	3.100000000000000000e+01	2.300000000000000000e+01	1.200000000000000000e+01
2.728231210708618164e+02	1.487902879714965820e+00	3.100000000000000000e+01	4.614090919494628906e-01	1.000000000000000000e+00	3.100000000000000000e+01	2.400000000000000000e+01	1.200000000000000000e+01
2.823053300380706787e+02	1.487839937210083008e+00	3.200000000000000000e+01	5.168290138244628906e-01	0.000000000000000000e+00	3.100000000000000000e+01	2.500000000000000000e+01	1.200000000000000000e+01
2.921367249488830566e+02	1.487975120544433594e+00	3.300000000000000000e+01	4.941740036010742188e-01	1.000000000000000000e+00	3.100000000000000000e+01	2.600000000000000000e+01	1.200000000000000000e+01
3.002521390914916992e+02	1.488113880157470703e+00	3.400000000000000000e+01	5.695140361785888672e-01	0.000000000000000000e+00	3.100000000000000000e+01	2.700000000000000000e+01	1.200000000000000000e+01
3.079013431072235107e+02	1.500072002410888672e+00	3.500000000000000000e+01	6.480410099029541016e-01	0.000000000000000000e+00	3.100000000000000000e+01	2.800000000000000000e+01	1.200000000000000000e+01
3.164165761470794678e+02	1.499949932098388672e+00	3.600000000000000000e+01	4.685361385345458984e-01	0.000000000000000000e+00	3.100000000000000000e+01	2.900000000000000000e+01	1.200000000000000000e+01
3.253155040740966797e+02	1.500314950942993164e+00	3.700000000000000000e+01	5.991599559783935547e-01	0.000000000000000000e+00	3.100000000000000000e+01	3.000000000000000000e+01	1.200000000000000000e+01
3.330305471420288086e+02	1.500149965286254883e+00	3.800000000000000000e+01	4.120151996612548828e-01	0.000000000000000000e+00	1.700000000000000000e+01	0.000000000000000000e+00	1.300000000000000000e+01
3.413803830146789551e+02	1.499835014343261719e+00	3.900000000000000000e+01	6.040120124816894531e-01	0.000000000000000000e+00	1.700000000000000000e+01	1.000000000000000000e+00	1.300000000000000000e+01
3.500387990474700928e+02	1.487269878387451172e+00	4.000000000000000000e+01	4.689390659332275391e-01	1.000000000000000000e+00	1.700000000000000000e+01	2.000000000000000000e+00	1.300000000000000000e+01
3.595210149288177490e+02	1.498704195022583008e+00	4.100000000000000000e+01	5.025730133056640625e-01	0.000000000000000000e+00	1.700000000000000000e+01	3.000000000000000000e+00	1.300000000000000000e+01
3.693858180046081543e+02	1.487339973449707031e+00	4.200000000000000000e+01	5.233988761901855469e-01	1.000000000000000000e+00	1.700000000000000000e+01	4.000000000000000000e+00	1.300000000000000000e+01
