onset	duration	trial_type	rt	accuracy	epoch_length	epoch_trial	epoch_number
1.594805717468261719e-02	1.499926805496215820e+00	0.000000000000000000e+00	4.229738712310791016e-01	0.000000000000000000e+00	1.600000000000000000e+01	8.000000000000000000e+00	1.500000000000000000e+01
8.365226030349731445e+00	1.500560998916625977e+00	1.000000000000000000e+00	5.242621898651123047e-01	1.000000000000000000e+00	1.600000000000000000e+01	9.000000000000000000e+00	1.500000000000000000e+01
1.639719891548156738e+01	1.488701105117797852e+00	2.000000000000000000e+00	nan	nan	1.600000000000000000e+01	1.000000000000000000e+01	1.500000000000000000e+01
2.707897806167602539e+01	1.500105857849121094e+00	3.000000000000000000e+00	4.390549659729003906e-01	0.000000000000000000e+00	1.600000000000000000e+01	1.100000000000000000e+01	1.500000000000000000e+01
3.797850394248962402e+01	1.499479055404663086e+00	4.000000000000000000e+00	4.852979183197021484e-01	1.000000000000000000e+00	1.600000000000000000e+01	1.200000000000000000e+01	1.500000000000000000e+01
4.774290204048156738e+01	1.500229835510253906e+00	5.000000000000000000e+00	3.946368694305419922e-01	0.000000000000000000e+00	1.600000000000000000e+01	1.300000000000000000e+01	1.500000000000000000e+01
5.737540888786315918e+01	1.499746084213256836e+00	6.000000000000000000e+00	4.356889724731445312e-01	0.000000000000000000e+00	1.600000000000000000e+01	1.400000000000000000e+01	1.500000000000000000e+01
6.525746989250183105e+01	1.488340139389038086e+00	7.000000000000000000e+00	3.664240837097167969e-01	1.000000000000000000e+00	1.600000000000000000e+01	1.500000000000000000e+01	1.500000000000000000e+01
7.315671706199645996e+01	1.499530792236328125e+00	8.000000000000000000e+00	5.330660343170166016e-01	0.000000000000000000e+00	1.900000000000000000e+01	0.000000000000000000e+00	1.600000000000000000e+01
8.080554795265197754e+01	1.487498044967651367e+00	9.000000000000000000e+00	5.179569721221923828e-01	1.000000000000000000e+00	1.900000000000000000e+01	1.000000000000000000e+00	1.600000000000000000e+01
9.053687286376953125e+01	1.500186204910278320e+00	1.000000000000000000e+01	4.515459537506103516e-01	1.000000000000000000e+00	1.900000000000000000e+01	2.000000000000000000e+00	1.600000000000000000e+01
9.838637685775756836e+01	1.499836206436157227e+00	1.100000000000000000e+01	5.726430416107177734e-01	0.000000000000000000e+00	1.900000000000000000e+01	3.000000000000000000e+00	1.600000000000000000e+01
1.069347560405731201e+02	1.500314950942993164e+00	1.200000000000000000e+01	5.741209983825683594e-01	0.000000000000000000e+00	1.900000000000000000e+01	4.000000000000000000e+00	1.600000000000000000e+01
1.159669239521026611e+02	1.487680912017822266e+00	1.300000000000000000e+01	5.244719982147216797e-01	0.000000000000000000e+00	1.900000000000000000e+01	5.000000000000000000e+00	1.600000000000000000e+01
