2168	0	0	0
2207	0	0	0
2243	0	0	0
2279	0	0	0
2312	0	0	0
2339	0	0	0
2366	0	0	0
2390	0	0	0
2408	0	0	0
2423	0	0	0
2438	0	0	0
2450	0	0	0
2459	0	0	0
2471	0	0	0
2474	0	0	0
2477	1	0	0
2480	0	0	0
2480	0	0	0
2474	0	0	0
2468	0	0	0
2456	0	0	0
2444	0	0	0
2435	0	0	0
2423	0	0	0
2414	0	0	0
2399	0	0	0
2387	0	0	0
2372	0	0	0
2357	0	0	0
2339	0	0	0
2324	0	0	0
2309	0	0	0
2288	0	0	0
2270	0	0	0
2249	0	0	0
2228	0	0	0
2210	0	0	0
2189	0	0	0
2174	0	0	0
2156	0	0	0
2144	0	0	0
2129	0	0	0
2117	0	0	0
2102	0	0	0
2093	0	0	0
2081	0	0	0
2066	0	0	0
2054	0	0	0
2045	0	0	0
2033	0	0	0
2024	0	0	0
2015	0	0	0
2006	0	0	0
2006	0	0	0
2006	0	0	0
2006	0	0	0
2009	0	0	0
2012	0	0	0
2015	0	0	0
2015	0	0	0
2015	0	0	0
2015	0	0	0
2015	0	0	0
2012	0	0	0
2003	0	0	0
2000	0	0	0
1991	0	0	0
1982	0	0	0
1976	0	0	0
1967	0	0	0
1961	0	0	0
1958	0	0	0
1958	0	0	0
1958	0	0	0
1955	0	0	0
1961	0	0	0
1961	0	0	0
1964	0	0	0
1970	0	0	0
1976	0	0	0
1982	0	0	0
1988	0	0	0
1994	0	0	0
2000	0	0	0
2003	0	0	0
2009	0	0	0
2012	0	0	0
2015	0	0	0
2018	0	0	0
2018	0	0	0
2018	0	0	0
2018	0	0	0
2018	0	0	0
2021	0	0	0
2021	0	0	0
2024	0	0	0
2027	0	0	0
2030	0	0	0
2036	0	0	0
2045	0	0	0
2057	0	0	0
2075	0	0	0
2096	0	0	0
2120	0	0	0
2147	0	0	0
2180	0	0	0
2216	0	0	0
2252	0	0	0
2288	0	0	0
2327	0	0	0
2366	0	0	0
2405	0	0	0
2438	0	0	0
2471	0	0	0
2501	0	0	0
2531	0	0	0
2561	0	0	0
2585	0	0	0
2612	0	0	0
2633	0	0	0
2651	0	0	0
2672	0	0	0
2684	0	0	0
2696	0	0	0
2705	0	0	0
2711	0	0	0
2714	0	0	0
2714	0	0	0
2711	0	0	0
2711	0	0	0
2705	0	0	0
2699	0	0	0
2690	0	0	0
2678	0	0	0
2663	0	0	0
2645	0	0	0
2627	0	0	0
2609	0	0	0
2585	0	0	0
2567	0	0	0
2540	0	0	0
2516	0	0	0
2495	0	0	0
2468	0	0	0
2444	0	0	0
2420	0	0	0
2396	0	0	0
2372	0	0	0
2351	0	0	0
2327	0	0	0
2306	0	0	0
2285	0	0	0
2267	0	0	0
2252	0	0	0
2237	0	0	0
2228	0	0	0
2219	0	0	0
2207	0	0	0
2195	0	0	0
2183	0	0	0
2174	0	0	0
2162	0	0	0
2153	0	0	0
2147	0	0	0
2141	0	0	0
2138	0	0	0
2138	0	0	0
2138	0	0	0
2141	0	0	0
2141	0	0	0
2144	0	0	0
2144	0	0	0
2147	0	0	0
2150	0	0	0
2150	0	0	0
2150	0	0	0
2150	0	0	0
2147	0	0	0
2147	0	0	0
2144	0	0	0
2141	0	0	0
2135	0	0	0
2129	0	0	0
2120	0	0	0
2111	0	0	0
2102	0	0	0
2093	0	0	0
2081	0	0	0
2069	0	0	0
2054	0	0	0
2045	0	0	0
2033	0	0	0
2021	0	0	0
2006	0	0	0
1997	0	0	0
1985	0	0	0
1973	0	0	0
1961	0	0	0
1949	0	0	0
1940	0	0	0
1928	0	0	0
1916	0	0	0
1907	0	0	0
1895	0	0	0
1886	0	0	0
1880	0	0	0
1868	0	0	0
1862	0	0	0
1859	0	0	0
1853	0	0	0
1856	0	0	0
1862	0	0	0
1868	0	0	0
1880	0	0	0
1895	0	0	0
1910	0	0	0
1934	0	0	0
1961	0	0	0
1991	0	0	0
2021	0	0	0
2054	0	0	0
2087	0	0	0
2126	0	0	0
2156	0	0	0
2186	0	0	0
2222	0	0	0
2252	0	0	0
2279	0	0	0
2303	0	0	0
2327	0	0	0
2348	0	0	0
2366	0	0	0
2384	0	0	0
2396	0	0	0
2405	0	0	0
2417	0	0	0
2423	0	0	0
2429	0	0	0
2435	0	0	0
2438	0	0	0
2441	0	0	0
2444	0	0	0
2438	0	0	0
2435	0	0	0
2426	0	0	0
2420	0	0	0
2408	0	0	0
2396	0	0	0
2384	0	0	0
2366	0	0	0
2348	0	0	0
2330	0	0	0
2309	0	0	0
2291	0	0	0
2267	0	0	0
2246	0	0	0
2222	0	0	0
2201	0	0	0
2177	0	0	0
2153	0	0	0
2129	0	0	0
2108	0	0	0
2084	0	0	0
2060	0	0	0
2039	0	0	0
2018	0	0	0
2000	0	0	0
1982	0	0	0
1967	0	0	0
1955	0	0	0
1943	0	0	0
1937	0	0	0
1928	0	0	0
1922	0	0	0
1919	0	0	0
1913	0	0	0
1907	0	0	0
1907	0	0	0
1904	0	0	0
1904	0	0	0
1904	0	0	0
1904	0	0	0
1904	0	0	0
1907	0	0	0
1910	0	0	0
1913	0	0	0
1916	0	0	0
1919	0	0	0
1925	0	0	0
1928	1	0	0
1931	0	0	0
1934	0	0	0
1940	0	0	0
1943	0	0	0
1943	0	0	0
1943	0	0	0
1940	0	0	0
1934	0	0	0
1928	0	0	0
1919	0	0	0
1910	0	0	0
1904	0	0	0
1895	0	0	0
1883	0	0	0
1871	0	0	0
1859	0	0	0
1847	0	0	0
1835	0	0	0
1823	0	0	0
1808	0	0	0
1793	0	0	0
1778	0	0	0
1766	0	0	0
1751	0	0	0
