1529	0	0	0
1604	0	0	0
1679	0	0	0
1754	1	0	0
1823	0	0	0
1891	0	0	0
1960	0	0	0
2035	0	0	0
2104	0	0	0
2185	0	0	0
2248	0	0	0
2329	0	0	0
2373	0	0	0
2435	0	0	0
2529	0	0	0
2554	0	0	0
2616	0	0	0
2666	0	0	0
2754	0	0	0
2841	0	0	0
2885	0	0	0
2960	0	0	0
2985	0	0	0
3016	0	0	0
3035	0	0	0
3085	0	0	0
3079	0	0	0
3104	0	0	0
3179	0	0	0
3254	0	0	0
3310	0	0	0
3348	0	0	0
3379	0	0	0
3416	0	0	0
3479	0	0	0
3529	0	0	0
3535	0	0	0
3529	0	0	0
3510	0	0	0
3485	0	0	0
3454	0	0	0
3391	0	0	0
3316	0	0	0
3248	0	0	0
3160	0	0	0
3116	0	0	0
3085	0	0	0
2998	0	0	0
2935	0	0	0
2848	0	0	0
2748	0	0	0
2654	0	0	0
2498	0	0	0
2341	0	0	0
2304	0	0	0
2235	0	0	0
2179	0	0	0
2116	0	0	0
2010	0	0	0
1910	0	0	0
1848	0	0	0
1791	0	0	0
1729	0	0	0
1660	0	0	0
1560	0	0	0
1510	0	0	0
1479	0	0	0
1423	0	0	0
1366	0	0	0
1298	0	0	0
1260	0	0	0
1223	0	0	0
1198	0	0	0
1154	0	0	0
1123	0	0	0
1104	0	0	0
1048	0	0	0
1035	0	0	0
948	0	0	0
841	0	0	0
779	0	0	0
710	0	0	0
710	0	0	0
710	0	0	0
673	0	0	0
641	0	0	0
604	0	0	0
610	0	0	0
604	0	0	0
623	0	0	0
623	0	0	0
660	0	0	0
698	0	0	0
723	0	0	0
816	0	0	0
841	0	0	0
904	0	0	0
1004	0	0	0
1123	0	0	0
1198	0	0	0
1285	0	0	0
1391	0	0	0
1498	0	0	0
1598	0	0	0
1673	0	0	0
1723	0	0	0
1754	0	0	0
1785	0	0	0
1835	0	0	0
1916	0	0	0
1991	0	0	0
2060	0	0	0
2141	0	0	0
2198	0	0	0
2285	0	0	0
2360	0	0	0
2429	0	0	0
2498	0	0	0
2560	0	0	0
2641	0	0	0
2704	0	0	0
2785	0	0	0
2816	0	0	0
2891	0	0	0
2960	0	0	0
3016	0	0	0
3035	0	0	0
3160	0	0	0
3254	0	0	0
3335	0	0	0
3441	0	0	0
3485	0	0	0
3504	0	0	0
3548	0	0	0
3573	0	0	0
3610	0	0	0
3660	0	0	0
3698	0	0	0
3723	0	0	0
3823	0	0	0
3829	0	0	0
3841	0	0	0
3848	0	0	0
3841	0	0	0
3829	0	0	0
3816	0	0	0
3729	0	0	0
3629	0	0	0
3516	0	0	0
3423	0	0	0
3323	0	0	0
3223	0	0	0
3135	0	0	0
3048	0	0	0
2960	0	0	0
2885	0	0	0
2816	0	0	0
2754	0	0	0
2673	0	0	0
2604	0	0	0
2498	0	0	0
2398	0	0	0
2241	0	0	0
2123	0	0	0
2060	0	0	0
1966	0	0	0
1910	0	0	0
1829	0	0	0
1760	0	0	0
1704	0	0	0
1616	0	0	0
1579	0	0	0
1498	0	0	0
1435	0	0	0
1360	0	0	0
1323	0	0	0
1223	0	0	0
1129	0	0	0
1085	0	0	0
1054	0	0	0
1004	0	0	0
960	0	0	0
910	0	0	0
879	0	0	0
860	0	0	0
860	0	0	0
829	0	0	0
779	0	0	0
716	0	0	0
641	0	0	0
560	0	0	0
498	0	0	0
416	0	0	0
385	0	0	0
385	0	0	0
354	0	0	0
391	0	0	0
429	0	0	0
435	0	0	0
485	0	0	0
510	0	0	0
560	0	0	0
629	0	0	0
654	0	0	0
666	0	0	0
791	0	0	0
873	0	0	0
973	0	0	0
1079	0	0	0
1141	0	0	0
1223	0	0	0
1316	0	0	0
1423	0	0	0
1535	0	0	0
1654	0	0	0
1748	0	0	0
1848	0	0	0
1935	0	0	0
1979	0	0	0
2010	0	0	0
2010	0	0	0
2098	0	0	0
2179	0	0	0
2273	0	0	0
2354	0	0	0
2423	0	0	0
2491	0	0	0
2566	0	0	0
2641	0	0	0
2729	0	0	0
2798	0	0	0
2854	0	0	0
2923	0	0	0
2979	0	0	0
3060	0	0	0
3116	0	0	0
3191	0	0	0
3235	0	0	0
3285	0	0	0
3373	0	0	0
3391	0	0	0
3441	0	0	0
3479	0	0	0
3541	0	0	0
3629	0	0	0
3660	0	0	0
3735	0	0	0
3748	0	0	0
3766	0	0	0
3748	0	0	0
3741	0	0	0
3679	0	0	0
3635	0	0	0
3623	0	0	0
3616	0	0	0
3579	0	0	0
3498	0	0	0
3391	0	0	0
3298	0	0	0
3223	0	0	0
3135	0	0	0
3023	0	0	0
2910	0	0	0
2804	0	0	0
2698	0	0	0
2591	0	0	0
2516	0	0	0
2410	0	0	0
2310	0	0	0
2235	0	0	0
2123	0	0	0
2079	0	0	0
2004	0	0	0
1898	0	0	0
1835	0	0	0
1754	0	0	0
1704	0	0	0
1666	0	0	0
1566	0	0	0
1435	0	0	0
1391	0	0	0
1273	0	0	0
