reward_code,subj_id,condition,trial,epoch_trial,epoch_number,LR,button_press_onset,stim_onset,session_n,run_n
4.0,813.0,7520.0,0.0,8.0,15.0,82.0,0.4389219284057617,0.015948057174682617,8,5
4.0,813.0,7520.0,1.0,9.0,15.0,76.0,8.889488220214844,8.365226030349731,8,5
4.0,813.0,7520.0,2.0,10.0,15.0,,,16.397198915481567,8,5
4.0,813.0,7520.0,3.0,11.0,15.0,82.0,27.518033027648926,27.078978061676025,8,5
4.0,813.0,7520.0,4.0,12.0,15.0,82.0,38.46380186080931,37.97850394248961,8,5
4.0,813.0,7520.0,5.0,13.0,15.0,82.0,48.13753890991211,47.74290204048157,8,5
4.0,813.0,7520.0,6.0,14.0,15.0,82.0,57.811097860336304,57.37540888786316,8,5
4.0,813.0,7520.0,7.0,15.0,15.0,82.0,65.62389397621155,65.25746989250183,8,5
4.0,813.0,7520.0,8.0,0.0,16.0,82.0,73.68978309631349,73.15671706199647,8,5
4.0,813.0,7520.0,9.0,1.0,16.0,82.0,81.32350492477416,80.80554795265196,8,5
4.0,813.0,7520.0,10.0,2.0,16.0,82.0,90.98841881752013,90.53687286376952,8,5
4.0,813.0,7520.0,11.0,3.0,16.0,82.0,98.95901989936829,98.38637685775757,8,5
4.0,813.0,7520.0,12.0,4.0,16.0,76.0,107.50887703895569,106.93475604057312,8,5
4.0,813.0,7520.0,13.0,5.0,16.0,76.0,116.49139595031738,115.96692395210266,8,5
4.0,813.0,7520.0,14.0,6.0,16.0,82.0,126.3321759700775,125.81516790390013,8,5
4.0,813.0,7520.0,15.0,7.0,16.0,76.0,134.71791410446167,134.14743399620056,8,5
4.0,813.0,7520.0,16.0,8.0,16.0,76.0,145.0026707649231,144.46331191062927,8,5
4.0,813.0,7520.0,17.0,9.0,16.0,76.0,153.10651302337646,152.62844705581665,8,5
4.0,813.0,7520.0,18.0,10.0,16.0,76.0,164.42714595794675,163.94346785545346,8,5
4.0,813.0,7520.0,19.0,11.0,16.0,82.0,172.70511198043823,172.2922658920288,8,5
4.0,813.0,7520.0,20.0,12.0,16.0,82.0,181.15153288841245,180.440780878067,8,5
4.0,813.0,7520.0,21.0,13.0,16.0,76.0,189.1745159626007,188.70678997039795,8,5
4.0,813.0,7520.0,22.0,14.0,16.0,82.0,196.90623998641965,196.4388949871063,8,5
4.0,813.0,7520.0,23.0,15.0,16.0,76.0,204.842983007431,204.2212059497833,8,5
4.0,813.0,7520.0,24.0,16.0,16.0,82.0,213.35574793815613,212.85292196273804,8,5
4.0,813.0,7520.0,25.0,17.0,16.0,76.0,222.14239072799685,221.6016838550568,8,5
4.0,813.0,7520.0,26.0,18.0,16.0,76.0,229.86350393295285,229.31772899627683,8,5
4.0,813.0,7520.0,27.0,0.0,17.0,76.0,238.8259301185608,238.3670790195465,8,5
4.0,813.0,7520.0,28.0,1.0,17.0,82.0,247.71264386177063,247.06502485275269,8,5
4.0,813.0,7520.0,29.0,2.0,17.0,76.0,256.94851303100586,256.4143719673157,8,5
4.0,813.0,7520.0,30.0,3.0,17.0,76.0,265.13344311714167,264.47929906845087,8,5
4.0,813.0,7520.0,31.0,4.0,17.0,82.0,273.2200880050659,272.8116090297699,8,5
4.0,813.0,7520.0,32.0,5.0,17.0,76.0,282.78083205223083,282.31054496765137,8,5
4.0,813.0,7520.0,33.0,6.0,17.0,82.0,292.7614760398865,292.1589369773865,8,5
4.0,813.0,7520.0,34.0,7.0,17.0,82.0,300.7862389087677,300.2743740081787,8,5
4.0,813.0,7520.0,35.0,8.0,17.0,76.0,308.36412477493286,307.9401218891144,8,5
4.0,813.0,7520.0,36.0,9.0,17.0,82.0,316.96385169029236,316.4553258419037,8,5
4.0,813.0,7520.0,37.0,10.0,17.0,82.0,325.8565461635589,325.3375990390777,8,5
4.0,813.0,7520.0,38.0,11.0,17.0,82.0,333.54531693458557,333.05344700813293,8,5
4.0,813.0,7520.0,39.0,12.0,17.0,82.0,341.8950867652893,341.4017119407654,8,5
4.0,813.0,7520.0,40.0,13.0,17.0,76.0,350.5409450531006,349.9333219528198,8,5
4.0,813.0,7520.0,41.0,0.0,18.0,76.0,359.8775539398193,359.4157559871673,8,5
4.0,813.0,7520.0,42.0,1.0,18.0,76.0,370.02926087379456,369.2817258834839,8,5
4.0,813.0,7520.0,43.0,2.0,18.0,76.0,378.0568978786468,377.5640349388122,8,5
4.0,813.0,7520.0,44.0,3.0,18.0,76.0,388.07862997055054,387.57922887802124,8,5
4.0,813.0,7520.0,45.0,4.0,18.0,82.0,397.28370499610907,396.8109319210053,8,5
4.0,813.0,7520.0,46.0,5.0,18.0,76.0,407.40225481987,406.9594509601593,8,5
4.0,813.0,7520.0,47.0,6.0,18.0,76.0,416.36410188674927,415.87492990493774,8,5
4.0,813.0,7520.0,48.0,7.0,18.0,76.0,427.65866470336914,427.006178855896,8,5
4.0,813.0,7520.0,49.0,8.0,18.0,,,434.8054749965668,8,5
4.0,813.0,7520.0,50.0,9.0,18.0,82.0,445.12712693214417,444.67046093940735,8,5
4.0,813.0,7520.0,51.0,10.0,18.0,82.0,453.15779709815985,452.7196049690247,8,5
4.0,813.0,7520.0,52.0,11.0,18.0,76.0,460.9867169857025,460.40177297592163,8,5
4.0,813.0,7520.0,53.0,12.0,18.0,82.0,470.13061308860784,469.6007540225983,8,5
4.0,813.0,7520.0,54.0,13.0,18.0,82.0,480.5672340393066,479.89873290061945,8,5
4.0,813.0,7520.0,55.0,14.0,18.0,76.0,488.538950920105,488.0480399131775,8,5
4.0,813.0,7520.0,56.0,15.0,18.0,76.0,499.36672019958485,498.8965010643004,8,5
4.0,813.0,7520.0,57.0,16.0,18.0,82.0,507.39345097541803,506.96202588081354,8,5
4.0,813.0,7520.0,58.0,17.0,18.0,82.0,515.328122138977,514.6786570549011,8,5
4.0,813.0,7520.0,59.0,18.0,18.0,82.0,526.0429308414458,525.4930930137633,8,5
