stim_onset, stim_duration, trial_type, rt, accuracy, epoch_length,epoch_trial, epoch_number
1.135087013244628906e-02	1.500017166137695312e+00	0.000000000000000000e+00	4.768049716949462891e-01	1.000000000000000000e+00	1.300000000000000000e+01	0.000000000000000000e+00	2.300000000000000000e+01
8.360369920730590820e+00	1.499408006668090820e+00	1.000000000000000000e+00	5.184788703918457031e-01	1.000000000000000000e+00	1.300000000000000000e+01	1.000000000000000000e+00	2.300000000000000000e+01
1.639255189895629883e+01	1.487614154815673828e+00	2.000000000000000000e+00	5.209579467773437500e-01	1.000000000000000000e+00	1.300000000000000000e+01	2.000000000000000000e+00	2.300000000000000000e+01
2.707429790496826172e+01	1.500504970550537109e+00	3.000000000000000000e+00	6.002519130706787109e-01	1.000000000000000000e+00	1.300000000000000000e+01	3.000000000000000000e+00	2.300000000000000000e+01
3.797273993492126465e+01	1.499606132507324219e+00	4.000000000000000000e+00	4.472589492797851562e-01	1.000000000000000000e+00	1.300000000000000000e+01	4.000000000000000000e+00	2.300000000000000000e+01
4.773811602592468262e+01	1.500602960586547852e+00	5.000000000000000000e+00	5.145640373229980469e-01	1.000000000000000000e+00	1.300000000000000000e+01	5.000000000000000000e+00	2.300000000000000000e+01
5.736982107162475586e+01	1.488160848617553711e+00	6.000000000000000000e+00	4.197361469268798828e-01	1.000000000000000000e+00	1.300000000000000000e+01	6.000000000000000000e+00	2.300000000000000000e+01
6.523585796356201172e+01	1.487600088119506836e+00	7.000000000000000000e+00	4.534540176391601562e-01	0.000000000000000000e+00	1.300000000000000000e+01	7.000000000000000000e+00	2.300000000000000000e+01
7.313539004325866699e+01	1.498473882675170898e+00	8.000000000000000000e+00	nan	nan	1.300000000000000000e+01	8.000000000000000000e+00	2.300000000000000000e+01
8.078360486030578613e+01	1.488385200500488281e+00	9.000000000000000000e+00	4.671990871429443359e-01	1.000000000000000000e+00	1.300000000000000000e+01	9.000000000000000000e+00	2.300000000000000000e+01
9.051547098159790039e+01	1.499831914901733398e+00	1.000000000000000000e+01	6.291389465332031250e-01	1.000000000000000000e+00	1.300000000000000000e+01	1.000000000000000000e+01	2.300000000000000000e+01
9.836479496955871582e+01	1.498801946640014648e+00	1.100000000000000000e+01	5.486028194427490234e-01	0.000000000000000000e+00	1.300000000000000000e+01	1.100000000000000000e+01	2.300000000000000000e+01
1.069137930870056152e+02	1.499691963195800781e+00	1.200000000000000000e+01	5.953791141510009766e-01	1.000000000000000000e+00	1.300000000000000000e+01	1.200000000000000000e+01	2.300000000000000000e+01
1.159453148841857910e+02	1.488284111022949219e+00	1.300000000000000000e+01	4.926869869232177734e-01	1.000000000000000000e+00	9.000000000000000000e+00	0.000000000000000000e+00	2.400000000000000000e+01
1.257939698696136475e+02	1.500277042388916016e+00	1.400000000000000000e+01	4.344749450683593750e-01	1.000000000000000000e+00	9.000000000000000000e+00	1.000000000000000000e+00	2.400000000000000000e+01
1.341261720657348633e+02	1.500078916549682617e+00	1.500000000000000000e+01	4.603497982025146484e-01	1.000000000000000000e+00	9.000000000000000000e+00	2.000000000000000000e+00	2.400000000000000000e+01
1.444421398639678955e+02	1.499305009841918945e+00	1.600000000000000000e+01	4.779400825500488281e-01	1.000000000000000000e+00	9.000000000000000000e+00	3.000000000000000000e+00	2.400000000000000000e+01
1.526231179237365723e+02	1.488574981689453125e+00	1.700000000000000000e+01	4.327971935272216797e-01	1.000000000000000000e+00	9.000000000000000000e+00	4.000000000000000000e+00	2.400000000000000000e+01
1.639219520092010498e+02	1.499340057373046875e+00	1.800000000000000000e+01	4.667479991912841797e-01	1.000000000000000000e+00	9.000000000000000000e+00	5.000000000000000000e+00	2.400000000000000000e+01
1.722715339660644531e+02	1.499172925949096680e+00	1.900000000000000000e+01	5.106999874114990234e-01	1.000000000000000000e+00	9.000000000000000000e+00	6.000000000000000000e+00	2.400000000000000000e+01
1.804189798831939697e+02	1.500723123550415039e+00	2.000000000000000000e+01	4.372971057891845703e-01	1.000000000000000000e+00	9.000000000000000000e+00	7.000000000000000000e+00	2.400000000000000000e+01
1.886852250099182129e+02	1.500267982482910156e+00	2.100000000000000000e+01	4.587359428405761719e-01	0.000000000000000000e+00	9.000000000000000000e+00	8.000000000000000000e+00	2.400000000000000000e+01
1.964170799255371094e+02	1.501074075698852539e+00	2.200000000000000000e+01	4.607861042022705078e-01	0.000000000000000000e+00	9.000000000000000000e+00	0.000000000000000000e+00	2.500000000000000000e+01
2.042000958919525146e+02	1.499315023422241211e+00	2.300000000000000000e+01	4.204080104827880859e-01	1.000000000000000000e+00	9.000000000000000000e+00	1.000000000000000000e+00	2.500000000000000000e+01
2.128325290679931641e+02	1.499110937118530273e+00	2.400000000000000000e+01	5.218930244445800781e-01	1.000000000000000000e+00	9.000000000000000000e+00	2.000000000000000000e+00	2.500000000000000000e+01
2.215806620121002197e+02	1.488206863403320312e+00	2.500000000000000000e+01	5.233771800994873047e-01	1.000000000000000000e+00	9.000000000000000000e+00	3.000000000000000000e+00	2.500000000000000000e+01
2.292970628738403320e+02	1.499013185501098633e+00	2.600000000000000000e+01	5.856480598449707031e-01	1.000000000000000000e+00	9.000000000000000000e+00	4.000000000000000000e+00	2.500000000000000000e+01
2.383450720310211182e+02	1.500283956527709961e+00	2.700000000000000000e+01	4.327070713043212891e-01	0.000000000000000000e+00	9.000000000000000000e+00	5.000000000000000000e+00	2.500000000000000000e+01
2.470605669021606445e+02	1.487827062606811523e+00	2.800000000000000000e+01	5.898058414459228516e-01	0.000000000000000000e+00	9.000000000000000000e+00	6.000000000000000000e+00	2.500000000000000000e+01
2.564091339111328125e+02	1.488358974456787109e+00	2.900000000000000000e+01	4.187829494476318359e-01	0.000000000000000000e+00	9.000000000000000000e+00	7.000000000000000000e+00	2.500000000000000000e+01
2.644745159149169922e+02	1.499915122985839844e+00	3.000000000000000000e+01	5.183060169219970703e-01	0.000000000000000000e+00	9.000000000000000000e+00	8.000000000000000000e+00	2.500000000000000000e+01
2.728234660625457764e+02	1.488631963729858398e+00	3.100000000000000000e+01	6.391282081604003906e-01	0.000000000000000000e+00	8.000000000000000000e+00	0.000000000000000000e+00	2.600000000000000000e+01
2.823056640625000000e+02	1.499939918518066406e+00	3.200000000000000000e+01	6.187200546264648438e-01	0.000000000000000000e+00	8.000000000000000000e+00	1.000000000000000000e+00	2.600000000000000000e+01
2.921537129878997803e+02	1.488341093063354492e+00	3.300000000000000000e+01	6.152069568634033203e-01	0.000000000000000000e+00	8.000000000000000000e+00	2.000000000000000000e+00	2.600000000000000000e+01
3.002697119712829590e+02	1.487653017044067383e+00	3.400000000000000000e+01	4.766380786895751953e-01	1.000000000000000000e+00	8.000000000000000000e+00	3.000000000000000000e+00	2.600000000000000000e+01
3.079189488887786865e+02	1.499639987945556641e+00	3.500000000000000000e+01	3.955421447753906250e-01	1.000000000000000000e+00	8.000000000000000000e+00	4.000000000000000000e+00	2.600000000000000000e+01
3.164340629577636719e+02	1.500294923782348633e+00	3.600000000000000000e+01	4.504120349884033203e-01	1.000000000000000000e+00	8.000000000000000000e+00	5.000000000000000000e+00	2.600000000000000000e+01
