onset	duration	trial_type	rt	accuracy	epoch_length	epoch_trial	epoch_number
1.700997352600097656e-02	1.491945981979370117e+00	0.000000000000000000e+00	3.165571689605712891e-01	1.000000000000000000e+00	3.200000000000000000e+01	1.100000000000000000e+01	2.000000000000000000e+00
8.749740839004516602e+00	1.491367101669311523e+00	1.000000000000000000e+00	4.707188606262207031e-01	1.000000000000000000e+00	3.200000000000000000e+01	1.200000000000000000e+01	2.000000000000000000e+00
1.874754405021667480e+01	1.492120981216430664e+00	2.000000000000000000e+00	4.925251007080078125e-01	1.000000000000000000e+00	3.200000000000000000e+01	1.300000000000000000e+01	2.000000000000000000e+00
2.964610791206359863e+01	1.491167068481445312e+00	3.000000000000000000e+00	5.805408954620361328e-01	1.000000000000000000e+00	3.200000000000000000e+01	1.400000000000000000e+01	2.000000000000000000e+00
3.736190700531005859e+01	1.500191926956176758e+00	4.000000000000000000e+00	5.215668678283691406e-01	0.000000000000000000e+00	3.200000000000000000e+01	1.500000000000000000e+01	2.000000000000000000e+00
4.569338798522949219e+01	1.492578983306884766e+00	5.000000000000000000e+00	4.738340377807617188e-01	1.000000000000000000e+00	3.200000000000000000e+01	1.600000000000000000e+01	2.000000000000000000e+00
5.370942997932434082e+01	1.498903989791870117e+00	6.000000000000000000e+00	4.974920749664306641e-01	0.000000000000000000e+00	3.200000000000000000e+01	1.700000000000000000e+01	2.000000000000000000e+00
6.305794095993041992e+01	1.500113964080810547e+00	7.000000000000000000e+00	5.484898090362548828e-01	0.000000000000000000e+00	3.200000000000000000e+01	1.800000000000000000e+01	2.000000000000000000e+00
7.133970189094543457e+01	1.499814987182617188e+00	8.000000000000000000e+00	5.354218482971191406e-01	1.000000000000000000e+00	3.200000000000000000e+01	1.900000000000000000e+01	2.000000000000000000e+00
7.968870687484741211e+01	1.499886989593505859e+00	9.000000000000000000e+00	5.412790775299072266e-01	1.000000000000000000e+00	3.200000000000000000e+01	2.000000000000000000e+01	2.000000000000000000e+00
8.873734402656555176e+01	1.491315841674804688e+00	1.000000000000000000e+01	5.502049922943115234e-01	1.000000000000000000e+00	3.200000000000000000e+01	2.100000000000000000e+01	2.000000000000000000e+00
9.821980905532836914e+01	1.499405860900878906e+00	1.100000000000000000e+01	5.086672306060791016e-01	0.000000000000000000e+00	3.200000000000000000e+01	2.200000000000000000e+01	2.000000000000000000e+00
1.074176609516143799e+02	1.500868082046508789e+00	1.200000000000000000e+01	5.175251960754394531e-01	1.000000000000000000e+00	3.200000000000000000e+01	2.300000000000000000e+01	2.000000000000000000e+00
1.166505799293518066e+02	1.498950004577636719e+00	1.300000000000000000e+01	5.059700012207031250e-01	1.000000000000000000e+00	3.200000000000000000e+01	2.400000000000000000e+01	2.000000000000000000e+00
1.251986279487609863e+02	1.499883890151977539e+00	1.400000000000000000e+01	4.947648048400878906e-01	1.000000000000000000e+00	3.200000000000000000e+01	2.500000000000000000e+01	2.000000000000000000e+00
1.354965360164642334e+02	1.492102861404418945e+00	1.500000000000000000e+01	5.995380878448486328e-01	1.000000000000000000e+00	3.200000000000000000e+01	2.600000000000000000e+01	2.000000000000000000e+00
1.436628949642181396e+02	1.499965906143188477e+00	1.600000000000000000e+01	6.357719898223876953e-01	0.000000000000000000e+00	3.200000000000000000e+01	2.700000000000000000e+01	2.000000000000000000e+00
1.522947058677673340e+02	1.499973058700561523e+00	1.700000000000000000e+01	5.568330287933349609e-01	1.000000000000000000e+00	3.200000000000000000e+01	2.800000000000000000e+01	2.000000000000000000e+00
1.608430519104003906e+02	1.491991043090820312e+00	1.800000000000000000e+01	6.100308895111083984e-01	1.000000000000000000e+00	3.200000000000000000e+01	2.900000000000000000e+01	2.000000000000000000e+00
1.705755629539489746e+02	1.499124050140380859e+00	1.900000000000000000e+01	5.594978332519531250e-01	1.000000000000000000e+00	3.200000000000000000e+01	3.000000000000000000e+01	2.000000000000000000e+00
1.789245338439941406e+02	1.491658210754394531e+00	2.000000000000000000e+01	4.532670974731445312e-01	0.000000000000000000e+00	3.200000000000000000e+01	3.100000000000000000e+01	2.000000000000000000e+00
1.866895349025726318e+02	1.499832153320312500e+00	2.100000000000000000e+01	6.319119930267333984e-01	1.000000000000000000e+00	3.000000000000000000e+01	0.000000000000000000e+00	3.000000000000000000e+00
1.945222580432891846e+02	1.499544858932495117e+00	2.200000000000000000e+01	5.580370426177978516e-01	1.000000000000000000e+00	3.000000000000000000e+01	1.000000000000000000e+00	3.000000000000000000e+00
