reward_code,subj_id,condition,trial,epoch_trial,epoch_number,LR,button_press_onset,stim_onset,session_n,run_n
4.0,811.0,7520.0,0.0,0.0,11.0,76.0,0.3622450828552246,0.015432119369506838,4,5
4.0,811.0,7520.0,1.0,1.0,11.0,76.0,10.17195701599121,9.647845983505247,4,5
4.0,811.0,7520.0,2.0,2.0,11.0,76.0,18.1408793926239,17.647229194641113,4,5
4.0,811.0,7520.0,3.0,3.0,11.0,82.0,23.92478108406067,23.395860195159912,4,5
4.0,811.0,7520.0,4.0,4.0,11.0,76.0,30.870372056961056,30.39478802680969,4,5
4.0,811.0,7520.0,5.0,5.0,11.0,82.0,36.57355690002441,36.01034498214721,4,5
4.0,811.0,7520.0,6.0,6.0,11.0,76.0,43.429245948791504,42.82640600204468,4,5
4.0,811.0,7520.0,7.0,7.0,11.0,76.0,50.92513704299927,50.45909404754639,4,5
4.0,811.0,7520.0,8.0,8.0,11.0,76.0,58.58772230148315,58.00844717025756,4,5
4.0,811.0,7520.0,9.0,9.0,11.0,82.0,64.7986192703247,64.30685019493103,4,5
4.0,811.0,7520.0,10.0,10.0,11.0,82.0,73.67953610420227,73.10643601417542,4,5
4.0,811.0,7520.0,11.0,11.0,11.0,76.0,79.53336691856384,79.08809900283813,4,5
4.0,811.0,7520.0,12.0,12.0,11.0,76.0,87.6130621433258,87.0535659790039,4,5
4.0,811.0,7520.0,13.0,13.0,11.0,76.0,99.56085395812988,99.06960201263428,4,5
4.0,811.0,7520.0,14.0,14.0,11.0,82.0,106.70376420021056,106.1678750514984,4,5
4.0,811.0,7520.0,15.0,15.0,11.0,82.0,114.83415293693544,114.15078496932985,4,5
4.0,811.0,7520.0,16.0,16.0,11.0,82.0,122.05022501945496,121.4498610496521,4,5
4.0,811.0,7520.0,17.0,17.0,11.0,76.0,132.51866102218628,131.9481520652771,4,5
4.0,811.0,7520.0,18.0,18.0,11.0,82.0,140.37661123275757,139.8466281890869,4,5
4.0,811.0,7520.0,19.0,19.0,11.0,82.0,154.61319732666016,154.06211614608765,4,5
4.0,811.0,7520.0,20.0,0.0,12.0,76.0,161.87028312683105,161.34350514411926,4,5
4.0,811.0,7520.0,21.0,1.0,12.0,76.0,171.6418960094452,171.09228014945984,4,5
4.0,811.0,7520.0,22.0,2.0,12.0,82.0,180.98662090301517,180.4908289909363,4,5
4.0,811.0,7520.0,23.0,3.0,12.0,76.0,187.3693771362305,186.7899160385132,4,5
4.0,811.0,7520.0,24.0,4.0,12.0,76.0,194.2731170654297,193.68940615653992,4,5
4.0,811.0,7520.0,25.0,5.0,12.0,82.0,202.37696504592893,201.78820109367368,4,5
4.0,811.0,7520.0,26.0,6.0,12.0,76.0,213.31584095954895,212.72026801109314,4,5
4.0,811.0,7520.0,27.0,7.0,12.0,76.0,221.58461117744443,220.93550801277158,4,5
4.0,811.0,7520.0,28.0,8.0,12.0,76.0,227.03541183471683,226.46797299385074,4,5
4.0,811.0,7520.0,29.0,9.0,12.0,82.0,233.20643901824954,232.68363308906558,4,5
4.0,811.0,7520.0,30.0,10.0,12.0,76.0,239.6081330776215,239.16692805290225,4,5
4.0,811.0,7520.0,31.0,11.0,12.0,82.0,250.41269803047183,249.83229804039004,4,5
4.0,811.0,7520.0,32.0,12.0,12.0,76.0,261.5035071372986,260.93047618865967,4,5
