Pu,Ca,NAC,EXA,GPe,GPi,SNc,RN,SNr,PBP,VTA,VeP,HN,HTH,MN,STH,sample_n,tr
-0.6095241,-0.72212845,-1.1417423,-0.41778848,-0.4294913,0.29727045,-1.0027372,-2.0188918,-1.7186478,-2.2627742,1.3345236,0.5300572,0.46231854,0.023396334,-0.81068695,-1.414056,126,94.5
-0.6435497,-0.5398049,-1.8319663,-0.8620734,-1.4462463,-0.9060484,-0.16085029,0.51474655,0.37306857,0.19448508,2.615509,0.6760697,-1.5046362,-0.3984983,0.20456176,0.58590513,127,95.25
0.8371232,-0.33206454,-1.4486305,-0.7514435,0.37409034,-0.48960605,-1.2977804,-1.7134421,-1.3519564,0.079611324,-1.0185257,0.52577657,-0.9535146,-1.233977,-0.26857394,0.0540273,128,96.0
0.9715395,0.6520932,-0.010460672,0.16268447,-0.46687135,0.0531568,0.34489837,-0.85778797,-0.05677627,1.1976184,-1.1201184,1.5374353,-0.032048173,-0.48135033,1.1165067,-0.47196412,129,96.75
1.1779509,0.66113746,-0.89443445,0.22913238,0.6603287,-0.6391105,-0.45050913,-0.7159561,-0.45098737,0.8631612,-0.35912862,1.6938807,0.017349737,-0.48447734,2.0119712,-0.70561785,130,97.5
0.8810492,1.3482251,-1.5824628,0.06285355,1.4455771,-2.245264,0.7842689,-0.5329497,0.6317617,0.2864726,0.54393697,1.8179294,1.5110009,0.32330886,-0.27098584,0.3913085,131,98.25
1.6712003,1.5437208,-1.1643496,1.0392307,-0.64643383,-0.89441895,0.4288039,0.64377564,0.1845686,-0.042993292,1.4114163,1.2938039,-0.37386435,-0.14792792,-1.5486165,-1.2663047,132,99.0
0.9962087,1.278329,-0.62706786,0.12847444,0.4300712,0.16540502,1.21248,0.7771777,-1.1982216,-0.10094348,1.8388276,0.84688425,-1.4786038,-0.8868492,0.26614112,0.17306772,133,99.75
0.27595857,0.601909,-0.8344307,-0.9850768,-0.44626328,-0.3757393,-0.13349555,0.7594487,0.04159936,-2.107868,0.06654456,0.18721776,-0.6689649,0.8852153,2.1382325,0.3449385,134,100.5
0.475815,0.8660022,-0.24134824,-0.044786338,0.23723836,-0.37857172,0.7376431,1.0089453,0.6629155,0.5043601,-0.63306123,-0.45006737,0.0080159195,0.6169251,0.61407244,-3.0805397,135,101.25
0.54568857,0.45942667,-0.86798483,0.113079146,0.6376241,0.41163176,-0.7755576,1.8811958,-0.884215,-0.12034151,2.244122,1.0453855,-0.17122594,0.66353464,-0.5974821,-0.7836172,136,102.0
-0.13697292,0.54189205,-1.3871447,0.19710124,-1.0265237,-1.0391877,-1.6618313,-1.5253779,-1.1828161,-0.44918913,-0.17410503,0.58237576,-0.18830433,-0.84819806,0.27877614,-0.79100394,137,102.75
0.26866928,0.32102585,-1.2229105,-0.08545348,-0.0076945787,-0.008841982,-0.99611115,-1.0020962,-0.04075366,-0.9659481,-1.7607456,0.50634176,-0.10588146,-0.8203084,0.63261425,-0.22426657,138,103.5
1.4702287,0.17381267,-1.4187305,-0.6028661,-0.1133668,-0.7526026,-0.28826392,0.040752962,-0.20609969,0.018025419,0.47462642,0.6386965,0.42877418,0.44064268,1.0272402,-0.15936004,139,104.25
1.2259294,0.02395577,-0.83288586,0.18819487,0.07953295,-1.2253339,0.38304994,-0.96297646,-0.29569831,0.6991174,0.8250051,-0.48464093,-0.11090498,1.449474,-0.56955427,-0.6809079,140,105.0
0.0065820985,-0.4018215,-0.79539526,0.5158699,-0.36623964,-1.1431785,-1.1389319,1.0737233,0.7656568,0.32682842,1.1125846,0.78109354,0.61890805,0.21496174,0.09013504,-0.93282765,141,105.75
0.39612263,0.6561747,0.27655694,-0.016158707,0.3351268,0.088195026,1.3602178,-1.4286456,0.297344,0.36146694,0.21559449,1.3827649,-0.079872355,-0.8204915,-1.1666858,-0.8740125,142,106.5
1.3764201,1.0696146,0.04365409,0.40980455,0.30863068,0.44512638,0.21724065,-0.80117637,0.24847618,0.53034323,0.085454285,0.87719655,0.6495453,0.25621873,2.0670736,2.19341,143,107.25
0.22778957,0.44115257,-0.13661605,0.1620324,-0.60495,1.0307055,0.3585897,1.3675556,-1.3458765,0.10726202,0.708345,0.52666205,0.2529666,1.0246354,0.3267212,-1.112372,144,108.0
0.31120813,0.28373557,-0.56083,-0.0911472,0.73584706,-0.37469023,0.664653,-0.688322,0.88291216,-0.040117618,0.10910489,0.08873277,1.3194715,0.3069554,-0.3408107,-1.3827791,145,108.75
0.9973783,0.13443524,0.47967747,0.22347046,1.3645276,-0.9866903,-0.74502236,-1.1018842,-0.6346188,1.4779426,1.2205486,1.3159341,-0.56205237,-0.43999472,-0.68367225,-0.22756232,146,109.5
0.79216367,0.70478195,0.5940626,0.7855104,0.28866938,-0.2589502,-0.2510609,-0.4213335,-0.5444488,-0.35857424,0.6107129,2.444422,0.6488476,-0.03982025,0.79988307,1.12039,147,110.25
0.6519541,0.48094743,-0.8309098,1.7952069,0.79354525,-1.479953,0.19458686,0.3583205,-1.3727332,-1.028158,1.7366431,1.9382428,0.2287638,0.28899613,1.1860752,-1.61012,148,111.0
0.732544,0.5167999,-1.0273494,0.2269058,0.63659817,-1.4760267,0.26323873,-1.0391084,-1.0740863,0.14873524,0.67494357,1.0648358,0.38352376,1.031636,-0.06690021,-0.64133435,149,111.75
1.0410051,0.49597487,-0.0150401555,-0.38504165,0.3723284,1.0769235,0.6827523,0.8040215,-0.020708254,0.15618248,0.7394701,1.020947,-0.96847653,-0.67469054,-0.2720427,0.056773756,150,112.5
1.9067959,0.39862123,-0.43982655,0.30402544,1.2221668,-1.0103089,0.53690463,1.2795166,-1.2859231,-0.011695537,1.3791558,1.0463251,-1.0260532,-1.0759495,0.41231495,-0.13667513,151,113.25
1.8467138,0.7559402,-0.5294323,-1.2539698,0.32939488,0.6615901,1.5153489,-1.7869661,-0.6147563,0.15484959,0.05449056,-0.23013213,0.7572873,-0.49552053,0.5933803,-1.126293,152,114.0
2.6258764,2.409468,-0.1079786,1.9405876,1.5283887,-0.1660794,0.046367735,1.009762,0.5768597,-0.86109096,-0.57972765,1.0705123,1.926627,0.043200813,1.2888975,0.3917676,153,114.75
2.461188,2.6548233,-0.29230285,-0.41468716,2.2711496,0.77227974,-0.37993923,-0.35658184,0.6193276,0.46602345,-1.2527447,0.36982623,0.42250252,1.061385,0.06918131,1.4113586,154,115.5
2.6477442,2.3580315,-1.08355,2.4973154,1.8444017,-0.09243618,1.7055765,-0.40054867,1.3305167,0.5109225,0.3440665,1.2765423,2.1257768,0.5409328,0.07620774,0.8246992,155,116.25
1.5046623,2.1656432,0.16908021,1.2971339,1.440492,-0.10922097,0.14611974,-1.70222,-0.2010712,-0.48618153,0.060754336,-0.17638282,-0.23029876,-0.5609908,-0.43840116,0.63901424,156,117.0
1.7611465,2.1400409,-0.96136236,1.008615,2.2612026,-0.14923468,0.055804487,1.6350974,0.723806,0.41488525,-0.6955591,0.3030688,1.3424417,0.7969684,1.9413093,-0.8117786,157,117.75
1.205748,1.6781329,-0.5951605,0.61189973,0.7861629,1.3951749,0.57440054,-0.47457314,-1.8359718,0.5931202,0.18026656,0.3616594,0.6143032,1.1061916,1.1297853,1.0782586,158,118.5
0.75117517,2.1173143,-0.842484,0.9767589,-0.030287648,0.90978,1.7532904,-1.3053856,-0.34356043,-1.5349456,1.649569,-0.45064738,1.8414288,1.1316726,-1.0753684,-0.015207987,159,119.25
0.4360232,1.8338802,-0.26782143,1.7909127,-0.08214242,-0.48286217,-1.7632154,-1.3340207,-1.6209122,0.8746753,0.37279698,-0.59118056,0.58271235,-0.7215818,0.040913396,0.8664126,160,120.0
-0.15457052,1.5019317,-1.0859181,-0.19679905,0.37400115,0.012813381,0.2167036,-1.0037031,-0.8335415,0.7106088,-0.5182468,0.41850993,-0.4231072,-0.20205924,1.4862393,0.5268031,161,120.75
-0.90732324,-0.11639304,-0.9285846,0.7856217,0.9537932,0.28136986,0.9447775,0.39546445,-0.7124005,-0.08785832,0.9838974,-0.36726248,-0.14615487,0.5056622,1.8064939,-1.7339566,162,121.5
-1.1118306,-0.41977093,-1.2703364,-1.1006529,0.4614294,-1.150282,-0.12375889,-0.7251762,1.442035,-0.5463097,-1.759239,0.49016666,1.0153937,0.81404024,0.12847957,0.58743006,163,122.25
-0.6199412,-0.58052737,-1.3990717,-0.5844331,0.7815462,0.24065179,-0.62136114,-1.4731393,-0.9750479,-1.5554099,2.1191854,1.1192309,0.6423046,-0.36372072,-0.5568408,-0.6022937,164,123.0
-1.1096276,-0.8579783,-0.5557173,-2.2905285,0.7282863,1.3303887,0.38805777,-0.971538,0.26372167,-1.8684045,0.61919916,0.46448687,0.13920102,0.022353992,-0.04022802,-1.2533678,165,123.75
-1.3894483,-1.5624588,-0.34382203,-1.2744385,-0.54022634,-0.40969852,0.95568585,-0.23403318,-1.6775514,-0.44797534,0.86748475,0.36541027,0.45100012,-1.0952047,-0.43838024,-0.8599769,166,124.5
-0.9340596,-0.42612514,-1.1850513,-0.27471393,0.23485193,0.5699782,-2.4102294,-0.4951472,0.7655654,-0.5104404,-0.06102878,1.3926293,-0.0016357438,0.10238889,0.12485387,-1.2652636,167,125.25
-0.24598552,-0.18573257,-0.29449064,0.4741849,0.86096764,0.22920217,-1.6140617,-0.3599011,0.6826638,0.87746584,-0.25616375,0.90438825,-0.7013542,0.02324139,3.038233,0.6067372,168,126.0
-0.54082,-0.6707847,-0.18997018,-0.87810487,0.71048844,-1.068666,0.5308506,-2.1999488,-1.4679546,0.17860366,0.1578106,-0.09092528,0.3585845,0.47847685,1.4385401,-0.9704172,169,126.75
-0.3620426,0.27566528,-0.07300514,0.6259432,0.33383322,-1.3385862,-0.84194267,-0.5857942,0.19679698,-1.1209167,-0.21942055,0.61151636,-0.122130364,-0.35066327,0.26407975,0.1382738,170,127.5
0.26975724,0.50701356,0.030754687,-1.3913028,0.14954247,0.13559705,-1.7945735,0.6805771,1.2375352,0.07101834,0.8280025,1.8403417,-1.2675773,0.1646054,0.5156605,-0.6073603,171,128.25
0.52297765,0.6095155,-0.32376328,-0.20487842,-0.48092234,0.8653154,0.35714594,1.8876235,-1.3043228,0.15287007,0.1793087,0.90653825,-0.038823716,-1.0581876,0.5400516,-0.6619287,172,129.0
0.5754168,0.506828,-0.202948,2.4085698,-0.48335338,-0.1582565,0.61472124,-0.16295917,0.023245357,-0.11282619,0.19666862,1.5086272,1.8308003,-0.4751808,0.9168577,0.3347889,173,129.75
0.4103204,1.1294925,-0.3729143,0.48372746,0.71925354,0.39731973,-0.58254,0.3487579,-0.16776885,1.9867609,-1.7245675,0.5180777,-0.74428666,0.02219905,1.829891,-1.6891934,174,130.5
-0.23431726,0.6006103,-0.2574078,0.17431046,-0.74209195,1.3290849,0.6784141,-1.1608404,0.101758435,-1.1907043,1.323492,-0.019860178,0.6246603,0.9259652,0.34561357,-1.2251654,175,131.25
-0.67080283,-0.024234055,-0.9534424,-0.58352655,-1.4001681,-0.63308597,-2.194893,-0.31548643,0.24203058,-1.0589225,0.2692025,0.18250018,0.86935514,0.6494771,-0.5096857,-1.1600292,176,132.0
-0.57043946,-0.27329984,-0.03343651,-0.89186203,0.32223558,0.65600014,0.43889627,-2.15369,-1.4896914,-0.29521304,0.43346524,0.53221875,1.2718023,-0.94023395,-0.33061895,-0.41788763,177,132.75
0.0040526143,-0.4059494,0.17265597,-1.8288285,-0.362292,-1.2432576,-0.051054727,-1.6892064,-0.30378962,0.55813575,0.004396483,2.141106,-1.9627064,-0.5864577,0.94374967,-0.6233143,178,133.5
-1.1018759,-1.9590161,0.16717471,-0.93680745,-0.18125752,-0.051583227,-1.3928874,-0.43105412,0.6488129,-1.0556668,0.8790221,-0.04788329,-1.167859,-0.053525627,2.5920835,-0.81307393,179,134.25
-1.0194637,-1.1370062,-0.31019732,-2.315339,0.20942636,-0.81921715,1.439548,-1.5597031,-1.3147455,-0.8088297,1.4567695,-0.3280603,-0.40529233,0.9379521,1.0217834,-1.412531,180,135.0
-0.23380049,-0.37343636,0.1703976,-0.6856795,-0.8760222,1.1429836,-0.21406716,0.24088241,-0.20237404,0.88643885,0.5139203,0.021631198,0.54061717,0.4228102,-0.21210614,0.46827483,181,135.75
0.5957887,-0.5507508,-1.2492112,0.02415854,-0.26052284,-1.4719503,-1.5199801,0.72881156,-1.2408953,1.6233824,1.2139351,1.470763,-0.035707276,-1.2834036,0.07959278,0.018151205,182,136.5
-0.56829077,0.2987166,-0.5791009,0.7753476,1.6575907,-0.21213265,0.07560563,-0.07879257,0.6291332,-2.1624265,-1.6364926,-1.9316343,-0.052429076,0.059159905,-1.3366804,1.1834356,183,137.25
0.03233932,0.091532834,0.5933726,0.48024443,1.4758872,-0.15349083,0.51714534,-1.3728243,0.026468165,-0.56727886,-1.3483427,-0.97601795,0.56317645,0.20166484,-1.2266066,1.8184654,184,138.0
0.56198066,0.76405686,0.65018487,2.4235039,1.0569229,1.4404188,1.3175118,0.079872645,-0.1685917,-0.2647547,-1.5052277,-1.7173331,0.5240117,0.19577703,-0.6544312,0.32941076,185,138.75
0.90109473,0.42338866,0.29832518,0.5814908,-0.6517643,0.55323833,1.3380383,-1.3650267,-0.9072318,-1.1372917,-0.46838418,-1.6007318,0.46922588,0.58104885,-0.8972329,1.300574,186,139.5
1.5648259,1.6560092,0.40205362,1.915443,1.4463801,1.4108057,-0.26428494,-0.8707225,0.93607706,-1.1379156,1.485726,-0.5987171,-0.03077679,1.0809641,1.5537987,-0.104430914,187,140.25
-0.12875889,0.7628973,-0.7807707,-0.2959779,0.9328952,0.64886665,0.00041150665,-1.2589163,-0.18845426,0.55164135,0.24373305,-2.195149,0.18821906,2.0418196,-0.13562112,0.6988132,188,141.0
-0.5785447,0.5638302,-0.750416,-0.35857698,1.132932,-1.0356059,0.2837164,-1.9174703,-0.14555205,-1.8015153,-0.102066204,-1.316429,1.6193242,1.5171134,-1.6702528,1.0099907,189,141.75
-1.1273884,-0.18615001,-0.7863226,-0.56662035,0.43181086,1.0998976,-0.87172455,-0.4479665,-1.0044417,-1.417111,0.6921797,0.10981874,-0.042645622,0.0081274435,-0.19902118,0.27885956,190,142.5
-0.6847286,-0.93000793,0.05296205,-0.2187151,1.1679702,0.26430035,-0.37295058,-1.3495369,-0.24797334,0.56511223,-0.068584055,-0.22060034,-1.8913926,-0.40048438,0.67013735,0.8400712,191,143.25
-2.2867625,-1.4657081,-0.5881971,-2.4632964,-0.016638134,0.619763,-1.2067747,-0.138539,-0.17394018,-0.24638332,-0.32918194,-0.07900376,-0.93745947,1.5304526,0.032197066,-1.4506207,192,144.0
-1.3443528,-1.5035086,-0.63225114,-0.7542586,1.2402992,-0.07385303,1.5990033,0.19417588,0.9912534,-1.000927,-1.0863457,-0.9186995,0.6631352,1.0685265,-1.0936695,-1.5431311,193,144.75
-0.21914035,-1.4209505,0.4217517,-2.106612,1.2273633,1.3262074,0.68911326,-1.5004835,0.8007877,-0.5642955,-0.023187814,-0.4145619,0.24083419,0.31339255,-1.4266638,0.78832304,194,145.5
-0.24176972,-0.6963406,0.63174146,-1.3611643,-0.4421149,1.4543263,0.28398144,-0.5353733,-0.06461615,-1.0716106,-0.6475745,-0.3470659,-1.0093857,-0.6862971,-0.74291825,0.7945866,195,146.25
-0.5694331,-0.62166727,-0.5935137,-1.6298347,0.11871955,-0.41931978,-0.4984392,-1.243084,0.0018285434,-0.6328465,-0.2855992,0.1589897,0.2687116,-0.3778346,0.0070107356,1.478733,196,147.0
0.8689458,0.52510214,0.17293827,-0.44204244,0.4672282,0.89833045,-0.2307297,-1.0715632,0.07956449,-1.2934061,-1.187131,-0.11225099,0.10229988,0.6619571,0.78348106,-0.5898896,197,147.75
1.6866491,0.6206469,-0.36513546,0.711667,1.320702,1.5887994,1.8401741,0.20091975,-0.6403559,-0.3170727,-1.3961551,-0.05047795,0.9443823,1.2845727,0.34488633,0.56609786,198,148.5
1.1842065,0.6121592,0.20510444,1.9291525,1.0168664,1.868191,-1.9131851,-0.20002408,0.45386732,-0.77549577,0.18408187,-1.2651893,0.565882,1.237428,-1.4520202,1.3003445,199,149.25
0.414917,0.7383154,0.18076417,1.5189344,-0.58463186,0.51583225,1.089293,-0.5665373,-1.8105551,0.4342833,-0.47433585,-0.84273124,1.1858444,0.744133,-1.1154447,1.120308,200,150.0
2.03667,0.50274646,-0.04601441,-0.1578973,-0.7515931,-0.054340728,-0.29321593,-1.9411002,1.7755613,-1.1169691,-2.0444238,-0.22331873,0.038288806,0.092838794,-0.5189775,0.3978344,201,150.75
1.3072537,0.73534703,-0.17398904,0.16629472,0.6256473,0.5760327,-0.058252607,0.17318034,0.43357047,0.06327047,-0.4988582,-0.9915975,1.3457131,1.2748395,1.1757056,-1.0721918,202,151.5
-0.3035653,0.0026205247,0.18355577,-0.26133847,1.1687285,0.7052605,-0.50542784,-0.1325064,-0.17078595,-1.1509327,0.5696055,-0.3629316,0.53554714,1.7994047,-0.008376259,-0.40245828,203,152.25
0.36299455,0.12891589,-0.33558837,-1.44692,0.5614366,-1.2657523,1.0690595,-0.22607753,-0.012982658,-0.72047794,-0.89816326,-1.5876465,1.8813999,0.70153785,-1.14106,-0.5673768,204,153.0
0.36802635,0.8727738,-0.61673266,-1.2262009,0.5119683,0.6578585,-1.2566019,-0.082401596,-1.4442978,0.8365768,-1.4701365,-1.4107338,0.55974996,-0.66392905,-0.562465,1.2064074,205,153.75
0.8866522,0.5744978,0.7074441,-0.61875445,1.9854021,2.5680263,0.41576123,-1.1611829,-0.19718555,0.93952817,-0.37468582,-1.3992726,-0.320598,0.7395551,0.43700948,0.5261882,206,154.5
-0.009329173,0.19217953,-0.702747,-0.8743515,0.37467024,-0.4078252,-0.01470962,-1.0003048,0.7860679,1.5546498,-0.641117,-0.72953284,0.58752656,1.3325769,0.6415817,-0.22914462,207,155.25
1.0467168,0.6905894,-0.21293034,-0.28080526,0.23719376,2.229948,2.435715,-1.0856832,0.8718495,-0.6708201,-2.5208151,-2.108404,-0.028443335,1.7459356,-1.2539328,-0.43243155,208,156.0
1.5674098,1.0555148,-0.5899929,0.89270496,0.23271082,-0.10432041,0.27885506,-0.84777755,-1.3671105,-0.07327577,-0.1402139,-0.20969193,0.93942857,1.3238014,-1.5724295,1.5763919,209,156.75
0.9213034,1.5330997,-0.39839947,1.2368886,0.19577685,-0.44628033,0.8005269,-1.3731405,-1.2584264,-1.3332118,0.97311336,-1.1007241,-2.169089,-0.008000673,-1.1811415,-0.056568794,210,157.5
-0.4478275,1.2074589,-0.27381238,-0.8819537,1.113149,0.9040702,0.15035337,0.85265106,1.8470117,0.027378445,-0.17984682,-1.1900755,-0.38781855,0.35029706,0.38696122,0.8740125,211,158.25
0.7918917,1.4170545,-0.11930184,0.72081196,2.0692618,-1.5886046,-1.9104232,1.2915817,-0.7662968,-0.5671314,-1.1606822,-1.3386905,1.8949045,1.2715294,1.1920239,0.47224286,212,159.0
1.4877174,1.322762,-0.10716307,-0.3323986,1.0833521,0.27132896,-0.15067421,0.03213873,0.6962179,-0.50687844,0.6078662,-1.1020542,1.345814,1.3437045,0.3973936,1.0902857,213,159.75
0.5309741,0.649264,-0.5096245,-0.10059431,0.65568966,0.045184027,0.31091073,-0.9476974,0.36589152,0.031235363,1.1683829,-0.8917552,0.7172232,1.6135018,-1.6204112,1.0167053,214,160.5
-0.13373627,0.48957428,-0.4648804,-0.30895576,-1.9970443,1.721519,-0.28672948,0.09936663,-2.0174775,-0.17423059,-0.34655264,-2.498941,-0.21731359,0.20104507,-1.1472179,-0.21816699,215,161.25
0.031332966,0.48377666,1.152054,-0.6190248,1.1232078,1.7786921,-0.16297756,-0.018308539,-0.8248559,-2.3005438,1.8401353,0.1821135,0.3303737,0.8230551,-0.8716751,-0.27956462,216,162.0
-0.09769792,-0.10999246,0.5934667,-0.83952117,1.3731812,0.3316043,-0.4883747,-0.47939393,0.44664457,0.06840357,0.91215986,-1.4798346,-0.10512173,1.1954949,1.5215755,1.3476326,217,162.75
-1.184397,-0.7747245,0.73133737,-0.87723017,0.34848636,-0.049335264,-0.33649388,1.6515882,0.28497848,0.3133462,-1.1903114,-0.33453727,1.665691,1.4810681,0.6590981,-0.9042399,218,163.5
-1.9253181,-1.5063379,0.2930086,-1.0842079,-1.9178683,0.32733318,-1.4564615,-0.29343715,0.3992853,-1.9058676,-1.3176479,-1.8850387,1.2436692,0.4314729,-0.57634526,0.6569359,219,164.25
-1.497645,-1.4581944,0.81988454,-0.37200016,0.75609833,0.48969597,-0.7341558,-2.15614,0.5815225,-1.1860193,0.39587182,0.055566736,-0.42392895,-0.24390782,-1.4177225,-0.23645756,220,165.0
-1.5896856,-1.48055,0.87561464,-1.2563554,-0.059214804,0.8335442,-0.29601976,0.38092297,-0.6744125,0.47180882,0.062056597,-0.330044,-1.1699986,0.7132008,1.5904168,-0.042139653,221,165.75
-1.6578728,-1.8004396,0.5920552,-0.29018876,0.3516311,1.6764998,1.2704746,-0.15076226,0.9378599,-1.4893886,1.4548538,-0.46544972,0.46438065,2.0810483,0.1966145,-0.38705352,222,166.5
-1.0528637,-0.91762424,-0.10892743,-0.36675176,-0.13879237,1.1882126,1.1291255,-0.6994652,-1.9804039,-0.36626542,-0.88737386,-0.9328715,0.9813687,1.2999825,-1.7003415,-0.0262512,223,167.25
0.9839965,-0.31059015,0.8204648,0.03718411,0.19365805,0.5594577,0.38773692,0.2852444,-2.1915321,-0.18846716,0.27910402,-0.51518524,-1.6192467,0.08162658,-1.0776808,0.63217676,224,168.0
0.97798556,0.44124532,1.0281962,0.0006043611,0.176217,1.0833077,0.0404532,-1.0571798,-1.4534405,0.6642747,-0.025087398,-1.2259754,0.38941553,0.08668334,-1.2815363,2.519361,225,168.75
0.55806404,0.8399825,1.7830191,2.6147366,1.5398525,1.292503,-0.12776934,1.6565671,-1.6869912,-1.1944932,-0.61753637,-0.5555707,2.0902867,0.6873113,-0.86533403,1.4725103,226,169.5
1.0069251,1.1237876,0.45420015,1.5324848,2.2508762,-0.3272133,0.89036095,0.24852195,0.33793765,-0.9181847,-0.88395137,-0.8362581,3.0979745,1.9144286,0.6629226,0.5150138,227,170.25
1.6992693,1.8301234,0.36620978,1.1608504,1.5865107,1.081794,0.06983059,-0.6388758,1.7979838,-0.00032330048,-0.31288752,-0.45705476,1.7494007,1.3584381,-0.610159,-0.5327059,228,171.0
0.1416783,1.8017383,0.48059493,2.0080216,0.03593034,2.397556,1.4554782,-1.4274075,-0.3746914,1.0407495,0.11850055,-1.3786197,0.38637662,0.7123557,-0.35522455,0.31681806,229,171.75
-0.3647897,0.76994723,0.5657702,-6.361696e-05,-0.79644465,1.5672339,-1.5625397,0.74027085,-0.3918797,1.0986544,0.09955855,-1.8076783,-1.5228852,-0.11919312,-0.71500087,-0.74995464,230,172.5
-1.1762645,0.62291956,1.2746336,0.82255137,-0.7043105,0.47006378,1.9732512,-1.3963225,0.5384603,-0.62487173,1.8903747,-0.8684845,2.3388035,1.6292214,-0.63671607,0.16391014,231,173.25
-0.544655,-0.112960845,0.34006593,1.6805215,1.0271705,0.68941987,0.5913281,0.39198714,0.05593057,-1.0127813,0.8566684,0.13049096,0.2922632,1.4582916,-0.5983401,-0.9335983,232,174.0
-0.04999131,-0.37807444,0.2845632,0.079505295,-1.0442547,0.5352097,-0.878769,-0.18461329,-0.58661956,-0.24544746,0.63013387,-0.8092945,-0.49197125,0.50787365,-1.0416645,-0.3620075,233,174.75
-0.9889467,-0.15776485,0.25267932,0.011085255,-0.47345078,1.1652534,-0.4165982,-0.90586436,-0.4110794,-1.046257,-0.2514336,-1.205222,-1.1819915,0.3002506,0.35868806,1.3088871,234,175.5
-0.6390347,-0.032350723,-0.53637993,-0.9404495,0.12668176,0.74819654,0.54284006,-1.5988228,-0.48454112,0.33298814,-0.31173593,-0.5057733,-0.10078817,0.59224695,-0.51851714,-0.36781195,235,176.25
-1.0834895,-0.9394697,0.032526884,-0.5853396,0.6686255,1.858225,-0.8196097,0.82675564,1.1605765,0.657389,0.32886985,0.055864483,-0.58195263,1.3911874,-0.48176834,-0.573542,236,177.0
-1.6250983,-1.3711838,0.31494933,-1.5389102,-0.7358025,0.6754975,0.19014397,-1.1626054,-2.2307544,-1.2871159,-0.1303716,-0.69479686,0.46384576,0.8083215,-0.8460964,-1.2035544,237,177.75
-2.7973647,-1.0613124,0.15675324,-0.5447679,-1.5873358,0.5919932,-0.32575285,-0.99132174,0.49356955,0.8234236,0.5010699,-1.7715967,-0.670058,0.15899928,-1.3477564,-0.73941153,238,178.5
-0.88436747,-0.88344145,0.32379463,-1.9901929,-0.014809277,1.1853052,-1.9409863,-0.34859985,-1.1879817,0.20111558,-0.61271477,-0.32772386,-1.6879015,-0.23896375,-1.0240749,0.53191066,239,179.25
-1.2289485,-0.24440451,0.3724595,0.7086134,1.9273694,1.1007818,0.5370929,1.0235395,-0.16866027,0.21983297,-1.5973601,-2.133747,0.5556722,0.30530736,-1.4592637,0.9956928,240,180.0
-0.84128463,-0.7538994,0.11270707,0.6546344,1.9882569,1.2103475,0.61923385,-0.8636625,1.5492791,-1.1230041,-1.6159631,-0.68699354,0.022024397,1.3084903,-0.99595344,0.85348374,241,180.75
0.11518672,-6.957145e-05,0.57069474,1.446761,0.29750142,0.52596307,1.141959,0.8468292,1.8234234,-0.074620016,-0.39212644,-0.48812497,1.2862372,0.42936003,0.06495394,-0.07984398,242,181.5
0.48022118,1.0512478,-0.03933338,1.468518,1.1212897,1.4927664,-0.10299524,-0.66261107,-0.60234505,1.0331945,-1.5228405,-1.0903648,1.4251902,0.884511,0.18267152,-0.092854805,243,182.25
1.7058786,1.4855592,1.24293,0.80330724,1.4579778,1.2419089,1.0618336,-1.628775,1.0014247,0.117482856,0.15234862,-1.0056535,1.2041787,1.5137751,-0.22968529,-1.2741834,244,183.0
0.41750085,1.10338,0.70419765,0.66484493,1.8898332,1.3297743,-1.4639872,0.23932816,-0.42499918,0.9585122,0.9963711,0.041081488,-0.16077578,2.0023232,-1.5124537,0.5245485,245,183.75
-0.6522533,0.95830035,-0.08213274,1.3985075,0.8702011,1.3899597,0.28561354,-0.7238063,-0.2676302,0.28258163,0.96119386,-2.1811974,0.07893433,0.46470103,-0.74128586,-0.44951695,246,184.5
-1.0146767,0.65074813,0.08365401,-0.05758925,0.53755,1.3370576,0.16311008,0.03198067,0.30705816,-0.78818953,-0.84753644,-0.24069253,-0.8878445,-0.022072278,-0.59742975,-1.0319624,247,185.25
-1.7048451,0.13527009,0.3851864,-0.6235734,0.59930736,1.5187678,0.93872344,-1.2713501,-0.3672858,-0.613301,-0.09526431,-0.08504379,-0.3424906,0.4299939,1.1898474,-0.67331624,248,186.0
-3.0471036,-1.5954821,-0.1832029,-1.2690789,0.035751913,1.6127626,1.1349633,-1.931643,0.67164683,-2.3252847,0.23768452,-2.0052824,0.119145714,2.2380896,-0.7542191,0.02792367,249,186.75
-3.0858617,-1.8114783,0.078415826,-1.0835558,0.30301028,1.8835222,0.24490924,-0.80157155,-0.016342606,-2.4904573,-0.9130586,-0.990596,0.6851363,1.6088254,-1.6573509,0.34902126,250,187.5
-2.3953397,-1.8883779,0.023540432,-1.9305838,0.034993608,0.75372654,-0.3490274,0.21746328,-1.0448525,-0.7092305,-0.7281587,-0.9413129,-1.3676213,0.018226884,-1.2883587,0.3953093,251,188.25
-1.6486524,-2.1256166,0.22971132,-1.4738777,-0.40469024,0.8274297,-1.5295633,0.28550783,-2.223486,-1.0382483,-1.7220706,-0.73917294,-0.68570995,-0.2096655,-1.1060063,-0.331198,252,189.0
-1.357381,-1.835921,-0.272495,-1.9827815,-0.77938277,0.38603497,0.2675979,-1.5985857,-1.0741777,-1.7666045,-1.6576893,-0.68307257,-1.7583858,0.11020645,-1.0133651,-0.3609991,253,189.75
