Pu,Ca,NAC,EXA,GPe,GPi,SNc,RN,SNr,PBP,VTA,VeP,HN,HTH,MN,STH,sample_n,tr
-1.8920269,-0.8372924,-0.9474671,-0.5332851,0.5940884,1.041076,0.75697,-1.0414265,-1.136554,1.3587638,-0.22571662,-0.3026009,-1.9416045,0.45068577,-0.3000438,-0.8614362,33,24.75
-1.6427503,-1.3655252,-1.1150104,-1.8787837,-1.590213,1.7769687,0.24410017,0.83900523,0.61077917,-1.1733992,0.8935192,-0.24577744,-0.1716368,0.39677984,-0.13402538,-1.9852941,34,25.5
-0.62755686,-0.6597924,-1.2872272,-1.2895317,0.21584967,-0.007613097,-1.9280273,-0.3842159,0.44406176,1.6121236,-0.9117886,-0.594711,-2.1294901,0.5385805,-0.148005,-0.53737074,35,26.25
0.5193058,-0.8085362,-1.978949,-1.4168292,0.752396,1.5608946,-0.59314156,-0.7568144,1.478743,1.0780596,1.0548438,-0.17409363,-0.20904185,1.0359322,-0.09759048,0.8172469,36,27.0
0.29940388,-1.2344062,-1.2613814,-0.12017243,-0.54209983,-0.083519265,0.5591469,-0.22586678,0.33974335,1.6927559,-0.100898474,0.52032816,-1.281392,0.747429,-0.5438918,-1.6002574,37,27.75
0.122367196,-1.1739254,-1.5850035,-0.20508517,-1.2993579,0.19055222,1.1813868,-0.28745723,1.477623,0.5103156,1.2086614,-1.0477172,-0.6034189,0.80875814,-0.647567,0.02807124,38,28.5
-0.19879569,-1.0224916,-1.9077238,-1.0533696,1.6693444,0.48112375,0.321031,-0.13759065,0.35480598,0.4593816,-0.92924535,0.7198967,-1.1183525,-0.45626372,-1.6728897,0.20564806,39,29.25
0.34566897,-0.7139654,-1.0688704,-1.0168058,1.8973271,2.0618155,-0.29525256,-0.12173203,0.28765273,-0.26210025,1.0039587,-0.13793465,-0.95800316,-1.0252271,-0.5509182,-2.0095367,40,30.0
-0.014904917,-0.2885128,-1.4455959,0.43875027,-0.46698287,-1.116143,-0.13778499,-2.1658869,0.49807236,0.04030479,0.64495385,0.91378474,0.23506644,-1.2342305,-0.0994949,-1.3036811,41,30.75
0.7568597,0.35024586,-1.1304113,0.10800569,0.58813345,-0.7548655,-1.506519,2.8827124,0.31700084,-1.5205842,0.54078895,1.8210925,0.34529698,-0.2195255,-0.06622529,0.2863201,42,31.5
1.4484696,1.0953097,-1.8541893,0.13750805,-0.29843813,1.0714834,-0.026308527,-1.0383444,-0.32678357,1.1025227,-0.60444915,0.4962647,-0.49546754,0.52177626,0.813193,0.61805916,43,32.25
0.50094664,0.5310389,-1.5994006,-0.6234621,0.9371328,-0.2877391,-1.8826919,-0.32117656,0.6745268,-0.10891823,0.6990246,0.59707755,1.4292059,-0.097177185,1.6906179,-0.73644376,44,33.0
0.07966515,0.5558527,-2.6687887,-0.35701838,0.23592249,-0.20056313,0.43573675,-1.23879,0.32614356,-0.3729583,-0.85408,0.9739685,1.4955814,0.30925134,-0.38819593,0.30409417,45,33.75
0.7702959,0.63140726,-2.1801717,-1.3246483,-0.09066221,0.8295428,0.18565229,-0.8482517,0.5482887,-1.2064836,0.21638015,0.20954885,-0.104710855,0.9999714,-0.59312916,0.31039053,46,34.5
0.30585,0.07933465,-2.064877,-0.52975434,-0.4172692,0.33476645,-1.3353252,-0.04654847,0.6396016,-0.66155785,2.4368515,-0.036340725,0.42672756,0.40078017,0.054479692,-0.29940468,47,35.25
-0.57903427,-0.26624992,-1.9893861,-0.43940234,-0.782416,0.7788588,-1.503757,-1.4133139,-0.44721597,-0.57333654,0.56342787,0.062066924,-0.51362354,-0.39546987,-0.78039426,0.36732003,48,36.0
0.103600055,-0.1098997,-1.3527358,-0.9573239,-2.2648602,-1.1942521,-0.1818441,-1.3250904,-0.07174747,-0.7605785,0.5672055,0.6338939,-1.7724484,-1.5641174,-0.7400721,-0.81506616,49,36.75
-0.31547835,-0.4759383,-1.8161733,-0.9472406,-0.14309686,-0.17472656,0.5337311,-0.30350026,-0.29457834,-1.7033908,0.68348897,0.48869726,-1.3837771,-0.63274336,0.32497898,-1.8798057,50,37.5
0.06350909,-0.88743025,-1.5395694,-1.4915155,-1.8714777,0.8393439,-2.1507988,-0.6734118,1.5304679,0.7655131,-1.1605961,1.737,-0.37401938,-0.3007295,1.3753337,-1.7995927,51,38.25
-1.4320688,-1.1283793,-2.2789364,-0.32652995,-0.84524393,-0.6176949,0.4078868,0.34238285,0.42175353,-0.12031882,0.30794752,0.08520233,1.0447674,0.635814,0.39530084,-1.3585857,52,39.0
-0.46227002,-0.7064053,-2.768408,-0.179702,0.45545217,-0.6321268,0.100847036,-0.9519386,1.6491176,-0.4361834,1.6022893,0.52033204,-0.25722262,0.9617851,-1.1318938,-0.35049698,53,39.75
0.24166092,-0.53576976,-1.7651403,-0.7620993,1.2061532,-0.16291727,-0.9135867,-1.1184014,-1.1235942,-0.8587371,0.50947005,-0.37150443,0.55578077,1.1094031,-0.34915555,0.48706552,54,40.5
-0.20907682,-0.4091497,-1.4482933,-0.52421963,-1.111231,-0.21489015,0.34295943,-0.60349685,-0.7420686,-0.6374294,0.9996106,-0.73034877,0.71887445,0.06061073,-0.98048276,0.37904373,55,41.25
0.81914485,1.2671976,-1.558201,0.6985301,0.38037983,0.94706625,0.47259098,-0.12470881,-0.5784597,-1.8728342,1.8329083,0.2514192,-0.8587577,-0.10917819,-0.8256606,0.782289,56,42.0
1.3913795,2.0213058,-0.8140818,0.6475093,1.2496889,1.1512111,-1.2424711,-0.9193257,-1.5610274,-1.342128,2.6069314,0.9442749,-1.0853276,0.2661773,-0.33140373,-1.6268448,57,42.75
0.96365184,1.4501241,-1.0112191,-0.20902942,-0.07661124,0.053546447,0.30122986,-1.2157396,1.613278,0.0054790922,0.3525635,1.3283969,-1.1760454,-0.8391551,-0.6587528,0.016347561,58,43.5
1.578806,1.7859687,-1.4180561,1.7239082,0.28055105,0.2661137,1.405093,1.2057556,1.7502817,0.7162807,0.9806202,0.64965135,1.3512949,-0.88569415,-0.12969337,-1.8598754,59,44.25
2.1502519,3.4352295,-0.4544668,0.3923894,0.20871267,0.65096474,0.25700334,1.1611038,0.4833983,0.86740947,0.21599269,1.1505524,0.5980853,0.7861365,0.7644527,-1.8303039,60,45.0
1.908863,3.2269325,-1.3868937,2.5793972,0.9143836,0.29857427,0.28652722,-2.0021112,0.12246669,1.5040562,0.8658004,0.12527844,1.4550909,0.8867506,0.76467246,-0.9532416,61,45.75
0.77388614,2.722586,-1.590375,1.9417486,0.4742091,0.42529935,2.0101194,-2.4052942,2.4669793,0.61580235,0.05570134,0.54750055,-0.22377904,0.5633431,0.7323498,-0.38399553,62,46.5
1.6528683,2.0404146,-1.6261561,1.4178152,0.7630569,0.034708526,0.41397572,0.10071014,0.547923,-0.14273432,0.5134522,1.9157802,0.28683656,0.89761066,0.37586436,1.0182465,63,47.25
1.2911792,1.4795296,-1.4056351,0.86266184,1.1408719,0.14560796,1.1311481,0.73721504,-0.50444937,-2.2028503,0.20764637,0.44892663,-0.5156546,0.6312925,0.52126914,0.7990957,64,48.0
-0.28028315,0.089399315,-2.2027164,0.24519566,-0.6001325,-0.53155303,-0.72430754,-0.6777584,0.5632599,0.4083285,1.966966,1.5256066,0.66323596,-0.090021655,-0.4734339,-2.3798246,65,48.75
0.08311939,0.035875678,-2.0217168,-0.5464856,-0.26725838,-0.13474283,-1.1728916,-1.5036447,2.278045,-0.23337756,1.5276622,0.54562515,0.8802472,-0.24859837,-0.61737895,0.31543252,66,49.5
0.6354989,0.75236887,-2.4048173,-0.9851245,0.3166598,-1.2075151,0.19106464,0.017570928,-0.65470994,-0.008791504,-0.5304031,0.88766414,-1.7744486,-0.5896411,0.48867443,-2.156845,67,50.25
-0.097561926,0.5002883,-1.8458381,-0.5281321,0.21975271,1.5735881,-0.65955454,0.77683526,0.8566726,0.7880874,1.432936,1.1397909,-0.41603708,-1.7362305,-0.5258418,-0.4467459,68,51.0
-0.12554945,0.53303325,-2.7339835,1.9833382,-1.2369537,-0.20442963,0.081283025,-0.8722767,1.2754319,0.9697142,0.14620323,0.74284256,1.2187608,-1.0835981,0.47846702,-0.058356043,69,51.75
0.16205017,0.2561389,-2.3189285,0.052388564,0.39610353,0.7759364,-0.9494714,-0.503656,-0.104066975,-0.48386168,1.0121005,0.4948301,-0.28499153,0.6240384,1.1427081,-0.8280524,70,52.5
-0.49050233,-0.360125,-2.485327,-0.8208655,-0.9728178,-0.19695142,-0.6008834,0.5161164,0.73934865,0.046118528,-1.2103727,0.23772277,-0.6235207,0.5138883,0.23363538,0.10223375,71,53.25
-0.8967701,-0.2804425,-1.9706525,-0.29543716,-0.08682607,-0.60783386,0.6167857,1.0016483,-0.34538898,-0.25145972,-0.06559208,-1.3409332,0.24521427,0.8326897,1.115633,-1.4486694,72,54.0
-0.75411266,0.052711967,-2.6051307,-1.4785535,-0.76336914,-0.74482465,0.7602202,-1.1710615,-0.8465927,-0.6517454,0.048920963,0.45657915,-0.19112618,0.51222616,0.52092904,-1.5923542,73,54.75
0.029592244,-0.13026094,-1.9193058,-0.8844507,1.325185,0.8115741,0.9674731,-0.9503317,-0.31192663,-0.8912543,0.20502032,0.07699299,0.5559513,0.9288387,0.06272516,-0.050502,74,55.5
-0.62714887,-0.09371274,-2.1191564,0.2483765,0.8465598,-0.7043913,2.6929555,-0.8262288,1.469646,-0.3441789,1.6171577,-0.0025559925,-0.3951135,1.4273735,-0.41205338,-0.5901519,75,56.25
-0.027089959,-0.8022284,-2.2849119,-1.8488679,-0.46316904,-0.6183393,0.07354113,-1.9373332,0.53679174,-2.30832,0.27676317,-0.5077183,0.91255116,1.5862038,-0.6732765,0.4371948,76,57.0
0.9567978,0.8508356,-2.565413,-0.6880174,0.5360557,-0.81182885,0.99818265,-1.108918,-0.044136465,-0.16251238,0.7464227,-0.23041442,-0.27602205,-0.44427678,-1.0570619,-1.3282025,77,57.75
0.17518717,1.033623,-1.5192282,-0.7475947,1.1200408,1.7977248,-0.9252623,1.4289618,-1.0402126,-0.059657443,-0.70561665,-1.9244304,-1.9773273,0.64158916,-1.0912786,1.2934577,78,58.5
-0.9773872,0.602883,-2.3111732,-0.48935756,-0.56455904,1.3463042,-0.53543293,-0.5584236,-1.5298965,-1.2037838,-0.54226875,-1.2535964,-0.31612492,0.47058886,-1.7842321,0.83733296,79,59.25
0.42704764,0.741794,-1.8916878,-0.61115223,-0.116310805,-0.642977,0.07571025,-0.7783895,-1.7964753,1.1348925,-0.842618,-0.57381064,0.19787848,-0.3390285,-1.3471547,0.8524507,80,60.0
0.35181588,0.7614595,-1.567752,0.9716218,0.37279677,-0.30981407,0.9191315,-0.26598752,-0.7795309,-0.28461218,0.8435866,-0.96888745,-1.3484575,0.02932641,-0.7439908,0.76892567,81,60.75
1.5302835,1.2966495,-1.4144647,0.4821211,0.5319742,1.1018908,-0.13485561,-1.12612,-0.15016912,-0.22782473,0.33419728,-0.11686415,-0.96397245,-0.26109236,0.025280504,-0.40157285,82,61.5
0.283547,1.3248955,-1.5273051,1.7796367,0.5510434,1.7227929,0.87895036,-0.14973487,1.0027046,0.36403066,-1.8215431,-0.14610533,0.9373432,0.30696946,0.1640983,-0.89868957,83,62.25
0.06435225,0.66879034,-0.90399337,-0.24091741,0.029060975,0.14481369,0.25223267,0.054820243,1.0887376,-1.2956351,-1.2300735,-0.6138133,1.0549617,1.2721211,1.1101761,0.5253847,84,63.0
-0.2226218,0.80213565,-1.8754244,-0.039601557,2.1464753,1.8996025,2.3652916,-1.7581993,-0.0035656595,-0.072941124,-0.08514755,-1.3217574,1.4212443,1.3188856,-0.5466124,-0.47011128,85,63.75
-0.414781,-0.1262258,-1.0427893,-1.9917516,1.2039005,1.4896493,-0.48401552,0.88247156,0.058444817,0.2469505,-0.18160649,-0.4611459,0.51705784,1.4193728,-1.1389306,-1.9112054,86,64.5
-1.502976,-0.83956504,-1.8774475,-0.8902239,0.21185741,1.3621598,0.7161332,0.5901408,-2.5602121,-1.5789144,0.26529035,-1.2329551,1.6158047,1.4696728,-0.64953417,-0.7306065,87,65.25
-1.6851804,-1.4530925,-1.8854458,-1.2435843,0.0028771034,0.94747084,1.8652412,-0.50012606,-0.3485661,-0.6556817,1.3001804,-0.25887448,0.1114864,0.31088528,-1.1039188,-0.6345461,88,66.0
-1.3360844,-1.116413,-1.0937754,-1.910958,-0.2888032,-0.33512613,-0.5672236,1.3123403,-0.5455002,0.12999515,-0.5348157,-0.062148128,0.8096466,0.17323992,-0.516979,-0.018331569,89,66.75
-0.23491563,-0.8522271,-0.87750447,0.065827645,-0.07995671,-0.014566791,0.2630295,-0.517776,-0.95353967,-0.3214344,1.0788656,0.39740077,-0.11188952,0.23175187,0.2498804,0.26784095,90,67.5
-0.5819717,-0.7885924,-1.2279605,-0.8985577,-0.5174326,1.3308532,1.5928237,-1.6736902,-0.29942396,1.3659275,-0.28480276,1.0881684,0.27351806,0.6329828,0.8975887,0.226144,91,68.25
0.32388276,-0.16490753,-1.9564435,0.93806386,0.041684546,0.9414763,0.9014158,0.27736777,-0.753497,0.5451583,0.6106591,-1.6818818,0.55318373,1.0385662,-0.27315184,-1.0592302,92,69.0
1.1849138,0.21434964,-1.5189695,-0.018782906,-0.11086885,1.4658508,1.1564662,-0.8807856,0.40239382,-1.7545687,-0.09380598,-0.97810215,-0.5954572,1.064343,-1.7032137,-0.26080674,93,69.75
1.1747686,0.469816,-1.3511518,0.33734483,1.1299657,0.53128326,-0.8415172,0.4974654,-0.45574158,0.7187707,0.96592396,0.26911005,0.8228101,-0.23600575,-1.248319,-1.1957085,94,70.5
0.32361078,0.74893665,-1.3749589,0.07807391,0.2311273,0.35075694,1.0279715,0.87167084,1.0363269,1.0747585,-0.03927776,-0.79972404,-0.3846246,0.5528493,-1.6184074,1.3186104,95,71.25
1.4593492,1.8639351,-1.5858661,1.3367037,0.8994628,0.025656736,-0.46058756,0.22360127,-0.16182609,-0.36969692,0.108625956,0.6322891,0.28812346,-0.11205167,-0.715388,0.9550616,96,72.0
1.6029586,2.1168041,-1.1992917,0.35204035,0.47122046,3.1938438,1.8587128,0.7984894,-1.5927756,-0.63259125,0.34438398,-0.66371894,0.2495013,0.93113464,-0.0026944245,1.1118474,97,72.75
1.143218,2.2231092,-1.8684375,1.4637944,1.5271174,0.1296924,-0.3313396,-0.70705205,-0.51530635,-0.28149828,1.7698293,-0.9154823,1.2028066,0.3651293,1.5931007,-0.85755014,98,73.5
1.1127826,2.3172164,-0.71088654,1.1004461,0.65515435,1.0121672,0.89668,1.4330976,0.41350222,-0.6530329,-0.45591044,-1.0441674,1.125066,1.8441691,-0.09527799,0.21237074,99,74.25
1.3874629,1.8996948,-1.6073755,1.3457532,0.97194797,-0.38093957,0.93636596,0.015726903,0.4122908,1.2784095,-0.24598241,0.12611754,0.4711872,0.19036812,-1.1595024,-1.4662796,100,75.0
1.4217061,1.9531721,-1.897318,-0.35044992,0.45188367,1.0546087,-0.10647561,0.017702645,0.19768839,-0.62323254,1.6836754,-0.024283862,-0.68465567,0.025945842,-0.48669153,-0.46069136,101,75.75
0.33982122,1.331899,-2.087202,-0.54413176,0.071659945,0.781871,-0.92163545,0.82975876,1.0220872,-0.42595688,0.85906845,-0.30401617,-0.022946926,-1.010437,-0.5321567,-0.051354628,102,76.5
-0.19050007,1.3863039,-1.9685509,1.2757745,1.6670027,0.5726757,-0.67618215,1.131494,0.5188949,0.18420753,1.1666554,-0.27436897,0.64280075,-0.5050988,0.6666634,-1.1080105,103,77.25
0.33223277,0.915166,-1.3007147,0.002719625,0.040480174,-0.78008765,0.21702443,0.77970666,1.2487808,-1.0417025,-0.12677692,-0.30144858,0.83768684,0.9773638,1.3235903,-1.2790369,104,78.0
-1.0000437,-0.22209525,-1.2305169,-0.916943,-0.9093654,0.21956591,1.2897316,-0.79677707,2.3270957,-1.4556575,0.80207026,1.1779453,0.9641663,1.5893872,0.30579364,-2.7855623,105,78.75
-1.4859495,0.00623824,-1.5829647,-0.576974,-0.033677723,-0.30531815,0.8628737,-2.4234183,-0.38561693,1.056977,-0.9521641,-0.6001246,2.0119028,0.9211056,-0.8181476,-0.6650687,106,79.5
-0.07504136,-0.33187902,-1.8525348,-1.6371825,0.26061204,0.7192428,0.5670562,-0.04457273,-0.4846097,-1.3078128,1.1492147,0.40161178,-0.24662519,-0.0029861666,-0.4401434,-0.6101887,107,80.25
-0.024968456,0.3854954,-1.3108774,-1.4088293,-0.4080803,1.4264965,-0.36598286,-0.19177864,-0.34090906,-0.54117095,0.37478268,0.64105916,-1.4810535,-0.016297145,-0.61406195,-0.05492912,108,81.0
-0.49031192,-0.65654576,-0.7042996,0.51149625,0.26253012,0.27104422,-0.04281064,-2.1856444,-0.69866353,-1.5639632,0.7972702,0.5643987,-0.6269162,-0.37311587,0.6977984,-0.63137335,109,81.75
-0.17437121,-0.3545593,-1.2005541,1.0104122,-0.21170129,-1.5322107,0.48467115,-1.7767712,-0.7619312,1.2521087,-1.8086388,-0.19001736,0.46807852,1.1004869,-0.012268787,-0.57255816,110,82.5
1.2392569,0.38085732,-1.4634746,-0.56402797,0.37099022,0.17529605,-0.6135495,0.307241,-0.87658083,-0.27265006,0.6425807,0.12466747,1.191744,1.2417382,-0.9026374,0.05442082,111,83.25
0.50763756,0.42927903,-1.68605,-0.08174779,0.17775592,-0.20649776,-0.4219129,-0.7088961,0.7588912,1.1407288,1.5558976,0.281658,-0.8265622,-0.23962578,-0.9059178,0.054642178,112,84.0
0.08709041,0.75408494,-1.8109509,1.5745516,-0.50099516,0.4577749,-1.6471426,0.6974368,0.3141666,-1.2303681,1.107833,0.5879363,0.3549564,-0.9617428,-0.2772275,0.41426393,113,84.75
1.3170997,0.8019501,-1.1440399,1.0800569,1.6586167,-0.31347075,-0.13659929,-1.0685338,-0.7665482,0.82065004,-0.5243384,-0.32386476,0.4237429,-0.50662005,-0.34526303,1.2630254,114,85.5
1.5339282,0.7195311,-1.2198915,1.6054375,0.23407131,-1.3867376,0.28084284,0.9914798,1.0394812,0.5650328,-0.8130157,1.1372852,0.6064733,0.34607133,1.2942811,1.068273,115,86.25
1.3488678,0.714522,-0.45150265,0.861978,0.15195121,-0.9360662,0.23641407,-0.60750103,0.025348183,1.5406402,-0.80177426,-0.30154526,0.4582563,0.1726624,0.41035822,-0.5148416,116,87.0
0.5135125,1.3559707,-1.5173776,-1.2975792,1.1917007,-0.014941452,2.0533345,0.396966,0.8204674,1.2543548,-0.8568299,0.37245953,-0.20170814,0.9029632,-0.7232882,2.3952868,117,87.75
0.9604152,1.6059178,-1.3832395,-1.1177181,0.33923057,1.1743052,0.78303444,-0.018413913,-1.4558405,-0.24591255,-0.09021669,-0.36524785,-1.5080006,-0.8800036,0.036011115,-0.07514632,118,88.5
0.6476839,1.4237334,-0.69706184,-0.62704057,0.147669,0.59031475,0.16788077,-0.13830191,-0.24749334,-0.990292,1.8053079,0.5080393,-1.6989485,-0.29043287,0.4628184,-1.0461783,119,89.25
-0.08371776,0.9148877,-1.7900609,-0.7934784,-0.9621569,-0.8001994,0.5017313,-0.2619043,0.24143629,0.8996715,1.0986096,1.5275517,0.7606751,0.1569146,1.4815305,-0.20528734,120,90.0
-0.2506909,0.62542415,-1.0448595,-1.6459298,0.13819018,0.48785263,1.1546878,0.3263135,-0.4780955,0.07712702,0.76687145,0.39897457,-0.20387103,1.0589341,-0.13404632,0.46025684,121,90.75
-0.46153566,0.2582724,-1.9469944,-1.1007801,-1.5893655,0.56668115,-0.4038415,0.11949285,0.42141068,-0.78336275,1.7644749,1.7754172,-1.4198953,-0.5436373,-0.10832633,-0.3413722,122,91.5
-0.78479284,-0.07975207,-0.75354475,-1.1306006,1.6671364,1.8722973,-0.0018761915,0.104635276,1.0097445,-1.0045116,2.0646143,0.9349713,-0.10342397,-0.6434485,0.33735764,0.01989746,123,92.25
-1.120779,-0.21680783,-1.6032509,0.47956052,0.8423891,-0.18457264,0.5117748,1.8603319,0.055336293,-0.09547006,0.13628021,0.9829744,0.13565044,0.5742877,1.935617,-0.48800012,124,93.0
0.43719277,-0.7333063,-1.8087238,0.33060142,0.8030464,0.8196967,0.7269091,1.5196878,0.045279305,1.1101627,1.0259249,1.8126512,0.52367055,0.67060566,0.007821679,-2.0676467,125,93.75
