Pu,Ca,NAC,sample_n,tr,pooled_striatum
-1.794873,0.111012846,0.30386135,437,327.75,-1.3799988
-0.26227757,0.41592133,1.6546916,438,328.5,1.8083353
-0.15149705,0.17979582,0.8248091,439,329.25,0.8531078
0.9895722,0.38076454,0.9115056,440,330.0,2.2818422
0.10370885,0.8468005,2.1201522,441,330.75,3.0706615
0.17774385,0.094918646,0.8341327,442,331.5,1.1067952
0.4606653,0.61387527,0.9551989,443,332.25,2.0297394
0.81560904,0.85589117,1.0070239,444,333.0,2.678524
-0.13653775,-0.06147797,0.99940974,445,333.75,0.801394
-0.7696703,-0.20961878,0.36665672,446,334.5,-0.61263233
1.2935183,0.22844945,-0.55715233,447,335.25,0.96481544
2.6271276,1.1806043,0.24550427,448,336.0,4.0532365
1.799524,0.75603294,-0.838077,449,336.75,1.7174797
1.5596309,1.566494,-1.4281404,450,337.5,1.6979845
1.5386335,1.374384,-0.7295338,451,338.25,2.1834836
0.6608753,1.0449864,-0.5745528,452,339.0,1.1313089
-0.12829652,0.5421703,-0.6635547,453,339.75,-0.24968097
0.057688557,0.67463434,-0.45751715,454,340.5,0.27480572
0.52175367,-0.48284906,-0.3735181,455,341.25,-0.3346135
-0.46556106,-0.52120614,-0.65085137,456,342.0,-1.6376185
-1.4459401,-0.56888574,0.040807597,457,342.75,-1.9740182
-0.01637365,-0.2534952,0.00089394045,458,343.5,-0.2689749
0.52501756,-0.39579198,1.0305722,459,344.25,1.1597978
-0.39799938,-0.27691755,0.050601736,460,345.0,-0.6243152
-0.6844838,-0.04468806,0.0561771,461,345.75,-0.6729948
0.3312264,-0.18749505,0.3289544,462,346.5,0.47268575
-0.22199623,-0.7779248,0.26644132,463,347.25,-0.73347974
-1.1382407,-0.73534703,0.7145407,464,348.0,-1.159047
0.52496314,-0.011479289,0.3119225,465,348.75,0.8254063
0.5467222,-0.19755973,0.2658924,466,349.5,0.61505485
-0.23219576,-0.33229643,0.8420997,467,350.25,0.2776075
-0.9611496,-0.66238976,0.15019768,468,351.0,-1.4733417
-1.2136627,-0.8594161,-0.109060735,469,351.75,-2.1821396
-0.59448314,-1.2367253,0.12108972,470,352.5,-1.7101188
-0.37610435,-1.7361555,0.40286133,471,353.25,-1.7093985
-1.2818229,-1.3374183,0.5056096,472,354.0,-2.1136317
-1.0980953,-1.3679371,-0.1510132,473,354.75,-2.6170456
-1.0974425,-0.92370015,0.64319015,474,355.5,-1.3779526
-1.1689752,-1.9079506,0.5420573,475,356.25,-2.5348685
-0.76287067,-1.7523425,1.1566335,476,357.0,-1.3585795
0.48623213,-0.8418377,0.8003668,477,357.75,0.44476125
1.2997197,-0.25901452,0.21862333,478,358.5,1.2593285
0.12625661,0.2699604,1.6229254,479,359.25,2.0191424
-0.5674748,0.29310453,2.1062963,480,360.0,1.8319261
0.030952182,-0.27371728,0.83597547,481,360.75,0.59321034
0.3838016,-0.48734802,0.33215377,482,361.5,0.22860736
-0.9913946,-0.70988387,1.3030907,483,362.25,-0.39818776
-1.0764723,-1.1839437,0.7305062,484,363.0,-1.5299098
-0.8230887,-0.9303326,0.31578055,485,363.75,-1.4376408
0.3424595,-0.90315336,0.24366151,486,364.5,-0.31703234
0.5200946,-0.55209583,1.1442281,487,365.25,1.1122268
-0.028205108,-0.4061813,1.1391938,488,366.0,0.7048074
1.0652392,0.2507123,1.8136797,489,366.75,3.129631
1.0634168,0.008371765,0.9068085,490,367.5,1.978597
-0.25634825,-0.6361845,1.3553705,491,368.25,0.46283776
-1.0438882,-0.8962426,0.9612369,492,369.0,-0.97889394
-0.023282133,-0.6328451,0.57053006,493,369.75,-0.08559716
-0.73371357,-1.2108911,1.3307009,494,370.5,-0.61390376
-1.2074615,-1.7496988,0.026222253,495,371.25,-2.930938
-2.011484,-1.8020165,1.4856898,496,372.0,-2.3278108
0.25188765,-1.2549994,1.5188048,497,372.75,0.51569307
-0.5343195,-1.3414072,1.1771314,498,373.5,-0.6985953
-0.627856,-1.1237876,0.67692465,499,374.25,-1.074719
-0.1704274,-0.1796103,1.3547589,500,375.0,1.0047212
0.5125605,0.23503555,1.1777587,501,375.75,1.9253547
-0.947387,-0.7237054,0.71741074,502,376.5,-0.95368165
-0.65111095,-0.52983296,0.70043373,503,377.25,-0.48051023
-0.7183463,-0.25669545,1.4391814,504,378.0,0.4641397
-0.31969416,-0.5521886,0.66800874,505,378.75,-0.20387399
-1.1952764,-1.0281501,0.99836683,506,379.5,-1.2250595
-0.9749937,-1.0019912,0.19586706,507,380.25,-1.7811178
-0.41551536,-0.90802336,0.7683261,508,381.0,-0.5552127
-1.0618937,-1.1779143,0.6231392,509,381.75,-1.6166689
-0.53094685,-0.6967581,0.52215534,510,382.5,-0.70554966
-0.20442583,-0.6802465,0.9903292,511,383.25,0.10565692
0.5191698,-0.13638324,1.2334809,512,384.0,1.6162674
-0.08243942,-0.14612323,0.8417155,513,384.75,0.61315286
0.25262204,0.25646356,0.60569954,514,385.5,1.1147852
1.2150227,0.10206132,0.5571758,515,386.25,1.8742597
1.434435,0.7307553,0.95129377,516,387.0,3.116484
-0.100009814,-0.4808083,1.1629381,517,387.75,0.58212
-0.020589456,-0.59485906,0.70451915,518,388.5,0.08907062
0.8184921,-0.08095798,0.5581325,519,389.25,1.2956667
1.189483,-0.1978844,1.1037499,520,390.0,2.0953486
0.64969665,0.08179283,0.6086009,521,390.75,1.3400904
0.6876933,0.30428234,0.5341529,522,391.5,1.5261285
1.9382104,0.47375837,0.6654681,523,392.25,3.077437
1.4950067,0.04380682,1.2942532,524,393.0,2.8330667
0.8139227,-0.4469502,0.9836952,525,393.75,1.3506677
0.84340614,-0.033231962,0.47656435,526,394.5,1.2867385
1.0533805,0.71507853,0.9621779,527,395.25,2.730637
0.6832871,0.8306599,1.2612245,528,396.0,2.7751715
-0.37931383,0.48929602,2.026516,529,396.75,2.1364982
-0.83059555,-0.4300675,1.257241,530,397.5,-0.0034220219
-0.8136235,-0.26629633,1.5476227,531,398.25,0.46770287
-1.2863379,-1.0257382,1.017618,532,399.0,-1.2944582
-1.0075234,-1.392287,1.2150847,533,399.75,-1.1847256
-0.6176021,-1.2897388,0.08515959,534,400.5,-1.8221813
-0.7726078,-1.53899,1.755354,535,401.25,-0.5562438
-0.91692436,-1.0589471,1.5579265,536,402.0,-0.4179449
0.04104292,-0.5247775,1.4602753,537,402.75,0.97654074
0.82988834,-0.17858991,1.730606,538,403.5,2.3819044
0.30707392,0.27088803,1.4660075,539,404.25,2.0439694
-0.4497042,-0.30790004,1.3774838,540,405.0,0.6198796
-0.2907819,-0.1250199,1.416182,541,405.75,1.0003803
0.14521414,-0.00911386,1.2444278,542,406.5,1.3805281
-0.10542237,-0.5201857,1.6205258,543,407.25,0.99491775
-0.63971466,-0.9359911,0.9137248,544,408.0,-0.661981
-0.4126323,-0.6503771,0.6926862,545,408.75,-0.37032318
-0.5961151,-1.4442801,1.1404798,546,409.5,-0.89991546
-0.6430057,-1.7900038,1.5591968,547,410.25,-0.8738128
0.22887751,-0.4868842,1.3391072,548,411.0,1.0811005
1.7861693,-0.2093405,1.2008756,549,411.75,2.7777045
0.6354989,-0.52496296,1.3747549,550,412.5,1.4852908
1.2302812,-0.20855202,1.227192,551,413.25,2.2489214
1.3467463,0.72073704,1.4995302,552,414.0,3.5670137
2.060768,1.0596892,1.6767186,553,414.75,4.797176
1.1419396,0.31059015,0.9259341,554,415.5,2.3784637
0.41366583,0.25275308,0.8871653,555,416.25,1.5535842
0.6901684,0.39978075,1.1849415,556,417.0,2.2748907
-0.13593937,-0.5052047,0.711953,557,417.75,0.07080895
-0.72190934,-0.96163976,1.469199,558,418.5,-0.21435022
0.34430903,-0.8509748,0.76590306,559,419.25,0.2592373
0.584474,-0.37074625,0.7866519,560,420.0,1.0003797
-2.2286658,-0.7654483,1.1510738,561,420.75,-1.8430403
-0.527547,-1.1915966,2.1220734,562,421.5,0.40292978
-0.103164874,-1.1304201,1.8803332,563,422.25,0.6467482
0.7481017,-0.3930555,1.8037993,564,423.0,2.1588454
-0.10882221,-0.4415236,2.3064134,565,423.75,1.7560675
-0.5135397,-0.9788935,2.4641154,566,424.5,0.9716822
-0.8591814,-0.4078974,2.8886824,567,425.25,1.6216035
-0.67341393,-0.44676465,1.7364872,568,426.0,0.61630857
-1.0517215,-1.3290234,2.3707457,569,426.75,-0.009999275
-3.426363,-2.0588279,1.4707516,570,427.5,-4.014439
-3.0072575,-1.7898183,0.7463148,571,428.25,-4.0507607
-2.1895268,-2.4779727,1.1935046,572,429.0,-3.473995
-2.1199524,-2.5503733,1.8672298,573,429.75,-2.8030958
-1.8157072,-2.5472658,1.2899482,574,430.5,-3.073025
-0.30704674,-1.491264,0.46462947,575,431.25,-1.3336813
-1.4313344,-1.6730775,1.0909053,576,432.0,-2.0135064
-1.7281544,-1.1006899,1.1374922,577,432.75,-1.6913521
-1.2307436,0.17376629,1.4177425,578,433.5,0.3607651
-0.2747618,0.9753221,1.3349668,579,434.25,2.0355272
-1.5092044,0.19709592,0.7036566,580,435.0,-0.6084519
-1.3717964,-0.24732651,1.3272663,581,435.75,-0.29185653
-1.3665742,0.19640021,2.1664882,582,436.5,0.99631417
-0.64953345,-0.53178096,1.748822,583,437.25,0.5675075
-1.863577,-0.96632427,1.8765222,584,438.0,-0.95337903
-1.2725753,-0.94568473,1.5981302,585,438.75,-0.6201298
-0.8395983,-0.19037068,0.8889532,586,439.5,-0.14101577
-0.6090617,-0.62686193,1.2321322,587,440.25,-0.0037914515
-1.4762939,-0.9125223,1.0047185,588,441.0,-1.3840978
-0.36337534,-0.6242646,1.1713914,589,441.75,0.18375146
0.60305077,-0.83743155,1.7956127,590,442.5,1.5612319
-0.04536752,-0.72505045,1.7190161,591,443.25,0.9485981
-0.3863039,-1.1856599,0.47079295,592,444.0,-1.1011708
0.07349103,-1.0687798,1.5779303,593,444.75,0.58264154
0.7311297,-0.7038544,1.0483569,594,445.5,1.0756322
-0.63403016,-0.7138727,1.2658039,595,446.25,-0.08209884
0.2856141,-0.8509748,0.6389557,596,447.0,0.07359505
-1.2715145,-1.787221,1.3780406,597,447.75,-1.6806948
-0.61218953,-1.9884679,0.84549516,598,448.5,-1.7551622
-0.8687554,-1.2844049,1.0410014,599,449.25,-1.1121589
0.57321376,-0.82129097,1.2381232,600,450.0,0.99004596
-0.018875934,-0.6094691,0.844413,601,450.75,0.21606791
-1.3271904,-1.3650614,1.4922062,602,451.5,-1.2000455
-0.9222825,-1.375961,0.74422896,603,452.25,-1.5540146
-0.22134346,-1.5015606,1.3964761,604,453.0,-0.32642782
-1.0729636,-1.7832322,1.2426085,605,453.75,-1.6135874
-1.6039649,-1.9817427,0.88322103,606,454.5,-2.7024865
-0.8859722,-1.4713666,0.6510553,607,455.25,-1.7062836
-1.1215405,-1.6372249,1.3420869,608,456.0,-1.4166785
-0.75125676,-1.8203369,1.4983226,609,456.75,-1.0732712
0.04349081,-1.2083865,1.6279596,610,457.5,0.46306384
0.61167276,-0.25920004,1.252191,611,458.25,1.6046636
0.98717874,-0.1652322,1.950037,612,459.0,2.7719836
0.10890381,0.25038764,0.88479716,613,459.75,1.2440886
0.48797283,0.10363827,1.7269205,614,460.5,2.3185315
1.2806534,0.6550616,1.4858701,615,461.25,3.421585
-0.5124517,-0.35646093,1.111615,616,462.0,0.2427023
-0.4956429,-0.38081092,0.69031024,617,462.75,-0.18614358
0.30905944,-0.38637665,0.92709464,618,463.5,0.84977746
0.3971562,-0.52913725,0.89997065,619,464.25,0.76798964
-1.1773252,-0.46513152,0.23420456,620,465.0,-1.4082522
-0.6046555,-0.96720546,0.63355285,621,465.75,-0.9383082
0.16528682,-0.62695473,0.84936106,622,466.5,0.38769317
-0.6069402,-1.408474,1.94098,623,467.25,-0.07443428
-1.0343958,-2.3357222,1.4471406,624,468.0,-1.9229776
-0.87332475,-1.1444272,1.0865376,625,468.75,-0.93121433
-0.41592333,-1.6092108,1.1670785,626,469.5,-0.8580556
-1.1908975,-1.1181291,1.0587705,627,470.25,-1.2502562
-0.116682656,-0.20456326,1.2356609,628,471.0,0.914415
1.1378055,1.100458,1.2185192,629,471.75,3.4567828
0.60182685,0.92300445,1.5797653,630,472.5,3.1045966
0.24982055,1.309729,1.0638754,631,473.25,2.623425
0.6694157,1.9924104,1.4589735,632,474.0,4.1207995
1.3809624,1.6509073,1.0322816,633,474.75,4.0641513
0.34167075,0.85477805,0.8236485,634,475.5,2.0200973
-1.0203885,0.5471331,0.6468992,635,476.25,0.17364383
-0.8206136,0.2823905,0.9386375,636,477.0,0.40041435
-1.5128219,-1.1572284,0.7550895,637,477.75,-1.9149606
-1.6502844,-1.1718383,0.37448263,638,478.5,-2.44764
-0.97045153,-1.0756441,0.5174582,639,479.25,-1.5286374
-0.66669583,-0.6021873,0.30737436,640,480.0,-0.96150875
-1.2444246,-1.1938692,0.00018035641,641,480.75,-2.4381137
-1.1781684,-0.19194762,-0.5461976,642,481.5,-1.9163136
-0.29295778,-0.8594161,-0.84487563,643,482.25,-1.9972496
-0.5166131,-0.38837102,0.480642,644,483.0,-0.42434213
-0.5605663,-1.4693258,-0.68013185,645,483.75,-2.7100239
-0.31444478,-0.04468806,-0.86373466,646,484.5,-1.2228675
-0.15984708,-0.43563324,0.20406151,647,485.25,-0.3914188
-0.88920885,-0.90092707,0.27944264,648,486.0,-1.5106932
-1.2784503,-0.80644906,-0.8770967,649,486.75,-2.961996
-0.83298904,-0.9721219,-0.123787224,650,487.5,-1.9288981
-1.4318783,-1.229397,0.3659902,651,488.25,-2.2952852
-2.3117309,-2.1874423,-0.36783296,652,489.0,-4.8670063
-2.015074,-1.5072654,-0.18090531,653,489.75,-3.7032447
-0.5103302,-1.170818,-0.32592756,654,490.5,-2.0070758
-0.7134233,-0.71605253,0.09732188,655,491.25,-1.3321539
0.019365512,-0.5936532,0.44079107,656,492.0,-0.13349664
-0.3075907,-0.042322632,0.0514251,657,492.75,-0.29848823
-0.23050943,-0.17487943,-0.23129533,658,493.5,-0.6366842
-1.2958846,-1.144891,0.26045033,659,494.25,-2.1803253
-0.9921017,-0.12891589,0.25955638,660,495.0,-0.86146116
-0.21995632,-0.10744151,-0.21570626,661,495.75,-0.54310405
-0.4362136,-0.70918816,-0.4406656,662,496.5,-1.5860673
-0.7083371,-0.95189977,0.27658832,663,497.25,-1.3836485
0.40708375,-0.79573506,0.040344942,664,498.0,-0.34830636
-0.91289896,-1.8450117,-0.7024882,665,498.75,-3.460399
-0.60800093,-1.6579572,0.48895407,666,499.5,-1.777004
-0.26943085,-0.8916045,0.14094462,667,500.25,-1.0200907
1.4677807,0.43628258,0.12377154,668,501.0,2.0278347
0.8156362,0.6510264,0.04611635,669,501.75,1.512779
0.75846446,1.1930808,-0.23543568,670,502.5,1.7161095
1.66693,1.3300902,-0.30955434,671,503.25,2.687466
0.8142763,0.91317165,-0.12993503,672,504.0,1.597513
-0.28942195,0.61276215,-0.26250482,673,504.75,0.06083539
0.057987742,0.35432738,0.033609025,674,505.5,0.44592416
0.19134323,0.21959068,-0.11509875,675,506.25,0.29583517
-0.5098134,-0.15567772,-0.32152057,676,507.0,-0.98701173
-0.81258994,-0.50014913,0.1949496,677,507.75,-1.1177895
-0.22651123,-0.34848338,-0.72177064,678,508.5,-1.2967653
0.14137912,-0.14867419,-0.11745123,679,509.25,-0.1247463
0.004161409,-0.1981163,-0.32520613,680,510.0,-0.51916105
0.37020224,0.44198743,0.2238615,681,510.75,1.0360512
1.0092369,0.6234298,0.0958163,682,511.5,1.728483
0.80157447,0.83158755,0.29156575,683,512.25,1.9247278
0.33073685,0.6041353,-0.5372112,684,513.0,0.39766097
-0.8159898,0.5712975,-0.89224666,685,513.75,-1.1369389
0.24799824,-0.026970532,-0.25628644,686,514.5,-0.03525874
0.15443452,-0.10451951,-0.83032954,687,515.25,-0.7804145
-1.1342152,-0.65441227,-0.1926677,688,516.0,-1.9812952
-0.58567077,-0.2129582,-1.2523949,689,516.75,-2.051024
0.3167567,0.09631008,-0.62011236,690,517.5,-0.20704558
0.3751252,-0.082395785,-0.38425323,691,518.25,-0.091523826
0.42402858,-0.06333321,-0.29730576,692,519.0,0.0633896
0.39326677,0.49704164,-0.48633498,693,519.75,0.4039734
0.23937623,-0.15980563,0.20577882,694,520.5,0.28534943
-0.40575102,-0.3267771,-0.66326463,695,521.25,-1.3957927
0.8040224,0.29644394,-1.0599076,696,522.0,0.040558696
0.8332066,0.3923598,-1.4046235,697,522.75,-0.17905712
-0.6507302,0.40191427,-0.5122279,698,523.5,-0.7610438
-0.7761436,0.52013934,-0.7857893,699,524.25,-1.0417936
0.5660605,0.6279751,-1.0243773,700,525.0,0.16965818
0.2752514,0.14129962,-0.9421505,701,525.75,-0.5255995
-0.90422255,-0.48827562,-1.0097841,702,526.5,-2.4022822
0.11932093,-0.12733895,-1.4288305,703,527.25,-1.4368485
1.040298,0.69290847,-0.34863678,704,528.0,1.3845698
0.12821493,0.07446464,-0.9631346,705,528.75,-0.760455
0.26978445,0.14459266,-1.4747978,706,529.5,-1.0604208
-0.45527995,0.3801152,-0.86600876,707,530.25,-0.9411735
1.5096396,1.2873269,-1.358766,708,531.0,1.4382006
0.7333872,1.0820911,-0.15697281,709,531.75,1.6585056
0.26521504,1.3312497,-0.68345666,710,532.5,0.9130081
1.2170354,1.2412243,-0.870698,711,533.25,1.5875616
1.5132842,1.4959949,-0.91608506,712,534.0,2.0931942
0.6324526,0.45896286,-1.4625336,713,534.75,-0.3711182
-0.08355457,0.29700053,-1.0128502,714,535.5,-0.7994042
0.7634146,0.28777072,-0.9208998,715,536.25,0.13028556
1.4137912,0.03796282,-0.9605939,716,537.0,0.4911601
0.98726034,0.27816984,-1.2312697,717,537.75,0.034160495
2.2312498,0.45919475,-2.0102918,718,538.5,0.68015265
1.9168049,0.59128773,-1.1489801,719,539.25,1.3591125
1.0399988,0.99596167,-1.6263913,720,540.0,0.40956914
1.0249851,0.6006103,-2.064469,721,540.75,-0.43887377
1.4308448,0.73905754,-1.1643182,722,541.5,1.0055841
0.28441736,0.19584364,-1.3761351,723,542.25,-0.89587414
-0.8903512,-0.33633158,-2.7493687,724,543.0,-3.9760513
-0.47102803,-0.5004738,-0.64688355,725,543.75,-1.6183853
-0.45960453,-1.3748941,-0.5887931,726,544.5,-2.4232917
-1.1162368,-1.0310256,-0.46382964,727,545.25,-2.611092
-0.3662312,-1.1788418,-0.21058571,728,546.0,-1.7556587
0.11630187,-1.4095408,-0.5094441,729,546.75,-1.802683
-0.6217363,-1.3146917,-0.6759758,730,547.5,-2.6124039
-0.020834245,-0.64777976,-0.2767373,731,548.25,-0.94535136
0.6042475,-0.6012133,-0.54235524,732,549.0,-0.539321
0.4585982,-0.40414056,0.5611907,733,549.75,0.6156484
0.14719966,-1.0020376,-0.86816514,734,550.5,-1.7230031
0.43727437,-0.5242209,0.1937263,735,551.25,0.106779784
0.6023436,-0.86034375,0.31472978,736,552.0,0.056729645
-0.1526666,-0.91006416,0.6326589,737,552.75,-0.4300719
