reward_code,subj_id,condition,trial,epoch_trial,epoch_number,LR,button_press_onset,stim_onset,session_n,run_n
7.0,860.0,8520.0,0.0,10.0,12.0,76.0,0.4963808059692382,0.016331911087036133,10,5
7.0,860.0,8520.0,1.0,11.0,12.0,76.0,8.008081912994385,7.542306900024414,10,5
7.0,860.0,8520.0,2.0,12.0,12.0,82.0,14.537847995758057,13.99968695640564,10,5
7.0,860.0,8520.0,3.0,13.0,12.0,82.0,21.112545013427734,20.573605060577393,10,5
7.0,860.0,8520.0,4.0,14.0,12.0,76.0,27.83151507377625,27.33917307853699,10,5
7.0,860.0,8520.0,5.0,15.0,12.0,76.0,41.15533995628356,40.72987699508666,10,5
7.0,860.0,8520.0,6.0,16.0,12.0,82.0,50.3429639339447,49.852916955947876,10,5
7.0,860.0,8520.0,7.0,17.0,12.0,82.0,57.829833984375,57.17764496803284,10,5
7.0,860.0,8520.0,8.0,18.0,12.0,82.0,63.71342611312866,63.11732792854309,10,5
7.0,860.0,8520.0,9.0,19.0,12.0,76.0,72.58335399627684,72.10027694702147,10,5
7.0,860.0,8520.0,10.0,20.0,12.0,82.0,79.39719796180724,78.84907507896422,10,5
7.0,860.0,8520.0,11.0,21.0,12.0,76.0,84.86506009101866,84.36442399024962,10,5
7.0,860.0,8520.0,12.0,22.0,12.0,82.0,90.67068815231323,90.18060898780823,10,5
7.0,860.0,8520.0,13.0,23.0,12.0,82.0,98.5064010620117,97.98724007606505,10,5
7.0,860.0,8520.0,14.0,24.0,12.0,76.0,104.17432403564452,103.57824397087096,10,5
7.0,860.0,8520.0,15.0,0.0,13.0,76.0,114.08202505111693,113.44379806518553,10,5
7.0,860.0,8520.0,16.0,1.0,13.0,82.0,119.90508103370667,119.39336490631104,10,5
7.0,860.0,8520.0,17.0,2.0,13.0,76.0,125.89374899864197,125.19185495376587,10,5
7.0,860.0,8520.0,18.0,3.0,13.0,76.0,133.59257888793945,132.9990849494934,10,5
7.0,860.0,8520.0,19.0,4.0,13.0,76.0,140.28431296348572,139.8150599002838,10,5
7.0,860.0,8520.0,20.0,5.0,13.0,76.0,148.30910515785217,147.8128399848938,10,5
7.0,860.0,8520.0,21.0,6.0,13.0,76.0,158.72307181358337,158.09516596794128,10,5
7.0,860.0,8520.0,22.0,7.0,13.0,82.0,168.4217810630798,167.8435909748077,10,5
7.0,860.0,8520.0,23.0,8.0,13.0,76.0,179.58335399627688,179.07604694366458,10,5
7.0,860.0,8520.0,24.0,9.0,13.0,76.0,186.20519614219666,185.62486910820007,10,5
7.0,860.0,8520.0,25.0,10.0,13.0,76.0,193.6158938407898,192.93995189666748,10,5
7.0,860.0,8520.0,26.0,11.0,13.0,82.0,201.48584580421453,200.78919291496283,10,5
7.0,860.0,8520.0,27.0,12.0,13.0,76.0,208.28978514671326,207.88791608810425,10,5
7.0,860.0,8520.0,28.0,0.0,14.0,76.0,214.05736589431763,213.51254200935364,10,5
7.0,860.0,8520.0,29.0,1.0,14.0,76.0,220.2971887588501,219.77877688407898,10,5
7.0,860.0,8520.0,30.0,2.0,14.0,82.0,225.94613099098206,225.42830300331116,10,5
7.0,860.0,8520.0,31.0,3.0,14.0,82.0,231.61707997322083,231.10201001167297,10,5
7.0,860.0,8520.0,32.0,4.0,14.0,76.0,242.7656228542328,242.22636890411377,10,5
7.0,860.0,8520.0,33.0,5.0,14.0,76.0,249.73728394508362,249.22434401512146,10,5
7.0,860.0,8520.0,34.0,6.0,14.0,76.0,259.27837610244757,258.8310189247132,10,5
7.0,860.0,8520.0,35.0,7.0,14.0,76.0,273.79886889457697,273.26183295249933,10,5
7.0,860.0,8520.0,36.0,8.0,14.0,76.0,279.8125820159912,279.2284390926361,10,5
