reward_code,subj_id,condition,trial,epoch_trial,epoch_number,button_press,LR_solution,LR,reward,p_accuracy,rt,trial_end,iti_length,iti_end,stim_onset,session_n,run_n
7.0,860.0,8520.0,0.0,4.0,6.0,0.6804170608520508,76.0,82.0,0.0,0.0,0.6646008491516113,1.5077290534973147,4.322414334867853,5.830143388365167,0.01580500602722168,10,3
7.0,860.0,8520.0,1.0,5.0,6.0,6.41010308265686,76.0,76.0,3.0,1.0,0.5612869262695312,7.349272966384887,4.532352694793153,11.88162566117804,5.848803997039794,10,3
7.0,860.0,8520.0,2.0,6.0,6.0,12.40482711791992,76.0,76.0,3.0,1.0,0.5069200992584229,13.398648977279665,4.810277332251399,18.208926309531066,11.897898197174072,10,3
7.0,860.0,8520.0,3.0,7.0,6.0,18.663787126541138,76.0,76.0,4.0,1.0,0.44114589691162104,19.721402168273922,10.503365606475729,30.22476777474965,18.222635030746456,10,3
7.0,860.0,8520.0,4.0,8.0,6.0,30.834282159805298,82.0,82.0,1.0,1.0,0.5895390510559081,31.74546217918396,7.765128011171379,39.51059019035534,30.244735002517704,10,3
7.0,860.0,8520.0,5.0,9.0,6.0,40.172106981277466,82.0,82.0,3.0,1.0,0.6449408531188965,41.02638912200928,7.4424425274372625,48.46883164944654,39.527175188064575,10,3
7.0,860.0,8520.0,6.0,10.0,6.0,49.169551134109504,82.0,82.0,4.0,1.0,0.6853010654449463,49.98426198959351,5.217794945880087,55.2020569354736,48.48423910140991,10,3
7.0,860.0,8520.0,7.0,11.0,6.0,55.73843216896058,76.0,76.0,3.0,1.0,0.5221030712127686,56.716771125793464,6.341228493971688,63.057999619765155,55.216320991516106,10,3
7.0,860.0,8520.0,8.0,12.0,6.0,63.590329170227044,82.0,82.0,4.0,1.0,0.5164899826049804,64.57290410995483,5.313437206349723,69.88634131630455,63.07381796836852,10,3
7.0,860.0,8520.0,9.0,13.0,6.0,70.4963071346283,82.0,82.0,2.0,1.0,0.5908880233764648,71.40572500228882,4.1007673880191495,75.50649239030797,69.90541410446167,10,3
7.0,860.0,8520.0,10.0,14.0,6.0,76.05602097511292,82.0,82.0,0.0,1.0,0.534752130508423,77.02156615257262,4.188090714815576,81.20965686738819,75.52126002311705,10,3
7.0,860.0,8520.0,11.0,15.0,6.0,81.71295499801636,76.0,76.0,3.0,1.0,0.483814001083374,82.72899508476257,5.636927713880582,88.36592279864315,81.22913408279419,10,3
7.0,860.0,8520.0,12.0,0.0,7.0,88.95452904701234,76.0,82.0,0.0,0.0,0.5759251117706298,89.87808108329774,8.147592499556838,98.02567358285458,88.37860417366029,10,3
7.0,860.0,8520.0,13.0,1.0,7.0,98.60112214088441,82.0,76.0,0.0,0.0,0.5572559833526611,99.54427099227904,6.230282700365922,105.77455369264496,98.04385900497437,10,3
7.0,860.0,8520.0,14.0,2.0,7.0,106.42599296569824,82.0,82.0,4.0,1.0,0.6338472366333007,107.29306411743165,8.938529755138886,116.23159387257054,105.79214000701903,10,3
7.0,860.0,8520.0,15.0,3.0,7.0,116.87069916725159,82.0,82.0,3.0,1.0,0.6214680671691895,117.7498941421509,4.3235292127029625,122.07342335485386,116.24920916557312,10,3
