reward_code,subj_id,condition,trial,epoch_trial,epoch_number,LR,button_press_onset,stim_onset,session_n,run_n
7.0,790.0,8520.0,0.0,13.0,3.0,76.0,0.28841090202331543,0.015350818634033203,5,2
7.0,790.0,8520.0,1.0,14.0,3.0,76.0,8.842931985855103,8.381093978881836,5,2
7.0,790.0,8520.0,2.0,15.0,3.0,82.0,16.87455368041992,16.413072824478146,5,2
7.0,790.0,8520.0,3.0,0.0,4.0,76.0,27.574194908142086,27.110821008682247,5,2
7.0,790.0,8520.0,4.0,1.0,4.0,76.0,38.55685877799988,38.00997495651245,5,2
7.0,790.0,8520.0,5.0,2.0,4.0,76.0,48.378677129745476,47.79244399070739,5,2
7.0,790.0,8520.0,6.0,3.0,4.0,82.0,57.94019794464111,57.42369484901428,5,2
7.0,790.0,8520.0,7.0,4.0,4.0,76.0,65.77601289749146,65.30645489692688,5,2
7.0,790.0,8520.0,8.0,5.0,4.0,76.0,73.68057990074158,73.221599817276,5,2
7.0,790.0,8520.0,9.0,6.0,4.0,82.0,81.49516677856445,80.87019181251526,5,2
7.0,790.0,8520.0,10.0,7.0,4.0,82.0,91.19302296638489,90.61885190010071,5,2
7.0,790.0,8520.0,11.0,8.0,4.0,76.0,98.97821497917175,98.46779298782349,5,2
7.0,790.0,8520.0,12.0,9.0,4.0,82.0,107.46553897857665,107.03285098075865,5,2
7.0,790.0,8520.0,13.0,10.0,4.0,76.0,116.61720180511473,116.06546187400816,5,2
7.0,790.0,8520.0,14.0,11.0,4.0,82.0,126.44177603721619,125.93026494979858,5,2
7.0,790.0,8520.0,15.0,12.0,4.0,82.0,134.891263961792,134.2625949382782,5,2
7.0,790.0,8520.0,16.0,13.0,4.0,82.0,145.00907683372498,144.57784390449524,5,2
7.0,790.0,8520.0,17.0,14.0,4.0,82.0,153.25582814216614,152.75892901420593,5,2
7.0,790.0,8520.0,18.0,15.0,4.0,82.0,164.56227684021,164.07475686073306,5,2
7.0,790.0,8520.0,19.0,16.0,4.0,82.0,172.99208402633667,172.43993496894836,5,2
7.0,790.0,8520.0,20.0,17.0,4.0,76.0,181.04986691474912,180.5888738632202,5,2
