reward_code,subj_id,condition,trial,epoch_trial,epoch_number,LR,onset,session_n,run_n
0.0,813.0,6510.0,0.0,4.0,23.0,82.0,0.448444128036499,7,4
0.0,813.0,6510.0,1.0,5.0,23.0,76.0,9.082154989242554,7,4
0.0,813.0,6510.0,2.0,0.0,24.0,82.0,16.907881975173947,7,4
0.0,813.0,6510.0,3.0,1.0,24.0,76.0,27.50461602210999,7,4
0.0,813.0,6510.0,4.0,2.0,24.0,82.0,38.54832792282105,7,4
0.0,813.0,6510.0,5.0,3.0,24.0,82.0,48.298989057540894,7,4
0.0,813.0,6510.0,6.0,4.0,24.0,82.0,57.97065711021422,7,4
0.0,813.0,6510.0,7.0,5.0,24.0,76.0,65.79946494102477,7,4
0.0,813.0,6510.0,8.0,6.0,24.0,82.0,73.62205410003664,7,4
0.0,813.0,6510.0,9.0,7.0,24.0,82.0,81.41582322120665,7,4
0.0,813.0,6510.0,10.0,8.0,24.0,76.0,91.05064606666565,7,4
0.0,813.0,6510.0,11.0,9.0,24.0,76.0,98.87557196617126,7,4
0.0,813.0,6510.0,12.0,10.0,24.0,76.0,107.44310903549196,7,4
0.0,813.0,6510.0,13.0,11.0,24.0,76.0,116.46570205688477,7,4
0.0,813.0,6510.0,14.0,0.0,25.0,76.0,126.45365810394286,7,4
0.0,813.0,6510.0,15.0,1.0,25.0,82.0,134.72432112693787,7,4
0.0,813.0,6510.0,16.0,2.0,25.0,82.0,145.07896232604978,7,4
0.0,813.0,6510.0,17.0,3.0,25.0,82.0,153.19066905975342,7,4
0.0,813.0,6510.0,18.0,4.0,25.0,76.0,164.53949904441833,7,4
0.0,813.0,6510.0,19.0,5.0,25.0,82.0,172.87520623207092,7,4
0.0,813.0,6510.0,20.0,6.0,25.0,82.0,181.0490343570709,7,4
0.0,813.0,6510.0,21.0,7.0,25.0,82.0,189.2604911327362,7,4
0.0,813.0,6510.0,22.0,8.0,25.0,,,7,4
0.0,813.0,6510.0,23.0,9.0,25.0,82.0,204.75504302978513,7,4
0.0,813.0,6510.0,24.0,10.0,25.0,76.0,213.38792514801028,7,4
0.0,813.0,6510.0,25.0,0.0,26.0,76.0,222.29076004028317,7,4
0.0,813.0,6510.0,26.0,1.0,26.0,76.0,229.992418050766,7,4
0.0,813.0,6510.0,27.0,2.0,26.0,76.0,238.98330116271978,7,4
0.0,813.0,6510.0,28.0,3.0,26.0,82.0,247.6158702373505,7,4
0.0,813.0,6510.0,29.0,4.0,26.0,82.0,256.933799982071,7,4
0.0,813.0,6510.0,30.0,5.0,26.0,76.0,265.2076482772827,7,4
0.0,813.0,6510.0,31.0,6.0,26.0,82.0,273.42115116119385,7,4
0.0,813.0,6510.0,32.0,7.0,26.0,76.0,283.05079793930054,7,4
0.0,813.0,6510.0,33.0,8.0,26.0,82.0,292.9786641597748,7,4
0.0,813.0,6510.0,34.0,0.0,27.0,76.0,300.91335916519165,7,4
0.0,813.0,6510.0,35.0,1.0,27.0,82.0,308.54204511642456,7,4
0.0,813.0,6510.0,36.0,2.0,27.0,76.0,317.10090017318726,7,4
0.0,813.0,6510.0,37.0,3.0,27.0,76.0,326.02567911148077,7,4
0.0,813.0,6510.0,38.0,4.0,27.0,82.0,333.6562812328338,7,4
0.0,813.0,6510.0,39.0,5.0,27.0,76.0,342.0561530590058,7,4
0.0,813.0,6510.0,40.0,6.0,27.0,82.0,350.68485927581787,7,4
0.0,813.0,6510.0,41.0,7.0,27.0,76.0,360.0976819992066,7,4
0.0,813.0,6510.0,42.0,8.0,27.0,82.0,370.13409304618835,7,4
0.0,813.0,6510.0,43.0,9.0,27.0,76.0,378.2149860858917,7,4
0.0,813.0,6510.0,44.0,10.0,27.0,76.0,388.2876079082489,7,4
0.0,813.0,6510.0,45.0,11.0,27.0,82.0,397.5433859825134,7,4
0.0,813.0,6510.0,46.0,0.0,28.0,82.0,407.638040304184,7,4
0.0,813.0,6510.0,47.0,1.0,28.0,76.0,416.5268840789795,7,4
0.0,813.0,6510.0,48.0,2.0,28.0,82.0,427.69636821746826,7,4
0.0,813.0,6510.0,49.0,3.0,28.0,76.0,435.5925252437591,7,4
0.0,813.0,6510.0,50.0,4.0,28.0,82.0,445.40195012092596,7,4
0.0,813.0,6510.0,51.0,5.0,28.0,,,7,4
0.0,813.0,6510.0,52.0,6.0,28.0,76.0,461.28638410568243,7,4
0.0,813.0,6510.0,53.0,7.0,28.0,82.0,470.42513322830195,7,4
0.0,813.0,6510.0,54.0,8.0,28.0,82.0,480.63289618492126,7,4
0.0,813.0,6510.0,55.0,9.0,28.0,76.0,488.81284332275385,7,4
0.0,813.0,6510.0,56.0,10.0,28.0,82.0,499.7242991924286,7,4
0.0,813.0,6510.0,57.0,11.0,28.0,82.0,507.7890954017639,7,4
0.0,813.0,6510.0,58.0,12.0,28.0,76.0,515.6078481674193,7,4
0.0,813.0,6510.0,59.0,13.0,28.0,82.0,526.3177101612091,7,4
