reward_code,subj_id,condition,trial,epoch_trial,epoch_number,button_press,LR_solution,LR,reward,p_accuracy,rt,trial_end,iti_length,iti_end,stim_onset,session_n,run_n
0.0,790.0,6510.0,0.0,1.0,24.0,0.2847268581390381,82.0,82.0,1.0,1.0,0.27309608459472656,1.5122239589691162,6.8306028319,8.342826790869116,0.011628866195678713,6,4
0.0,790.0,6510.0,1.0,2.0,24.0,8.807573080062866,82.0,82.0,2.0,1.0,0.4473960399627686,9.859348058700558,6.5102862759,16.36963433460056,8.360172033309937,6,4
0.0,790.0,6510.0,2.0,3.0,24.0,16.875272035598755,76.0,76.0,0.0,1.0,0.483065128326416,17.880846977233883,9.1766548792,27.05750185643388,16.39220404624939,6,4
0.0,790.0,6510.0,3.0,4.0,24.0,27.58419394493103,76.0,82.0,0.0,0.0,0.5100710391998291,28.574018955230713,9.3791490669,37.95316802213071,27.074114084243774,6,4
0.0,790.0,6510.0,4.0,5.0,24.0,38.37560892105103,76.0,82.0,2.0,0.0,0.40246200561523443,39.471981048583984,8.249659814899998,47.721640863483984,37.97314190864562,6,4
0.0,790.0,6510.0,5.0,6.0,24.0,48.24544787406921,76.0,82.0,2.0,0.0,0.5077579021453857,49.237009048461914,8.1061257643,57.34313481276192,47.73768401145936,6,4
0.0,790.0,6510.0,6.0,7.0,24.0,57.92812299728394,82.0,76.0,4.0,0.0,0.5581519603729248,58.858423948287964,6.3517212972,65.21014524548796,57.369966983795166,6,4
0.0,790.0,6510.0,7.0,8.0,24.0,65.74888205528258,76.0,82.0,2.0,0.0,0.5137419700622559,66.72356796264647,6.394658274099998,73.11822623674647,65.23513793945314,6,4
0.0,790.0,6510.0,8.0,9.0,24.0,73.65968298912048,76.0,82.0,0.0,0.0,0.5256609916687012,74.63344407081603,6.1189629448,80.75240701561603,73.13401699066162,6,4
0.0,790.0,6510.0,9.0,10.0,24.0,81.28536605834962,82.0,82.0,3.0,1.0,0.5024800300598145,82.27192902565002,8.2252081357,90.49713716135003,80.78287696838379,6,4
0.0,790.0,6510.0,10.0,0.0,25.0,91.05622196197507,82.0,76.0,1.0,0.0,0.5416171550750732,92.01452898979187,6.3175218564,98.33205084619188,90.51460099220276,6,4
0.0,790.0,6510.0,11.0,1.0,25.0,98.88199496269226,76.0,82.0,2.0,0.0,0.5177788734436036,99.85232806205747,7.028919837999999,106.88124790005746,98.3642098903656,6,4
0.0,790.0,6510.0,12.0,2.0,25.0,107.4266848564148,76.0,76.0,0.0,1.0,0.5143048763275145,108.40113401412964,7.501984415,115.90311842912963,106.9123740196228,6,4
0.0,790.0,6510.0,13.0,3.0,25.0,116.40030884742735,76.0,82.0,2.0,0.0,0.472118854522705,117.41648387908936,8.342266416399998,125.75875029548935,115.92818903923033,6,4
0.0,790.0,6510.0,14.0,4.0,25.0,126.32188200950623,76.0,82.0,0.0,0.0,0.54549503326416,127.27644300460815,6.807756658400001,134.08419966300815,125.77638506889345,6,4
0.0,790.0,6510.0,15.0,5.0,25.0,134.58184790611267,82.0,82.0,2.0,1.0,0.4728169441223146,135.59639286994934,8.796708646499999,144.39310151644935,134.1090178489685,6,4
0.0,790.0,6510.0,16.0,6.0,25.0,144.92719697952268,82.0,82.0,1.0,1.0,0.5030031204223633,145.924332857132,6.6602143789,152.584547236032,144.42418885231018,6,4
0.0,790.0,6510.0,17.0,7.0,25.0,153.21615290641788,76.0,76.0,0.0,1.0,0.6100089550018312,154.1065800189972,9.7943547361,163.90093475509718,152.60613298416132,6,4
0.0,790.0,6510.0,18.0,8.0,25.0,164.52396202087402,82.0,76.0,0.0,0.0,0.602513074874878,165.40957593917847,6.8302877675,172.23986370667848,163.92143893241882,6,4
0.0,790.0,6510.0,19.0,9.0,25.0,172.85977005958557,76.0,76.0,3.0,1.0,0.5891618728637695,173.77051305770874,6.6296212335,180.40013429120873,172.27060294151306,6,4
0.0,790.0,6510.0,20.0,10.0,25.0,180.91240501403806,82.0,82.0,0.0,1.0,0.4938549995422363,181.91864705085757,6.737836669199999,188.65648372005757,180.4185509681702,6,4
0.0,790.0,6510.0,21.0,0.0,26.0,189.19418597221375,76.0,76.0,0.0,1.0,0.5092949867248536,190.1719479560852,6.2146412383,196.3865891943852,188.68488693237305,6,4
0.0,790.0,6510.0,22.0,1.0,26.0,196.9579389095306,76.0,76.0,0.0,1.0,0.5412580966949463,197.90535998344419,6.253368926,204.1587289094442,196.4166738986969,6,4
0.0,790.0,6510.0,23.0,2.0,26.0,204.75973486900327,82.0,76.0,0.0,0.0,0.5770809650421143,205.682119846344,7.115323055599999,212.79744290194398,204.18264698982242,6,4
0.0,790.0,6510.0,24.0,3.0,26.0,213.5134809017181,76.0,76.0,0.0,1.0,0.5963010787963867,214.41642308235166,7.2176845819,221.63410766425164,212.91714000701904,6,4
0.0,790.0,6510.0,25.0,4.0,26.0,222.27726197242737,76.0,82.0,1.0,0.0,0.611725091934204,223.16550898551938,6.1973386952,229.36284768071937,221.6655280590057,6,4
0.0,790.0,6510.0,26.0,5.0,26.0,229.94616985321042,82.0,76.0,2.0,0.0,0.5651249885559082,230.88073301315308,7.5219071665,238.40264017965308,229.3810398578644,6,4
0.0,790.0,6510.0,27.0,6.0,26.0,239.08190989494324,76.0,82.0,1.0,0.0,0.6517500877380371,239.93005800247192,7.186002986699999,247.11606098917193,238.43013286590576,6,4
0.0,790.0,6510.0,28.0,7.0,26.0,247.739716053009,76.0,82.0,3.0,0.0,0.5946581363677979,248.6338880062103,7.833443911,256.4673319172103,247.14505505561826,6,4
0.0,790.0,6510.0,29.0,8.0,26.0,257.02839708328247,76.0,82.0,0.0,0.0,0.5349729061126708,257.9815480709076,6.5511363568,264.5326844277076,256.49341893196106,6,4
0.0,790.0,6510.0,30.0,0.0,27.0,265.1249969005584,82.0,82.0,0.0,1.0,0.565765142440796,266.0474109649658,6.8253593412,272.8727703061658,264.559229850769,6,4
0.0,790.0,6510.0,31.0,1.0,27.0,273.43485307693476,82.0,76.0,3.0,0.0,0.5430331230163575,274.3914940357208,7.9662051958,282.3576992315208,272.89181184768677,6,4
0.0,790.0,6510.0,32.0,2.0,27.0,283.123703956604,76.0,,0.0,,,283.8735289573669,8.316670306,292.1901992633669,282.3733370304108,6,4
0.0,790.0,6510.0,33.0,3.0,27.0,292.7534248828888,76.0,82.0,0.0,0.0,0.5310640335083008,293.71052789688116,6.5996902655,300.31021816238115,292.22235894203186,6,4
0.0,790.0,6510.0,34.0,4.0,27.0,300.9632668495178,82.0,76.0,0.0,0.0,0.6254799365997313,301.8260619640351,6.142144360600001,307.9682063246351,300.3377799987793,6,4
0.0,790.0,6510.0,35.0,5.0,27.0,308.53900599479675,76.0,76.0,0.0,1.0,0.5522959232330322,309.4871058464051,6.996471843800001,316.4835776902051,307.9867029190063,6,4
0.0,790.0,6510.0,36.0,6.0,27.0,316.96887493133545,76.0,82.0,0.0,0.0,0.466336965560913,318.00226187706,7.3765580097,325.37881988675997,316.50252890586853,6,4
0.0,790.0,6510.0,37.0,7.0,27.0,325.8324110507965,82.0,82.0,3.0,1.0,0.4315700531005859,326.88892602920527,6.198782992600001,333.08770902180527,325.40083289146423,6,4
0.0,790.0,6510.0,38.0,8.0,27.0,333.68822407722473,76.0,76.0,2.0,1.0,0.571382999420166,334.6044189929963,6.8236166026,341.42803559559627,333.1168348789215,6,4
0.0,790.0,6510.0,39.0,9.0,27.0,341.9200139045716,82.0,82.0,0.0,1.0,0.4709069728851319,342.9480550289154,7.023105083000001,349.9711601119154,341.4490990638733,6,4
0.0,790.0,6510.0,40.0,0.0,28.0,350.58587408065796,76.0,76.0,0.0,1.0,0.5882289409637452,351.49706506729126,7.9748496299,359.47191469719127,349.99763894081116,6,4
0.0,790.0,6510.0,41.0,1.0,28.0,360.01951885223383,82.0,82.0,0.0,1.0,0.5231330394744873,360.98463892936707,8.335805110399999,369.32044403976704,359.4963788986206,6,4
0.0,790.0,6510.0,42.0,2.0,28.0,369.88320088386536,76.0,82.0,3.0,0.0,0.5379431247711182,370.83327198028553,6.763984022100001,377.5972560023855,369.3452539443969,6,4
