reward_code,subj_id,condition,trial,epoch_trial,epoch_number,LR,button_press_onset,stim_onset,session_n,run_n
5.0,811.0,7530.0,0.0,0.0,0.0,,,0.01655888557434082,2,1
5.0,811.0,7530.0,1.0,1.0,0.0,76.0,8.801788091659542,8.356574058532711,2,1
5.0,811.0,7530.0,2.0,2.0,0.0,76.0,16.73961901664734,16.38091492652893,2,1
5.0,811.0,7530.0,3.0,3.0,0.0,82.0,27.616308927536007,27.07073903083801,2,1
5.0,811.0,7530.0,4.0,4.0,0.0,76.0,38.51013898849487,37.96862292289734,2,1
5.0,811.0,7530.0,5.0,5.0,0.0,76.0,48.22262191772462,47.73365998268128,2,1
5.0,811.0,7530.0,6.0,6.0,0.0,76.0,57.740360021591194,57.357687950134284,2,1
5.0,811.0,7530.0,7.0,7.0,0.0,76.0,65.65216588973998,65.2229869365692,2,1
5.0,811.0,7530.0,8.0,8.0,0.0,76.0,73.52388191223145,73.12987303733826,2,1
5.0,811.0,7530.0,9.0,9.0,0.0,76.0,81.26462221145628,80.76227402687071,2,1
5.0,811.0,7530.0,10.0,10.0,0.0,82.0,90.98059797286987,90.50258803367615,2,1
5.0,811.0,7530.0,11.0,11.0,0.0,82.0,98.84910392761232,98.33496403694154,2,1
5.0,811.0,7530.0,12.0,12.0,0.0,76.0,107.24214291572571,106.88400888442993,2,1
5.0,811.0,7530.0,13.0,13.0,0.0,76.0,116.5054910182953,115.89979505538942,2,1
5.0,811.0,7530.0,14.0,14.0,0.0,76.0,126.22135591506957,125.75633287429808,2,1
5.0,811.0,7530.0,15.0,15.0,0.0,76.0,134.69404721260068,134.0798690319061,2,1
5.0,811.0,7530.0,16.0,16.0,0.0,76.0,145.12634420394897,144.39543199539185,2,1
5.0,811.0,7530.0,17.0,17.0,0.0,82.0,153.0714719295502,152.56892991065982,2,1
5.0,811.0,7530.0,18.0,18.0,0.0,76.0,164.48811888694763,163.88417601585388,2,1
5.0,811.0,7530.0,19.0,19.0,0.0,82.0,172.85877299308777,172.23195695877075,2,1
5.0,811.0,7530.0,20.0,20.0,0.0,76.0,180.91760396957395,180.3818550109863,2,1
5.0,811.0,7530.0,21.0,21.0,0.0,82.0,189.2893521785736,188.6390130519867,2,1
5.0,811.0,7530.0,22.0,22.0,0.0,82.0,197.04300093650818,196.3708779811859,2,1
5.0,811.0,7530.0,23.0,0.0,1.0,82.0,204.74230575561523,204.13640689849854,2,1
5.0,811.0,7530.0,24.0,1.0,1.0,76.0,213.37263202667236,212.76828503608704,2,1
5.0,811.0,7530.0,25.0,2.0,1.0,76.0,222.1312229633331,221.50075197219846,2,1
5.0,811.0,7530.0,26.0,3.0,1.0,82.0,229.8760688304901,229.21619486808777,2,1
5.0,811.0,7530.0,27.0,4.0,1.0,76.0,238.88369989395142,238.25602388381958,2,1
5.0,811.0,7530.0,28.0,5.0,1.0,82.0,247.6135749816894,246.95468807220453,2,1
5.0,811.0,7530.0,29.0,6.0,1.0,82.0,256.95845770835876,256.3040199279785,2,1
