reward_code,subj_id,condition,trial,epoch_trial,epoch_number,LR,onset,session_n,run_n
6.0,860.0,8510.0,0.0,0.0,0.0,76.0,0.515413999557495,9,1
6.0,860.0,8510.0,1.0,1.0,0.0,82.0,6.295141696929932,9,1
6.0,860.0,8510.0,2.0,2.0,0.0,82.0,13.166882753372192,9,1
6.0,860.0,8510.0,3.0,3.0,0.0,82.0,22.04464101791382,9,1
6.0,860.0,8510.0,4.0,4.0,0.0,82.0,34.25023293495178,9,1
6.0,860.0,8510.0,5.0,5.0,0.0,82.0,41.80388188362122,9,1
6.0,860.0,8510.0,6.0,6.0,0.0,82.0,48.026780843734734,9,1
6.0,860.0,8510.0,7.0,7.0,0.0,82.0,64.36233592033386,9,1
6.0,860.0,8510.0,8.0,8.0,0.0,76.0,71.46700811386108,9,1
6.0,860.0,8510.0,9.0,9.0,0.0,76.0,77.64794588088988,9,1
6.0,860.0,8510.0,10.0,0.0,1.0,82.0,87.12138891220093,9,1
6.0,860.0,8510.0,11.0,1.0,1.0,76.0,94.67111086845397,9,1
6.0,860.0,8510.0,12.0,2.0,1.0,76.0,102.20196604728699,9,1
6.0,860.0,8510.0,13.0,3.0,1.0,76.0,110.10978770256044,9,1
6.0,860.0,8510.0,14.0,4.0,1.0,82.0,116.68351984024048,9,1
6.0,860.0,8510.0,15.0,5.0,1.0,82.0,123.62640309333801,9,1
6.0,860.0,8510.0,16.0,6.0,1.0,82.0,133.73192071914673,9,1
6.0,860.0,8510.0,17.0,7.0,1.0,76.0,139.39692497253418,9,1
6.0,860.0,8510.0,18.0,8.0,1.0,82.0,149.3171169757843,9,1
6.0,860.0,8510.0,19.0,9.0,1.0,76.0,156.76807379722592,9,1
6.0,860.0,8510.0,20.0,10.0,1.0,82.0,163.93495988845828,9,1
6.0,860.0,8510.0,21.0,0.0,2.0,76.0,173.2636468410492,9,1
6.0,860.0,8510.0,22.0,1.0,2.0,82.0,188.1760799884796,9,1
6.0,860.0,8510.0,23.0,2.0,2.0,82.0,197.51460599899292,9,1
6.0,860.0,8510.0,24.0,3.0,2.0,82.0,203.4995768070221,9,1
6.0,860.0,8510.0,25.0,4.0,2.0,76.0,213.3894548416138,9,1
6.0,860.0,8510.0,26.0,5.0,2.0,82.0,219.25012707710263,9,1
6.0,860.0,8510.0,27.0,6.0,2.0,82.0,233.04378294944763,9,1
6.0,860.0,8510.0,28.0,7.0,2.0,82.0,244.19624090194702,9,1
6.0,860.0,8510.0,29.0,8.0,2.0,82.0,250.04003787040705,9,1
6.0,860.0,8510.0,30.0,9.0,2.0,82.0,256.6558060646057,9,1
6.0,860.0,8510.0,31.0,10.0,2.0,76.0,267.5945348739624,9,1
6.0,860.0,8510.0,32.0,11.0,2.0,76.0,273.7934260368347,9,1
6.0,860.0,8510.0,33.0,12.0,2.0,82.0,279.61497688293457,9,1
6.0,860.0,8510.0,34.0,13.0,2.0,82.0,286.5057508945465,9,1
6.0,860.0,8510.0,35.0,0.0,3.0,76.0,293.4647138118744,9,1
6.0,860.0,8510.0,36.0,1.0,3.0,82.0,300.02245497703547,9,1
6.0,860.0,8510.0,37.0,2.0,3.0,76.0,307.09004282951355,9,1
6.0,860.0,8510.0,38.0,3.0,3.0,82.0,317.27561402320856,9,1
6.0,860.0,8510.0,39.0,4.0,3.0,76.0,327.3194308280944,9,1
6.0,860.0,8510.0,40.0,5.0,3.0,76.0,335.62616491317755,9,1
6.0,860.0,8510.0,41.0,6.0,3.0,82.0,342.5129241943359,9,1
6.0,860.0,8510.0,42.0,7.0,3.0,82.0,348.09884691238403,9,1
6.0,860.0,8510.0,43.0,8.0,3.0,76.0,354.5205569267273,9,1
6.0,860.0,8510.0,44.0,9.0,3.0,76.0,360.75725102424616,9,1
6.0,860.0,8510.0,45.0,10.0,3.0,82.0,369.1148638725281,9,1
6.0,860.0,8510.0,46.0,11.0,3.0,76.0,378.3447649478912,9,1
6.0,860.0,8510.0,47.0,12.0,3.0,82.0,384.2195930480956,9,1
6.0,860.0,8510.0,48.0,13.0,3.0,82.0,390.5543787479401,9,1
6.0,860.0,8510.0,49.0,14.0,3.0,82.0,402.6369757652283,9,1
6.0,860.0,8510.0,50.0,0.0,4.0,76.0,412.02155780792236,9,1
6.0,860.0,8510.0,51.0,1.0,4.0,76.0,424.87708902359003,9,1
6.0,860.0,8510.0,52.0,2.0,4.0,76.0,433.06800174713123,9,1
6.0,860.0,8510.0,53.0,3.0,4.0,82.0,442.94243097305304,9,1
6.0,860.0,8510.0,54.0,4.0,4.0,82.0,450.1174108982086,9,1
6.0,860.0,8510.0,55.0,5.0,4.0,76.0,466.05271792411804,9,1
6.0,860.0,8510.0,56.0,0.0,5.0,82.0,473.0885460376739,9,1
6.0,860.0,8510.0,57.0,1.0,5.0,76.0,484.02514386177063,9,1
6.0,860.0,8510.0,58.0,2.0,5.0,82.0,491.38902997970575,9,1
6.0,860.0,8510.0,59.0,3.0,5.0,82.0,499.81164503097534,9,1
