onset	duration	trial_type	rt	accuracy	epoch_length	epoch_trial	epoch_number
1.606893539428710938e-02	1.499795913696289062e+00	0.000000000000000000e+00	2.379360198974609375e-01	0.000000000000000000e+00	2.300000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00
8.365262031555175781e+00	1.500310897827148438e+00	1.000000000000000000e+00	4.775748252868652344e-01	1.000000000000000000e+00	2.300000000000000000e+01	1.000000000000000000e+00	0.000000000000000000e+00
1.639660000801086426e+01	1.500109910964965820e+00	2.000000000000000000e+00	5.149989128112792969e-01	0.000000000000000000e+00	2.300000000000000000e+01	2.000000000000000000e+00	0.000000000000000000e+00
2.709588599205017090e+01	1.499748945236206055e+00	3.000000000000000000e+00	4.984450340270996094e-01	1.000000000000000000e+00	2.300000000000000000e+01	3.000000000000000000e+00	0.000000000000000000e+00
3.799364399909973145e+01	1.499961853027343750e+00	4.000000000000000000e+00	5.194299221038818359e-01	1.000000000000000000e+00	2.300000000000000000e+01	4.000000000000000000e+00	0.000000000000000000e+00
4.777585792541503906e+01	1.500629901885986328e+00	5.000000000000000000e+00	4.978389739990234375e-01	1.000000000000000000e+00	2.300000000000000000e+01	5.000000000000000000e+00	0.000000000000000000e+00
5.740852689743041992e+01	1.499114036560058594e+00	6.000000000000000000e+00	5.310361385345458984e-01	1.000000000000000000e+00	2.300000000000000000e+01	6.000000000000000000e+00	0.000000000000000000e+00
6.529112195968627930e+01	1.499005079269409180e+00	7.000000000000000000e+00	4.492731094360351562e-01	1.000000000000000000e+00	2.300000000000000000e+01	7.000000000000000000e+00	1.000000000000000000e+00
7.320616793632507324e+01	1.499553918838500977e+00	8.000000000000000000e+00	4.809839725494384766e-01	1.000000000000000000e+00	2.300000000000000000e+01	8.000000000000000000e+00	1.000000000000000000e+00
8.085463285446166992e+01	1.499783992767333984e+00	9.000000000000000000e+00	6.251571178436279297e-01	0.000000000000000000e+00	2.300000000000000000e+01	9.000000000000000000e+00	1.000000000000000000e+00
9.060346484184265137e+01	1.499883174896240234e+00	1.000000000000000000e+01	5.513999462127685547e-01	1.000000000000000000e+00	2.300000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+00
9.845284199714660645e+01	1.499559879302978516e+00	1.100000000000000000e+01	4.968869686126708984e-01	1.000000000000000000e+00	2.300000000000000000e+01	1.100000000000000000e+01	1.000000000000000000e+00
1.070014250278472900e+02	1.499709844589233398e+00	1.200000000000000000e+01	4.700059890747070312e-01	1.000000000000000000e+00	2.300000000000000000e+01	1.200000000000000000e+01	1.000000000000000000e+00
1.160329699516296387e+02	1.499965906143188477e+00	1.300000000000000000e+01	4.593451023101806641e-01	1.000000000000000000e+00	2.300000000000000000e+01	1.300000000000000000e+01	1.000000000000000000e+00
1.258989188671112061e+02	1.499279022216796875e+00	1.400000000000000000e+01	4.902119636535644531e-01	1.000000000000000000e+00	2.300000000000000000e+01	1.400000000000000000e+01	1.000000000000000000e+00
1.342311308383941650e+02	1.499242067337036133e+00	1.500000000000000000e+01	4.446640014648437500e-01	1.000000000000000000e+00	2.300000000000000000e+01	1.500000000000000000e+01	1.000000000000000000e+00
1.445462408065795898e+02	1.500299215316772461e+00	1.600000000000000000e+01	4.921460151672363281e-01	1.000000000000000000e+00	2.300000000000000000e+01	1.600000000000000000e+01	1.000000000000000000e+00
1.527285289764404297e+02	1.500045061111450195e+00	1.700000000000000000e+01	4.858338832855224609e-01	1.000000000000000000e+00	2.300000000000000000e+01	1.700000000000000000e+01	1.000000000000000000e+00
1.640436229705810547e+02	1.499722957611083984e+00	1.800000000000000000e+01	4.562430381774902344e-01	1.000000000000000000e+00	2.300000000000000000e+01	1.800000000000000000e+01	1.000000000000000000e+00
1.723925759792327881e+02	1.500254869461059570e+00	1.900000000000000000e+01	4.514441490173339844e-01	1.000000000000000000e+00	2.300000000000000000e+01	1.900000000000000000e+01	1.000000000000000000e+00
1.805421078205108643e+02	1.498886108398437500e+00	2.000000000000000000e+01	5.256359577178955078e-01	1.000000000000000000e+00	2.300000000000000000e+01	2.000000000000000000e+01	1.000000000000000000e+00
1.888071939945220947e+02	1.499714851379394531e+00	2.100000000000000000e+01	4.472770690917968750e-01	1.000000000000000000e+00	2.300000000000000000e+01	2.100000000000000000e+01	2.000000000000000000e+00
1.965392479896545410e+02	1.500291824340820312e+00	2.200000000000000000e+01	4.190609455108642578e-01	1.000000000000000000e+00	2.300000000000000000e+01	2.200000000000000000e+01	2.000000000000000000e+00
2.043216948509216309e+02	1.500030994415283203e+00	2.300000000000000000e+01	5.253951549530029297e-01	0.000000000000000000e+00	2.400000000000000000e+01	0.000000000000000000e+00	2.000000000000000000e+00
2.129705939292907715e+02	1.499320030212402344e+00	2.400000000000000000e+01	4.824719429016113281e-01	0.000000000000000000e+00	2.400000000000000000e+01	1.000000000000000000e+00	2.000000000000000000e+00
2.217190549373626709e+02	1.500659942626953125e+00	2.500000000000000000e+01	5.515999794006347656e-01	0.000000000000000000e+00	2.400000000000000000e+01	2.000000000000000000e+00	2.000000000000000000e+00
2.294349229335784912e+02	1.500418901443481445e+00	2.600000000000000000e+01	5.315999984741210938e-01	0.000000000000000000e+00	2.400000000000000000e+01	3.000000000000000000e+00	2.000000000000000000e+00
2.384837298393249512e+02	1.500387191772460938e+00	2.700000000000000000e+01	4.735050201416015625e-01	0.000000000000000000e+00	2.400000000000000000e+01	4.000000000000000000e+00	2.000000000000000000e+00
2.471985368728637695e+02	1.500000000000000000e+00	2.800000000000000000e+01	4.815421104431152344e-01	0.000000000000000000e+00	2.400000000000000000e+01	5.000000000000000000e+00	2.000000000000000000e+00
2.565644588470458984e+02	1.500194072723388672e+00	2.900000000000000000e+01	4.696071147918701172e-01	0.000000000000000000e+00	2.400000000000000000e+01	6.000000000000000000e+00	2.000000000000000000e+00
2.646469488143920898e+02	1.498962163925170898e+00	3.000000000000000000e+01	4.608318805694580078e-01	0.000000000000000000e+00	2.400000000000000000e+01	7.000000000000000000e+00	2.000000000000000000e+00
2.729951908588409424e+02	1.500519990921020508e+00	3.100000000000000000e+01	4.793322086334228516e-01	0.000000000000000000e+00	2.400000000000000000e+01	8.000000000000000000e+00	2.000000000000000000e+00
2.824943478107452393e+02	1.500639200210571289e+00	3.200000000000000000e+01	5.810248851776123047e-01	0.000000000000000000e+00	2.400000000000000000e+01	9.000000000000000000e+00	3.000000000000000000e+00
2.923426568508148193e+02	1.500674009323120117e+00	3.300000000000000000e+01	4.673659801483154297e-01	0.000000000000000000e+00	2.400000000000000000e+01	1.000000000000000000e+01	3.000000000000000000e+00
3.004755818843841553e+02	1.499989032745361328e+00	3.400000000000000000e+01	5.653879642486572266e-01	0.000000000000000000e+00	2.400000000000000000e+01	1.100000000000000000e+01	3.000000000000000000e+00
3.081407668590545654e+02	1.500228166580200195e+00	3.500000000000000000e+01	5.450079441070556641e-01	0.000000000000000000e+00	2.400000000000000000e+01	1.200000000000000000e+01	3.000000000000000000e+00
3.166558129787445068e+02	1.500440835952758789e+00	3.600000000000000000e+01	4.926838874816894531e-01	0.000000000000000000e+00	2.400000000000000000e+01	1.300000000000000000e+01	3.000000000000000000e+00
