psychopy_version, python_version, pythonScipyVersion,pyglet_version, pygame_version, numpy_version, wx_version, window_refresh_time_avg_ms,begin_time, exp_dir, last_sys_reboot, system_platform, internet_access, total_exp_time
3.0.2,3.6.8,1.2.0,1.3.2,1.9.4,1.15.4,4.0.4 gtk2 (phoenix) wxWidgets 3.0.5,33.33301406740448,2019_08_14 13:14 (Year_Month_Day Hour:Min),/home/coaxlab/Documents/loki_1/experimental_scripts,2019-08-09 10:00,linux 4.4.0-157-generic,True,212.79762001900235
