psychopy_version, python_version, pythonScipyVersion,pyglet_version, pygame_version, numpy_version, wx_version, window_refresh_time_avg_ms,begin_time, exp_dir, last_sys_reboot, system_platform, internet_access, total_exp_time
2020.1.1,3.6.7,1.4.1,1.5.0,1.9.6,1.18.1,4.0.6 osx-cocoa (phoenix) wxWidgets 3.0.5,16.99885089834363,2020_03_06 14:54 (Year_Month_Day Hour:Min),/Users/67981492/Desktop/loki_1/experimental_scripts,Feb 26 20:37,darwin 10.15 x86_64,True,52.85060304298531
